feature,importance
ib_range_bps,12750.143952727318
oi_diff,7361.560341477394
dist_ib_low_bps,4474.765248656273
iv_diff,4023.9752942323685
dist_ib_high_bps,3324.9326783418655
minute,3255.9117488861084
nearest_level_abs_bps,2374.8280589580536
ret_30m_bps,2311.5682275295258
iv_diff_chg_25m,1397.7519525289536
ret_15m_bps,1381.6084104776382
spread_pct_diff_chg_25m,1190.0389385223389
ret_1m_bps,1143.786254286766
volume_diff,1118.0920721292496
volume_diff_chg_25m,1095.0574980974197
volume_diff_chg_15m,1065.1905819177628
ret_5m_bps,1046.5067706108093
spread_pct_diff_chg_15m,1021.0914466381073
spread_pct_diff_chg_5m,992.5503710508347
iv_diff_chg_15m,980.1072204113007
iv_diff_chg_5m,973.4706599712372
spread_pct_diff,950.8948721885681
abs_delta_diff,913.1756955385208
vega_diff,832.476070523262
volume_diff_chg_5m,782.8497771024704
vega_diff_chg_25m,781.1095402240753
vega_diff_chg_15m,755.3593106269836
vega_diff_chg_5m,749.0030928850174
abs_delta_diff_chg_5m,706.1761993169785
abs_delta_diff_chg_25m,637.0102610588074
abs_delta_diff_chg_15m,577.1160998344421
