ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result,entry_minute,union_source,union_source_priority,union_source_file,_20,source_variant,total_votes,action_votes,action_score_mean,action_score_max,variant,config_priority,union_config_sources,union_config_max_day,union_config_cooldown,union_config_min_score,union_config_daily_order,selected_by
SPXW,20250122,202501,13:00,780,front_weekly,PUT,0.7376423188445446,0.2885689333159176,0.7376423188445446,-0.2385294297162223,0.116521752398947,0.116521752398947,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,780,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,466,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250122,202501,12:30,750,front_weekly,PUT,0.7280906478504325,0.3022122562655145,0.7280906478504325,-0.1411042542769662,0.0210844185065448,0.0210844185065448,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,750,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,465,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250123,202501,12:00,720,front_weekly,PUT,0.7532034022356602,0.142683553320815,0.7532034022356602,0.1630901832118934,-0.3,-0.3,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,720,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,471,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250123,202501,11:30,690,front_weekly,PUT,0.7231268122304536,0.1756600556135205,0.7231268122304536,-0.0124999457171975,-0.1520737801099582,-0.1520737801099582,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,690,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,470,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250123,202501,13:30,810,front_weekly,PUT,0.6890543280401286,0.1326762885700609,0.6890543280401286,0.5,-0.3,-0.3,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,810,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,474,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250124,202501,11:30,690,front_weekly,PUT,0.709843391586325,0.208231730645762,0.709843391586325,-0.2136183666287744,0.0469683695798519,0.0469683695798519,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,690,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,477,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250124,202501,12:00,720,front_weekly,PUT,0.6915421004576418,0.2029979059867129,0.6915421004576418,-0.181846409340036,0.2001646693351337,0.2001646693351337,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,720,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,478,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250124,202501,12:30,750,front_weekly,PUT,0.6710658139496424,0.2129452596588626,0.6710658139496424,-0.2339062690734863,0.1874593504086183,0.1874593504086183,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,750,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,479,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250127,202501,11:00,660,front_weekly,PUT,0.5385725157800797,0.2419915390931331,0.5385725157800797,-0.0881206585639714,0.1469675926660747,0.1469675926660747,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,660,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,482,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250127,202501,14:30,870,front_weekly,PUT,0.5349079623420535,0.2367403347753133,0.5349079623420535,-0.04768042079649,0.0660687912535431,0.0660687912535431,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,870,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,488,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250127,202501,11:35,695,front_weekly,CALL,0.4940425206239083,0.4940425206239083,0.3661522313558927,-0.0105509697447994,-0.1818427954970237,-0.0105509697447994,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,695,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,483,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250128,202501,11:05,665,front_weekly,PUT,0.6043749075146136,0.3797955353195457,0.6043749075146136,0.0999237118733225,-0.1673675197161942,-0.1673675197161942,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,665,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,491,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250128,202501,10:35,635,front_weekly,PUT,0.6011031496042519,0.2725603884297409,0.6011031496042519,0.1716954076143657,-0.3,-0.3,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,635,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,490,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250128,202501,14:00,840,front_weekly,PUT,0.5626794217154052,0.3267713358368104,0.5626794217154052,0.068923128568209,-0.100534781794048,-0.100534781794048,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,840,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,496,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250129,202501,11:00,660,front_weekly,PUT,0.6236826835568748,0.2599789248838623,0.6236826835568748,-0.0747217628631941,0.1610412836203163,0.1610412836203163,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,660,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,498,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250129,202501,10:30,630,front_weekly,PUT,0.5910379648351187,0.2804335339176714,0.5910379648351187,-0.0330033315966808,0.2802427073085536,0.2802427073085536,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,497,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250129,202501,12:30,750,front_weekly,PUT,0.5787891616607774,0.2610873304271158,0.5787891616607774,-0.3,-0.0797900174344682,-0.0797900174344682,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,750,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,501,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250130,202501,10:30,630,front_weekly,PUT,0.5912103849309713,0.2348824387269271,0.5912103849309713,0.2103226200226815,-0.3,-0.3,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,504,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250130,202501,14:10,850,front_weekly,PUT,0.535425629630369,0.2804213575395325,0.535425629630369,-0.3,0.5,0.5,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,850,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,510,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250130,202501,14:40,880,front_weekly,PUT,0.5350970825271543,0.2461269928213038,0.5350970825271543,-0.3,0.5,0.5,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,880,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,511,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250131,202501,11:30,690,front_weekly,PUT,0.6870824520235329,0.3073753058936722,0.6870824520235329,-0.3,0.5,0.5,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,690,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,514,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250131,202501,13:00,780,front_weekly,PUT,0.6832131844239726,0.2681069303557954,0.6832131844239726,-0.3,0.5,0.5,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,780,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,517,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250131,202501,12:00,720,front_weekly,PUT,0.6740744498952846,0.2948847089354701,0.6740744498952846,-0.3,0.5,0.5,thr0.447_maxdayall,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,720,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,515,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250203,202502,11:40,700,front_weekly,PUT,0.567857542230061,0.4090603570419844,0.567857542230061,-0.043425795028451,0.0088918972753722,0.0088918972753722,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,700,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,521,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250203,202502,12:10,730,front_weekly,PUT,0.5664855209683515,0.3774831525808773,0.5664855209683515,-0.0386416782845939,-0.1493420851858038,-0.1493420851858038,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,730,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,522,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250203,202502,10:40,640,front_weekly,PUT,0.5638648284796867,0.4443725622123338,0.5638648284796867,0.0497726960615678,-0.0714767760309225,-0.0714767760309225,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,640,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,519,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250204,202502,12:05,725,zero_dte,PUT,0.1896129660694283,-0.2625088108297378,0.1896129660694283,-0.3,0.5,0.5,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,725,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,392,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250204,202502,11:35,695,zero_dte,PUT,0.1636765912500017,-0.2592338313482172,0.1636765912500017,-0.3,0.5,0.5,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,695,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,391,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250204,202502,11:00,660,zero_dte,PUT,0.1103556980001788,-0.2498763356480991,0.1103556980001788,-0.042393940472075,-0.3,-0.3,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,660,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,390,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250205,202502,12:05,725,front_weekly,CALL,0.0507671021908414,0.0507671021908414,-0.0412349815576408,0.0302677349003048,-0.0865109492156586,0.0302677349003048,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,725,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,396,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250205,202502,11:35,695,front_weekly,CALL,0.0475730295431477,0.0475730295431477,-0.0429918714966676,0.1609529623662489,-0.2448430166490158,0.1609529623662489,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,695,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,395,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250205,202502,11:00,660,front_weekly,CALL,0.0387812763862418,0.0428505174488464,-0.0765238501443916,0.3661538931039663,-0.3,0.3661538931039663,cons_votes1_score0.00_maxday3_cool30_maxside2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d50ret,660,cons_m3s2c30,9,research_papers\JEPA\results\event_option_consensus_streams_full20_2022_2026_v1\cons_v1_md3_ms2_c30\event_option_gate_trades.csv,310,d50ret,2.0,2.0,0.0387812763862418,0.0428505174488464,cons_votes1_score0.00_maxday3_cool30_maxside2,2,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250206,202502,10:30,630,zero_dte,PUT,0.6149024774943086,0.1820202648598231,0.6149024774943086,0.1105589277715521,-0.3,-0.3,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,523,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250206,202502,12:05,725,front_weekly,PUT,0.5575252043089253,0.2962382604297576,0.5575252043089253,-0.3,0.2928176993528451,0.2928176993528451,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,725,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,526,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250206,202502,11:35,695,zero_dte,PUT,0.557246314034077,0.2649966185141325,0.557246314034077,-0.3,-0.3,-0.3,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,695,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,525,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250207,202502,11:55,715,front_weekly,CALL,0.5877403729557686,0.5877403729557686,0.3414748338610974,-0.0578187280977608,0.0139082593397878,-0.0578187280977608,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,715,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,529,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250207,202502,11:25,685,front_weekly,CALL,0.58595592418232,0.58595592418232,0.3391977739909671,-0.0735112797805533,0.2116129338527665,-0.0735112797805533,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,685,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,528,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250207,202502,10:55,655,front_weekly,CALL,0.5564738883620501,0.5564738883620501,0.3476745689828017,0.1059602649006623,-0.0080822813111952,0.1059602649006623,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,655,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,527,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250210,202502,11:00,660,front_weekly,CALL,0.6091605590788326,0.6091605590788326,0.3264410714049693,-0.0292028472033105,0.0633962379311614,-0.0292028472033105,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,660,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,532,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250210,202502,10:30,630,front_weekly,CALL,0.5859825271221816,0.5859825271221816,0.3620279904522083,-0.0183559397531126,0.0182475198179035,-0.0183559397531126,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,531,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250210,202502,11:30,690,front_weekly,CALL,0.578959995544934,0.578959995544934,0.4357621587937478,0.0713496817347207,-0.0678277285548196,0.0713496817347207,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,690,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,533,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250211,202502,10:30,630,front_weekly,PUT,0.6767586055941958,0.3437888532784053,0.6767586055941958,-0.0787488621270505,-0.0122366840187563,-0.0122366840187563,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,535,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250211,202502,11:00,660,front_weekly,PUT,0.6690226156805787,0.3682640244551014,0.6690226156805787,-0.1357580264896859,0.0059016493500256,0.0059016493500256,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,660,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,536,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250211,202502,11:30,690,front_weekly,PUT,0.5742949825953897,0.3605930525892167,0.5742949825953897,0.010367527197874,-0.0237837507918073,-0.0237837507918073,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,690,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,537,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250212,202502,12:55,775,front_weekly,PUT,0.644020774554775,0.2880708698957009,0.644020774554775,-0.2635212694399765,0.0729729935929581,0.0729729935929581,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,775,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,540,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250212,202502,13:25,805,front_weekly,PUT,0.5965032962833967,0.3291264212217011,0.5965032962833967,-0.0802816912128852,0.1090175285597865,0.1090175285597865,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,805,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,541,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250212,202502,12:25,745,front_weekly,PUT,0.5607593876422359,0.3581009771075147,0.5607593876422359,-0.0368842775961778,-0.0108695545133439,-0.0108695545133439,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,745,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,539,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250213,202502,10:40,640,zero_dte,PUT,0.1423976744450911,-0.30027880787497,0.2551412941236517,-0.3,0.5,0.5,cons_votes1_score0.00_maxday3_cool30_maxside2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65ret,640,cons_m3s2c30,9,research_papers\JEPA\results\event_option_consensus_streams_full20_2022_2026_v1\cons_v1_md3_ms2_c30\event_option_gate_trades.csv,325,d65ret,2.0,2.0,0.1423976744450911,0.2551412941236517,cons_votes1_score0.00_maxday3_cool30_maxside2,2,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250213,202502,11:10,670,zero_dte,PUT,0.1423976744450911,-0.3002810192922532,0.2551412941236517,-0.3,0.5,0.5,cons_votes1_score0.00_maxday3_cool30_maxside2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65ret,670,cons_m3s2c30,9,research_papers\JEPA\results\event_option_consensus_streams_full20_2022_2026_v1\cons_v1_md3_ms2_c30\event_option_gate_trades.csv,326,d65ret,2.0,2.0,0.1423976744450911,0.2551412941236517,cons_votes1_score0.00_maxday3_cool30_maxside2,2,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250213,202502,11:30,690,front_weekly,CALL,0.0148397136952764,0.0148397136952764,-0.0381161116545211,0.134260890794837,-0.3,0.134260890794837,thr-0.017_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,690,d80,3,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d80\event_option_gate_trades.csv,419,,,,,,,1,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250214,202502,11:05,665,front_weekly,CALL,0.6782606724624376,0.6782606724624376,0.2799812683643902,-0.0227273228083092,-0.0136319152948521,-0.0227273228083092,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,665,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,544,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250214,202502,12:10,730,front_weekly,CALL,0.5849262283671369,0.5849262283671369,0.3454492243236252,-0.005238553650899,-0.0825242718446601,-0.005238553650899,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,730,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,546,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250214,202502,10:35,635,front_weekly,CALL,0.5839025042128552,0.5839025042128552,0.2729998079411752,-0.0746543638167842,0.042115564551084,-0.0746543638167842,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,635,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,543,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250218,202502,10:30,630,front_weekly,PUT,0.7223967094080851,0.3329701446101883,0.7223967094080851,0.0371133863311452,-0.1117224868047298,-0.1117224868047298,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,630,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,547,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250218,202502,12:00,720,front_weekly,PUT,0.6158353870474003,0.3513109914553011,0.6158353870474003,-0.1388758828857585,0.0469973700500443,0.0469973700500443,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,720,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,549,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
SPXW,20250218,202502,12:40,760,front_weekly,PUT,0.5683969898666986,0.4150656108335404,0.5683969898666986,-0.0741176829618566,0.0497381589851946,0.0497381589851946,thr0.537_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,760,d65win,2,research_papers\JEPA\results\event_option_variant_streams_full20_2022_2026_v1\d65win\event_option_gate_trades.csv,550,,,,,,,0,"d65win,d80,cons_m3s2c30",3,0,-999999.0,score_desc,ranked_select_window
