primary_trades,fallback_trades,output_dir,primary_name,fallback_name,ticker,start_month,end_month,min_month_trades,auto_partial_month_target,partial_month_observed_floor,backfill_only_partial_months,max_day,cooldown_minutes,min_entry_minute,risk_capital,source_stream,source_file,month,deploy_config,val_months,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,test_month
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_monthly_backfill18_d50max3_2023_2026_spxw_v1,win_valthr_strict_d25,forcedmax3_d50,SPXW,202301,202605,18,False,0,False,3,30,0,5000.0,SPXW_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_monthly_backfill18_d50max3_2023_2026_spxw_v1\monthly_volume_backfill_config.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202301,thr0.467_maxday3,"202207,202208,202209,202210,202211,202212",4768,2406,380,8.00097666786914,False,350,0.4685714285714286,1.4300805769212892,23.998496192207917,0.06856713197773691,-3.5000000000000107,0.5114285714285715,125,0.448,-0.09999999999999998,-2.7,7.5,0.31251958205761154,55,1.0,53,0.37735849056603776,1.0101010101010102,0.1000000000000002,0.0018867924528301924,-2.4000000000000004,0.4716981132075472,20,0.3,-0.09999999999999998,-1.9,4.6000000000000005,45.999999999999915,53,1.0,202301
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202302,thr0.433_maxday1,"202208,202209,202210,202211,202212,202301",5642,2406,361,7.1011423596046015,False,126,0.5238095238095238,1.7931226261992792,14.276207271587031,0.1133032323141828,-2.1058823114565763,0.4126984126984127,126,0.5238095238095238,0.5,-2.1058823114565763,2.5,0.17511653847836608,20,0.8333333333333334,19,0.5263157894736842,1.851851851851852,2.3000000000000007,0.12105263157894741,-0.9000000000000001,0.10526315789473684,19,0.5263157894736842,0.5,-0.9000000000000001,2.5,1.0869565217391302,19,1.0,202302
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202303,thr0.464_maxday1,"202209,202210,202211,202212,202301,202302",6611,2330,437,7.541701473074748,False,114,0.5350877192982456,1.9434724137188515,14.58220553246579,0.12791408361812098,-1.452542352333933,0.43859649122807015,114,0.5350877192982456,0.5,-1.452542352333933,2.5,0.17144182986819143,17,1.0,20,0.5,1.666666666666667,2.0,0.1,-1.0,0.35,20,0.5,0.1,-1.0,2.5,1.25,20,1.0,202303
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202304,thr-999.000_maxday1,"202210,202211,202212,202301,202302,202303",7504,2368,361,7.548984774159638,False,125,0.528,1.8684316149910332,15.113617016721836,0.1209089361337747,-1.5000000000000036,0.392,125,0.528,0.5,-1.5000000000000036,2.5,0.16541374558015984,19,1.0,19,0.5789473684210527,2.291666666666667,3.1000000000000005,0.16315789473684214,-0.5999999999999996,0.3157894736842105,19,0.5789473684210527,0.5,-0.5999999999999996,2.5,0.8064516129032256,19,1.0,202304
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202305,thr0.534_maxday2,"202211,202212,202301,202302,202303,202304",8397,2330,418,8.2105763069815,False,126,0.5634920634920635,2.1235209213190775,18.538095201764783,0.14712773969654588,-1.2000000000000028,0.42063492063492064,79,0.7215189873417721,0.2,-1.2000000000000028,5.0,0.26971487337728267,14,1.0,30,0.3333333333333333,0.8333333333333335,-1.0,-0.03333333333333333,-2.3,0.2,17,0.47058823529411764,-0.3,-2.3,3.2,-3.2,30,0.0,202305
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202306,thr0.480_maxday3,"202212,202301,202302,202303,202304,202305",9423,2356,399,8.471151630095719,False,231,0.5064935064935064,1.7230514389978586,24.548605006230044,0.1062710173429872,-2.20000000000001,0.36363636363636365,105,0.5904761904761905,0.5,-2.2000000000000064,6.0,0.2444130735118063,29,1.0,23,0.34782608695652173,0.8888888888888891,-0.49999999999999983,-0.0217391304347826,-1.3,0.4782608695652174,12,0.4166666666666667,-0.19999999999999998,-1.1999999999999997,2.6,-5.200000000000002,23,0.0,202306
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202307,thr0.424_maxday2,"202301,202302,202303,202304,202305,202306",10620,2356,373,7.3033210040201,False,213,0.4694835680751174,1.474926253687316,16.099999999999998,0.07558685446009389,-2.2000000000000064,0.38967136150234744,114,0.7017543859649122,0.2,-2.200000000000001,5.0,0.31055900621118016,29,1.0,32,0.40625,1.1403508771929827,0.8000000000000003,0.02500000000000001,-1.5,0.0625,18,0.5555555555555556,0.2,-1.2999999999999998,3.4000000000000004,4.249999999999999,32,1.0,202307
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202308,thr0.381_maxday1,"202302,202303,202304,202305,202306,202307",11760,2349,437,5.348118995976953,False,124,0.4596774193548387,1.417910447761194,8.399999999999999,0.06774193548387096,-4.90000000000002,0.3225806451612903,124,0.4596774193548387,-0.3,-4.90000000000002,2.5,0.29761904761904767,19,0.6666666666666666,23,0.5217391304347826,1.8181818181818186,2.7000000000000006,0.11739130434782612,-0.8999999999999999,0.4782608695652174,23,0.5217391304347826,0.5,-0.8999999999999999,2.5,0.9259259259259257,23,1.0,202308
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202309,ABSTAIN_INVALID_VAL,"202303,202304,202305,202306,202307,202308",12843,2425,380,-9.999999999999996e+17,True,384,0.3541666666666667,0.9086226091183018,-6.798477881598371,-0.017704369483329093,-13.699999999999985,0.3984375,128,0.296875,-0.09999999999999998,-13.699999999999996,7.5,-1.1031881151368395,57,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,202309
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202310,ABSTAIN_INVALID_VAL,"202304,202305,202306,202307,202308,202309",14154,2368,418,-9.999999999999996e+17,True,375,0.32266666666666666,0.7913202054912343,-15.884705954027005,-0.04235921587740535,-18.219999980926595,0.4026666666666667,125,0.248,-0.09999999999999998,-18.219999980926517,6.435294026899506,-0.40512515910110786,57,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,202310
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202311,thr0.362_maxday1,"202305,202306,202307,202308,202309,202310",15237,2425,392,6.011376475148368,False,126,0.48412698412698413,1.564102564102564,10.999999999999998,0.08730158730158728,-3.8000000000000003,0.36507936507936506,126,0.48412698412698413,-0.3,-3.8000000000000003,2.5,0.22727272727272732,19,0.6666666666666666,21,0.5238095238095238,1.8333333333333337,2.500000000000001,0.1190476190476191,-0.8999999999999999,0.2857142857142857,21,0.5238095238095238,0.5,-0.8999999999999999,2.5,0.9999999999999997,21,1.0,202311
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202312,thr-999.000_maxday1,"202306,202307,202308,202309,202310,202311",16491,2399,380,6.887507993401281,False,127,0.5275590551181102,1.8657147060529655,15.389743674998826,0.12117908405510887,-3.3,0.28346456692913385,127,0.5275590551181102,0.5,-3.3,2.5,0.16244585048296398,20,0.6666666666666666,20,0.3,0.7682744911876475,-0.9048543644373912,-0.04524271822186956,-1.8048543644373913,0.1,20,0.3,-0.3,-1.8048543644373913,2.5,-2.76287555020461,20,0.0,202312
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202401,thr-999.000_maxday1,"202307,202308,202309,202310,202311,202312",17688,2380,399,7.259616976713849,False,126,0.5396825396825397,1.9877398120786816,16.895145635562606,0.13408845742510006,-2.8,0.4365079365079365,126,0.5396825396825397,0.5,-2.8,2.5,0.14797149748965455,20,0.6666666666666666,21,0.47619047619047616,1.5151515151515154,1.7000000000000008,0.080952380952381,-0.9999999999999993,0.23809523809523808,21,0.47619047619047616,-0.3,-0.9999999999999993,2.5,1.4705882352941169,21,1.0,202401
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202402,thr-999.000_maxday1,"202308,202309,202310,202311,202312,202401",18809,2406,380,7.72900640784928,False,127,0.5511811023622047,2.046783625730994,17.9,0.14094488188976376,-2.1000000000000085,0.3858267716535433,127,0.5511811023622047,0.5,-2.1000000000000085,2.5,0.13966480446927376,20,0.8333333333333334,20,0.3,0.7142857142857144,-1.2,-0.06,-2.8000000000000003,0.05,20,0.3,-0.3,-2.8000000000000003,2.5,-2.0833333333333335,20,0.0,202402
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202403,thr0.480_maxday2,"202309,202310,202311,202312,202401,202402",20120,2349,380,6.741484926166749,False,166,0.463855421686747,1.4419475655430714,11.8,0.07108433734939759,-2.100000000000003,0.30120481927710846,95,0.6,0.2,-2.0999999999999988,5.0,0.423728813559322,21,1.0,31,0.3225806451612903,0.8122047841021823,-1.1468027898585533,-0.03699363838253398,-1.9468027898585534,0.0,16,0.625,0.2,-1.846802789858553,1.1531972101414465,-1.0055758673936273,31,0.0,202403
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202404,thr0.480_maxday3,"202310,202311,202312,202401,202402,202403",21260,2349,418,6.622126803653795,False,177,0.4745762711864407,1.5057404060370443,14.012380862794677,0.07916599357511117,-3.4999999999999964,0.12994350282485875,81,0.5555555555555556,0.2,-3.0999999999999988,6.0,0.42819275744431484,13,0.8333333333333334,52,0.34615384615384615,0.8823529411764705,-1.2000000000000002,-0.02307692307692308,-3.1000000000000005,0.0,22,0.3181818181818182,-0.09999999999999998,-2.8,3.7,-3.083333333333333,52,0.0,202404
,,,,,SPXW,,,,,,,,,,,SPXW_primary,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1\fold_configs.csv,202405,thr0.356_maxday1,"202311,202312,202401,202402,202403,202404",22514,2349,418,6.387229166521023,False,122,0.4672131147540984,1.4770749780265446,9.205109473807752,0.0754517169984242,-2.0999999999999988,0.10655737704918032,122,0.4672131147540984,-0.3,-2.0999999999999988,2.5,0.27158829638186355,19,1.0,22,0.5,1.520119220377346,1.7163934272452406,0.07801788305660184,-1.2,0.045454545454545456,22,0.5,-0.14180328637737968,-1.2,2.5,1.4565425154373983,22,1.0,202405
