arm,ticker,month,rows,mae,rmse,directional_accuracy,mae_to_train_mean_ratio,uncertainty_error_spearman,effective_rank_ratio,max_pc_var_ratio
deterministic,SPXW,202601,1158,0.6271647220675579,0.8061283269837934,0.5449050086355786,1.0425828915783755,,0.2840642302681282,0.5530891476945762
deterministic,QQQ,202601,900,0.5775561870546289,0.727089339519584,0.5555555555555556,1.0313685497773568,,0.30622906828547514,0.4906441430499627
deterministic,SPY,202601,1158,0.6149099069257795,0.7601126760106481,0.5215889464594128,1.0664684957924497,,0.3312852414897777,0.4882441030376675
deterministic,SPXW,202602,816,0.5882764994315763,0.7582372539919133,0.5674019607843137,0.9943408185654425,,0.26544824459884153,0.5673311785674151
deterministic,QQQ,202602,602,0.5546471960107536,0.672805857255979,0.5033222591362126,1.0510637330194048,,0.21251322023733354,0.6638179713482829
deterministic,SPY,202602,800,0.5520766246159707,0.6989455897482122,0.55375,0.962597076997421,,0.24753962932402976,0.5912603547401207
deterministic,SPXW,202603,918,0.5771018994330902,0.7184356738281437,0.5980392156862745,0.9788333938296546,,0.38477839189840457,0.3574865854867933
deterministic,QQQ,202603,850,0.6558169828466885,0.7952674829611783,0.48823529411764705,1.1067001905515348,,0.3246834924853213,0.48311314058746463
deterministic,SPY,202603,992,0.636960979566431,0.7856342226792853,0.5342741935483871,1.0754197033691848,,0.39999308118777516,0.35871121358165564
deterministic,SPXW,202604,1186,0.6191288097022877,0.758135098133201,0.5522765598650927,0.9933082989377513,,0.3484372528963335,0.37982451861228955
deterministic,QQQ,202604,870,0.5853192392002132,0.720425912026488,0.5586206896551724,1.0089916159079018,,0.35712614579333773,0.3739878457129385
deterministic,SPY,202604,1050,0.5850333444864256,0.7243332364020465,0.5580952380952381,0.9933401221312477,,0.3077934232624876,0.44393911961670335
deterministic,SPXW,202605,1172,0.6161575226646416,0.7499441744845946,0.5563139931740614,1.0072461755087243,,0.3098268850590399,0.46224611595534815
deterministic,QQQ,202605,932,0.6177052759739158,0.7494836940822258,0.5332618025751072,1.0773087702466075,,0.29938252049790515,0.4759250963883096
deterministic,SPY,202605,1166,0.6218606434517054,0.7511372988007166,0.5231560891938251,1.0402686092905282,,0.3135327420627081,0.45635432231643425
