ticker,month,arm,status,selected,deploy_config,delta_bucket,cooldown_minutes,daily_cap,training_months,selection_months,train_rows,val_rows,test_rows,seed,model_artifact_path,model_artifact_sha256,policy_artifact_path,policy_artifact_sha256,val_score,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,prediction_horizon_steps
QQQ,202601,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512",27656,2994,900,20463219,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202601.pt,7752D4541BF8BE8A1A064C50891703ACE1B21B6FBEB6835FBFB751864D3C9F1C,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_QQQ_202601.json,AFACD167D0FF41CC80FED4DB1FA8F804BA0BF9259A1D526C1DB72AD7472F316A,-9.999999999999999e+17,104,0.46153846153846156,0.7965035906259512,-7.232226873086022,-0.06954064301044252,-9.511403179270859,0.6346153846153846,57,0.38596491228070173,-0.22880371854832382,-9.263605755684402,8.499192863083195,-1.175183385730342,29,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
QQQ,202602,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601",31332,2770,602,20463220,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202602.pt,514C82B0EAA341D16E639FA71D72A01988FF680B202875BE9AB9526A628CA902,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_QQQ_202602.json,BADD29C351D816655E8717C73DFD53FF469D7904CDEE0360AF9C5F2022EDFD8F,-9.999999999999999e+17,97,0.4742268041237113,0.7554924057712211,-7.456135604487132,-0.07686737736584673,-9.964798193806264,0.5876288659793815,54,0.3333333333333333,-0.2645899478667685,-9.577441787697737,7.393556852510035,-0.9916070796862336,30,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
QQQ,202603,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",34010,2562,850,20463221,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202603.pt,5848E7D7B04C846604F6BA498D3D062CB606A8A1F97FB6F9594D80B4825E5D9B,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_QQQ_202603.json,F415E34C9943EF9615BF5EFCD3FC3C869D1CC4D6CA4E48EBFC60063E7E0F7182,-9.999999999999999e+17,90,0.4666666666666667,0.7156285511276291,-8.053400170244101,-0.08948222411382335,-9.329431660769147,0.5888888888888889,54,0.3333333333333333,-0.3243418681611146,-9.329431660769142,7.060623483649453,-0.8767257722691113,23,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
QQQ,202604,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",37506,2352,870,20463222,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202604.pt,70DBAD1739D408FCAD0A5DED6E32370F497CC4B98B66058EEA19C43887507AD1,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_QQQ_202604.json,BE8A992B3A9D22704BC8952D3E38A5BADFA8079BFD66907CF71A5759949C2526,-9.999999999999999e+17,94,0.425531914893617,0.7781711213656393,-6.619192743131976,-0.0704169440758721,-11.229415830540589,0.6063829787234043,54,0.37037037037037035,-0.2776585764317895,-11.229415830540589,7.579480490657242,-1.1450762630415399,25,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
QQQ,202605,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",40722,2322,932,20463223,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202605.pt,A686793A14AF99178F656156FA694C4E7D6627A8B88A5A3847D88B25EEF7B068,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_QQQ_202605.json,407501C2D8380F04B7E23A29334CDA2B02A2F8B65F95EFCAD0F37B0183FDD6C1,-9.999999999999999e+17,91,0.43956043956043955,0.8006157719341659,-5.801353855913342,-0.06375114127377299,-10.322085042657644,0.5164835164835165,52,0.4230769230769231,-0.22784132936733031,-10.048400838735718,6.529326110756902,-1.1254831670199767,23,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
SPXW,202601,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512",27656,3416,1158,20463219,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202601.pt,7752D4541BF8BE8A1A064C50891703ACE1B21B6FBEB6835FBFB751864D3C9F1C,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_SPXW_202601.json,6CF672E4C2B76D030F23BDE95A478682DAF44CA14AF031EC48865F77E3DBC5F8,-9.999999999999999e+17,187,0.32085561497326204,0.8436840338258856,-11.963894693195913,-0.06397804648767867,-35.432085998550676,0.5347593582887701,62,0.27419354838709675,-0.7524982216921356,-34.82743482931273,38.29416739043173,-3.2008111382165816,54,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
SPXW,202602,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601",31332,3304,816,20463220,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202602.pt,514C82B0EAA341D16E639FA71D72A01988FF680B202875BE9AB9526A628CA902,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_SPXW_202602.json,67EABB1A94604E6A626C3EF32F6C64283775B334D32FEE44D3ED4A65F483B66B,-9.999999999999999e+17,183,0.3989071038251366,0.7906908366151304,-13.722324771865786,-0.07498538126702615,-17.848867738461596,0.6229508196721312,60,0.36666666666666664,-0.5012499587467075,-17.15978040760373,13.744684922497454,-1.0016294724839563,51,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
SPXW,202603,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",34010,3186,918,20463221,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202603.pt,5848E7D7B04C846604F6BA498D3D062CB606A8A1F97FB6F9594D80B4825E5D9B,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_SPXW_202603.json,F6C44A4FA7052CC2AB6D3EC10616939964F723FFC00D361A31F49935F8B2C9FA,-9.999999999999999e+17,174,0.3735632183908046,0.738301232448793,-17.312350368801773,-0.09949626648736651,-22.33394854309361,0.5057471264367817,59,0.3389830508474576,-0.5852757380799882,-21.509633476889228,14.306624257362724,-0.8263825507566203,49,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
SPXW,202604,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",37506,2892,1186,20463222,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202604.pt,70DBAD1739D408FCAD0A5DED6E32370F497CC4B98B66058EEA19C43887507AD1,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_SPXW_202604.json,F8BB6AAF347C14FF7F8ABE228DBB287A79D6B6AB13CF6EE701911C9446794C69,-9.999999999999999e+17,163,0.3987730061349693,0.8648401685730849,-7.983427074095157,-0.04897808020917274,-16.18801076097728,0.7423312883435583,57,0.43859649122807015,-0.2858755578977512,-15.570989489778064,15.091835099505499,-1.8903955606328389,49,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
SPXW,202605,h6,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",40722,2920,1172,20463223,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_model_artifacts\payoff_head_202605.pt,A686793A14AF99178F656156FA694C4E7D6627A8B88A5A3847D88B25EEF7B068,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h6\fold_policy_artifacts\policy_SPXW_202605.json,B3599D84AB3023D2313A9033ED283BB6DC94B896F61E8BF439E1A31B9644401C,-9.999999999999999e+17,164,0.2926829268292683,0.6050146533459472,-27.340426891564558,-0.1667099200705156,-28.324413669128877,0.6951219512195121,57,0.2982456140350877,-0.8830445028348619,-27.613887331875116,13.859114129584073,-0.5069092075464292,50,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,6
