arm,ticker,month,n,z_dim,effective_rank,effective_rank_ratio,max_pc_var_ratio,min_dim_std,median_dim_std,near_zero_std_dims,prediction_to_persistence_ratio_mean,prediction_to_persistence_ratio_median,prediction_beats_persistence_rate,ratio_observations
history_2025,QQQ,202601,477,32,3.435014254852121,0.10734419546412878,0.41171608888629846,0.1464102395430844,0.5402955583423699,0,1.1356443166732788,1.0551552772521973,0.4066666666666667,450
history_2025,QQQ,202602,325,32,2.675274038853686,0.08360231371417769,0.6517935645275061,0.14851851143957945,0.6030212479233956,0,1.196720004081726,1.0211007595062256,0.48172757475083056,301
history_2025,QQQ,202603,456,32,2.3640246779036977,0.07387577118449055,0.701593497451726,0.12524471921248964,0.560808657561201,0,1.0785326957702637,0.9457443356513977,0.5647058823529412,425
history_2025,QQQ,202604,455,32,3.19193032478376,0.0997478226494925,0.5414570439124751,0.14927929970981507,0.4403078482769529,0,1.1805697679519653,1.0623079538345337,0.3931034482758621,435
history_2025,QQQ,202605,492,32,2.9415259241626277,0.09192268513008212,0.550284646478128,0.13848281295510945,0.43868292480164073,0,1.108640193939209,0.9986867904663086,0.5021459227467812,466
history_2025,SPXW,202601,603,32,2.8214330898878806,0.08816978405899627,0.6065714447232988,0.1011895010092083,0.4453559915560873,0,1.1317681074142456,1.0177559852600098,0.47322970639032813,579
history_2025,SPXW,202602,430,32,2.5827281869476453,0.08071025584211391,0.6679078712781511,0.11704976358849555,0.48502288526267356,0,1.128777265548706,0.9830944538116455,0.5220588235294118,408
history_2025,SPXW,202603,489,32,2.2463573913889956,0.07019866848090611,0.7191536444485985,0.11070164546981938,0.4917587867251579,0,1.0751961469650269,0.9586246013641357,0.5555555555555556,459
history_2025,SPXW,202604,617,32,2.9970251280154248,0.09365703525048202,0.47958463255460076,0.11933046203150602,0.45079180256347817,0,1.199928641319275,1.0640064477920532,0.4451939291736931,593
history_2025,SPXW,202605,610,32,2.9980492255401057,0.0936890382981283,0.5839233093456512,0.07618973221102161,0.3261417944245285,0,1.0150480270385742,0.9486665725708008,0.5972696245733788,586
history_2025,SPY,202601,604,32,3.4131110637699806,0.1066597207428119,0.5305371431049714,0.13420184023517295,0.40726974169683416,0,1.052262544631958,0.9899813532829285,0.5267702936096719,579
history_2025,SPY,202602,422,32,3.0564037388875427,0.09551261684023571,0.5826697914714917,0.13905269255380864,0.6676649995211441,0,1.080979347229004,0.9938910007476807,0.5125,400
history_2025,SPY,202603,527,32,2.7326546559356437,0.08539545799798887,0.6225969120253798,0.13759170565716597,0.5619793997939566,0,1.0235106945037842,0.939521074295044,0.5846774193548387,496
history_2025,SPY,202604,545,32,3.539177831115198,0.11059930722234994,0.4963308591233987,0.13665441227074518,0.39206738551602566,0,1.2248649597167969,1.1296775341033936,0.3580952380952381,525
history_2025,SPY,202605,605,32,2.839468423428139,0.08873338823212934,0.6480069405322998,0.13572406363573808,0.5020186347080886,0,1.0074695348739624,0.8809077739715576,0.6586620926243568,583
history_2022,QQQ,202601,477,32,3.2092915231595036,0.10029036009873449,0.4942587769256293,0.09466334098620348,0.5882903447336099,0,1.0614267587661743,0.9342907667160034,0.5955555555555555,450
history_2022,QQQ,202602,325,32,2.978614311626344,0.09308169723832325,0.5685843435062076,0.04495139753002349,0.4120573059022531,1,1.0479912757873535,0.9381400346755981,0.5614617940199336,301
history_2022,QQQ,202603,456,32,2.5943376892387504,0.08107305278871095,0.6920710245190262,0.08298810862764712,0.4801818222490174,0,1.0482367277145386,0.9537563920021057,0.5505882352941176,425
history_2022,QQQ,202604,455,32,3.096755736362741,0.09677361676133565,0.5927333634252424,0.0780974597991472,0.43664312054210064,0,1.029392123222351,0.9299394488334656,0.6022988505747127,435
history_2022,QQQ,202605,492,32,2.731705510079771,0.08536579718999285,0.5589592158794764,0.0759812630753585,0.41493721752606205,0,1.1061338186264038,1.0027241706848145,0.4978540772532189,466
history_2022,SPXW,202601,603,32,2.7794883649411903,0.0868590114044122,0.5513729894093391,0.06161198368861731,0.3711965053770415,0,0.9868171215057373,0.9065245985984802,0.6493955094991365,579
history_2022,SPXW,202602,430,32,2.947759502309141,0.09211748444716066,0.5965139309664326,0.07189421339320698,0.3868785847233623,0,0.9659669399261475,0.9168418645858765,0.6299019607843137,408
history_2022,SPXW,202603,489,32,2.941281125228002,0.09191503516337506,0.5723913465186666,0.08027414633314627,0.4152958268462772,0,0.9769888520240784,0.9346504211425781,0.5882352941176471,459
history_2022,SPXW,202604,617,32,2.7148289987497685,0.08483840621093026,0.658992911807768,0.05804181516500088,0.3263869500734148,0,0.9697842001914978,0.8816660642623901,0.6593591905564924,593
