arm,scope,ticker,month,trades,win_rate,profit_factor,pnl_return,avg_return,max_drawdown,call_rate,days_with_trades,daily_win_rate,median_daily_return,daily_max_drawdown,top5_day_return,top5_share_of_pnl,min_month_trades,positive_month_rate
history_2022,ticker_month,SPXW,202603,47,0.40425531914893614,0.5897329382709243,-5.680381650435292,-0.12085918405181473,-7.026992634075681,0.48936170212765956,20,0.45,-0.2246017369694366,-6.823525795268141,3.011344620938739,-0.5301306859738865,47,0.0
history_2022,ticker_month,SPXW,202604,37,0.5405405405405406,0.8895919689973991,-0.9889819908744124,-0.02672924299660574,-3.061029573423901,0.4864864864864865,20,0.55,0.03179114327360466,-3.0610295734239017,3.686499966041246,-3.7275703703985674,37,0.0
history_2022,ticker_month,SPXW,202605,35,0.4857142857142857,0.8290589306780469,-1.5680552946056405,-0.04480157984587544,-3.9734244247740285,0.45714285714285713,20,0.55,0.011284652453369338,-2.6885951999635953,3.6958369411855085,-2.3569557488819273,35,0.0
history_2022,ticker,SPY,ALL,97,0.36082474226804123,0.8739089121506151,-4.296301206570915,-0.044291765016195,-9.639535028354354,0.35051546391752575,97,0.36082474226804123,-0.5733333428700764,-9.639535028354354,13.740375201400374,-3.1981871244002535,18,0.6
history_2022,ticker_month,SPY,202601,20,0.15,0.3152821473593456,-6.875559133470208,-0.3437779566735104,-8.465691154091186,0.25,20,0.15,-0.6120071811721759,-8.465691154091186,2.5470083817869074,-0.37044381879985233,20,0.0
history_2022,ticker_month,SPY,202602,19,0.42105263157894735,1.038429010483897,0.2661581622069905,0.01400832432668371,-2.9263273706408905,0.3684210526315789,19,0.42105263157894735,-0.6115702611648856,-2.9263273706408905,6.719431537459838,25.24600967237726,19,1.0
history_2022,ticker_month,SPY,202603,20,0.45,1.0439180371687549,0.1716032278718933,0.008580161393594665,-2.591810450759292,0.55,20,0.45,-0.0554547003498956,-2.591810450759292,3.132515396740549,18.254408355762752,20,1.0
history_2022,ticker_month,SPY,202604,18,0.5,1.9506974977590754,4.839994986850844,0.2688886103806024,-1.8944714326036802,0.2222222222222222,18,0.5,0.0618921505872619,-1.8944714326036802,8.690374065040691,1.7955336913882027,18,1.0
history_2022,ticker_month,SPY,202605,20,0.3,0.6671492508756349,-2.6984984500304363,-0.13492492250152183,-5.139412842699697,0.35,20,0.3,-0.6044041946952132,-5.139412842699697,5.3577138088662375,-1.9854426111698555,20,0.0
history_2022,month,ALL,202601,92,0.2826086956521739,0.5143491892130615,-18.132561117873674,-0.19709305562906168,-20.23954290929551,0.20652173913043478,20,0.3,-1.065201921730833,-19.84102758539663,3.1044407089418513,-0.17120806535607008,92,0.0
