ticker,month,profile,delta_bucket,label_mode,expiry_modes,train_scope,train_tickers,training_months,val_months,selection_months,cooldown_minutes,train_rows,val_rows,test_rows,feature_count,status,val_score,deploy_config,policy_artifact_path,policy_artifact_sha256,model_artifact_path,model_artifact_sha256,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,selected,arm
QQQ,202601,target_zero_dte_d50_win,50,win,zero_dte,target,QQQ,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512","202510,202511,202512",30,6220,2105,669,456,ok,5.864894256714497,thr0.350_maxday2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/QQQ/fold_policy.json,661877aa1cf643dd6c7abefd629a8bdc08bc3cb321b177ea2b3093b4ce9e86a3,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/QQQ/event_option_gate_direction_model.pkl,94ce861c9d23d2b4b190095fa03225d530b69cce0e692d396d4ddc44b501cffd,124,0.5,1.2780699844050432,9.934305324783036,0.0801153655224438,-4.3009181947979584,0.2661290322580645,64,0.453125,-0.2071305949185973,-4.3009181947979584,12.354384342052091,1.24360827839987,37,1.0,40,0.4,0.7849701365901693,-2.8432454914255567,-0.0710811372856389,-7.600161880075938,0.3,20,0.35,-0.1587418964146455,-7.067087888027617,4.556936269592219,-1.6027234663115375,40,0.0,True,history_2025
QQQ,202602,target_zero_dte_d65_return,65,return,zero_dte,target,QQQ,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601","202511,202512,202601",30,6998,1996,525,456,ok,5.973026139174551,thr-0.059_maxday2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/QQQ/fold_policy.json,1ed00bf20d05b59227ec5f6ba25ce83aba4bc6431bc2b4f2086062cfdfa97b91,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/QQQ/event_option_gate_direction_model.pkl,db11b2157d2f3300360ce36466ffd3f49f8bc1423ad7144edb5804f00c3c463b,102,0.5490196078431373,1.4136117554995735,9.999187539814162,0.0980312503903349,-4.449110345334361,0.5196078431372549,56,0.5357142857142857,0.1866433874510031,-3.407316611574485,8.839424304035784,0.8840142530420094,30,1.0,29,0.4482758620689655,0.9088436035311164,-0.735877210518175,-0.0253750762247646,-1.8120502201957291,0.6551724137931034,18,0.4444444444444444,-0.3386029507636837,-1.8120502201957291,4.893002269961265,-6.649210221520259,29,0.0,True,history_2025
QQQ,202603,index_zero_dte_d65_return,65,return,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602","202512,202601,202602",30,23873,1914,743,456,ok,5.991167537358403,thr-0.050_maxday2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/QQQ/fold_policy.json,68654bdb2c12d131aff6504b8c7d8efb32459108ca0ac4681ebe1c762f13a4e6,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/QQQ/event_option_gate_direction_model.pkl,746e9c4456080a80b7c1b7ae9a87585081f9a8271fec6d17f245d8753bb17416,106,0.5566037735849056,1.3391705328997736,8.096076797193525,0.0763780829923917,-3.027981339998437,0.5471698113207547,60,0.5666666666666667,0.0755969858929304,-2.4123230001078837,8.636303451651724,1.0667269676401123,34,1.0,43,0.4186046511627907,0.5461170967442162,-6.017867059239469,-0.1399503967264992,-9.19844907081419,0.6976744186046512,22,0.3636363636363636,-0.1871596362444221,-9.198449070814192,3.043771156974036,-0.505789032394927,43,0.0,True,history_2025
QQQ,202604,target_zero_dte_d50_return,50,return,zero_dte,target,QQQ,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603","202601,202602,202603",30,8325,1937,618,456,ok,5.420314135071317,thr0.140_maxday2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202604/QQQ/fold_policy.json,4d76eba59f203d77028d8172cdc864512c06fd93b9f615c5ce0611ef17e8cf1b,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202604/QQQ/event_option_gate_direction_model.pkl,d8655f8720a63ad79ae5860b089f05bab265e3f507c2bd3b78a2ba08d3ceee71,84,0.5357142857142857,1.248505997685856,5.192911863090059,0.0618203793225006,-2.827861590308925,0.5357142857142857,50,0.5,0.01366340006824,-2.7157731409368786,9.783226940097244,1.883957825210556,19,1.0,22,0.5909090909090909,1.313089653170206,1.5157394316577704,0.068897246893535,-1.1932191136653918,0.5909090909090909,15,0.4666666666666667,-0.1189309118913237,-1.1932191136653918,4.020776944756287,2.6526834763140963,22,1.0,True,history_2025
QQQ,202605,target_zero_dte_d65_win,65,win,zero_dte,target,QQQ,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604","202602,202603,202604",30,8994,1886,687,456,ok,5.188260277087311,thr0.700_maxday2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202605/QQQ/fold_policy.json,588c94317ca3e82100b86768816c7db73ebc92ea54f8904f45a3c40f564c1c74,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202605/QQQ/event_option_gate_direction_model.pkl,515c7319d0430e07dc048326cebb54150c20375aa6c305bfd98c72b469762fe1,76,0.5789473684210527,1.2690515549943546,4.860866467754222,0.0639587693125555,-2.0874304595467867,0.5394736842105263,52,0.5192307692307693,0.0705447182004472,-1.764282127911545,9.21682781305216,1.8961285758813375,22,0.6666666666666666,27,0.5555555555555556,1.5584095846801815,3.262355324005667,0.1208279749631728,-1.9385577366312503,0.4074074074074074,16,0.625,0.254411823427749,-1.7229613998341766,6.043014329054553,1.852347071021886,27,1.0,True,history_2025
SPXW,202601,target_zero_dte_d65_win,65,win,zero_dte,target,SPXW,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512","202510,202511,202512",0,6682,2300,771,456,ok,6.682856822966958,thr0.788_maxday4,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/SPXW/fold_policy.json,228491ce0ce4029c4bce97a97fe3aa786b2f1cd3df17729439904afe8790ce0b,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/SPXW/event_option_gate_direction_model.pkl,39dcec35acdd5bfaee46952441cd6982b46f54dd53b025824d9d710f7c3406a7,65,0.6,1.7559008242491827,10.43114821080293,0.1604792032431219,-2.140700405878442,0.1846153846153846,46,0.5652173913043478,0.2044834090520156,-1.4106988782732302,9.92904346643462,0.9518648633667854,20,1.0,32,0.53125,0.8476004149673607,-1.3506675523080791,-0.0422083610096274,-3.928269095493064,0.28125,16,0.5,0.0561689659555363,-3.928269095493064,3.1385838589371517,-2.323727888164488,32,0.0,True,history_2025
SPXW,202602,target_zero_dte_d25_return,25,return,zero_dte,target,SPXW,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601","202511,202512,202601",0,7524,2229,594,456,ok,7.462546049468365,thr0.088_maxday4,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/SPXW/fold_policy.json,2ba66cb55fd2120af4492946768796a5bbffdcea95c1fabd89ca68b02271d4f2,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/SPXW/event_option_gate_direction_model.pkl,e52a80873f84c2ffaa6f6f1cc9ac07e42d33556a43dfa2fa962da0ec1494d214,144,0.4236111111111111,1.5954400279049148,28.089504336074462,0.1950660023338504,-5.901955892833316,0.4930555555555556,55,0.4,-0.242235913279085,-5.880371896454961,37.493383270076734,1.334782658372692,34,0.6666666666666666,45,0.3555555555555555,0.6344906995004664,-6.299541589593509,-0.1399898131020779,-8.656779076202126,0.1333333333333333,17,0.2352941176470588,-0.2946429241410611,-7.598501043335116,5.090955827277368,-0.8081470302041251,45,0.0,True,history_2025
SPXW,202603,index_zero_dte_d65_return,65,return,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602","202512,202601,202602",0,23873,2198,777,456,ok,5.107093223720349,thr0.000_maxday4,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/SPXW/fold_policy.json,956584bd3eb22b9d34eb07a0164f422486cb9b04d5535f2142745fd6bf9f78cf,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/SPXW/event_option_gate_direction_model.pkl,93625535b67fdc85104e46f941b952123dfcd98f37b4713df2c3e41c646e4e7a,147,0.5374149659863946,1.1409072150842343,5.125547695456397,0.0348676713976625,-4.669855508585319,0.3537414965986394,58,0.5,-0.0060403668401403,-4.669855508585319,11.733659126345016,2.2892498174871068,46,1.0,58,0.3620689655172414,0.5254234178980036,-9.281215980141718,-0.1600209651748572,-11.71063037392948,0.7068965517241379,22,0.3636363636363636,-0.5087272029997384,-11.416688465598606,3.4952372157790657,-0.3765925955454056,58,0.0,True,history_2025
SPXW,202604,index_zero_dte_d65_win,65,win,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603","202601,202602,202603",0,26265,2142,784,456,ok,6.02843827542639,thr0.350_maxday4,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202604/SPXW/fold_policy.json,599e19b0d6afdcd7492363f2da4975822276775513deb60ed80de667cdba8381,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202604/SPXW/event_option_gate_direction_model.pkl,59a8b327624b205e05a7b13ffe6addf57e6245ee0b38d880d53d13fa9410b15e,168,0.5595238095238095,1.3414979331964938,14.146671535096557,0.0842063781850985,-5.26396947377364,0.5773809523809523,61,0.5573770491803278,0.1668941052993101,-4.878648289376587,14.185282735829167,1.002729348782632,46,0.6666666666666666,56,0.4107142857142857,0.9096383571808222,-1.7171604543140682,-0.0306635795413226,-5.373865902433126,0.2678571428571428,21,0.3809523809523809,-0.2251462718864068,-3.5136915397236663,6.659072820786266,-3.877956078045298,56,0.0,True,history_2025
SPXW,202605,index_zero_dte_d25_win,25,win,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604","202602,202603,202604",0,28476,2155,772,456,ok,5.875124585203475,thr0.600_maxday4,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202605/SPXW/fold_policy.json,4081241527fd1b94dcc6d58a1bb89a825b166a11a8fb548a532f92485884a6dd,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202605/SPXW/event_option_gate_direction_model.pkl,be07f72fb3affc283285d21920ff4579c25d13a13205c1507fef8fd8816419d2,84,0.4404761904761904,1.453118324825343,12.255582236357869,0.1458997885280698,-5.705108381804302,0.5476190476190477,47,0.5106382978723404,0.0567478774279872,-5.705108381804302,15.729378568081552,1.2834460464406328,20,1.0,44,0.4318181818181818,0.7097994965636745,-4.286692646306658,-0.0974248328706058,-7.07552030351616,0.0,19,0.3157894736842105,-0.6186440739608365,-6.543445651277638,6.316983030904828,-1.473626301700784,44,0.0,True,history_2025
SPY,202601,index_zero_dte_d80_return,80,return,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512","202510,202511,202512",0,19556,2304,771,456,ok,5.427068966984116,thr0.000_maxday1,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/SPY/fold_policy.json,07c53a7508360c184829b85feed0f32b499c3fcc95783138b72e93484f31264b,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202601/SPY/event_option_gate_direction_model.pkl,34a7fe2693472136f3e9fc045f73ab2121221bc9b45a4bac45d980a22cef2062,64,0.5625,1.4313497646876308,6.295961376984893,0.0983743965153889,-2.654707917403728,0.234375,64,0.5625,0.2108994765820133,-2.654707917403728,7.724591253611259,1.2269121093799549,19,0.6666666666666666,20,0.5,1.0584203407322803,0.2528804471207001,0.012644022356035,-2.4923737716701613,0.15,20,0.5,0.0078868617318466,-2.4923737716701613,3.467597650862145,13.71239923981571,20,1.0,True,history_2025
SPY,202602,target_zero_dte_d50_win,50,win,zero_dte,target,SPY,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601","202511,202512,202601",0,7492,2237,591,456,ok,6.794066077969006,thr0.450_maxday1,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/SPY/fold_policy.json,d302b588cb36df66faed656000d4c8015fc0d0c11d1504c0cdbb90b5faa99541,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202602/SPY/event_option_gate_direction_model.pkl,5dad66cce8ec818912777c6a18a02eb15e323c2eeb31e50b0bffffa0fea0243a,61,0.6065573770491803,1.960068919458132,12.247816960630676,0.2007838846005029,-3.476015453117697,0.3442622950819672,61,0.6065573770491803,0.2945736484253654,-3.476015453117697,8.899312118480378,0.7266039447753246,19,1.0,19,0.5789473684210527,1.8333355797391164,4.074794675166543,0.2144628776403443,-1.91010346528818,0.4210526315789473,19,0.5789473684210527,0.1399999856948852,-1.91010346528818,7.616968478037221,1.8692889053915105,19,1.0,True,history_2025
SPY,202603,index_zero_dte_d65_return,65,return,zero_dte,index,"SPXW,SPY,QQQ","202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602","202512,202601,202602",0,23873,2201,784,456,ok,7.695452533163699,thr-0.050_maxday1,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/SPY/fold_policy.json,255eb2360301c06970060e5fd160bd500bfb2955f8087972ba6fdde967974e85,research_papers/JEPA/results/_diagnostics/ptdj_ablation_flat_history_2025_h1_3_6_12_causal_202505_202605_v1_walkforward_runtime_contract_v1/fold_model_artifacts/202603/SPY/event_option_gate_direction_model.pkl,20c14a1523116db5427eea0668f5e12dc4abba37f3a47c61af0c5d37e13e91d6,61,0.6721311475409836,2.3019705559618324,13.86299883033651,0.2272622759071559,-1.4982444765269285,0.360655737704918,61,0.6721311475409836,0.2389937026756936,-1.4982444765269285,9.21258735289422,0.6645450573604783,19,1.0,22,0.5,1.1903954217161707,0.7091882832651106,0.032235831057505,-2.1983558282206577,0.5454545454545454,22,0.5,0.0730143875939136,-2.1983558282206577,3.1254474809268578,4.40707715380923,22,1.0,True,history_2025
