ticker,year,feature,rows,finite,missing_rate,distinct_finite,minimum,maximum
QQQ,2024,surface_call_skew_change_1m,1142,1124,0.015761821366024553,1124,-0.07100158621514778,0.09147762092340565
QQQ,2024,surface_call_curvature_change_1m,1142,1124,0.015761821366024553,1124,-0.42553194293279367,0.5774526108810432
QQQ,2024,surface_put_level_change_1m,1142,1116,0.02276707530647981,1116,-0.02222769618478443,0.022428177792710363
QQQ,2024,surface_put_skew_change_1m,1142,1116,0.02276707530647981,1116,-0.07591217501903318,0.10806226328164556
QQQ,2024,surface_put_curvature_change_1m,1142,1116,0.02276707530647981,1116,-0.2118909701167153,0.2774972474965882
QQQ,2024,surface_call_level_change_5m,1142,1124,0.015761821366024553,1124,-0.04102518012737655,0.04881137568123531
QQQ,2024,surface_call_skew_change_5m,1142,1124,0.015761821366024553,1124,-0.09607795371171665,0.21156489447036772
QQQ,2024,surface_call_curvature_change_5m,1142,1124,0.015761821366024553,1124,-0.5698976455873039,0.7196459841290397
QQQ,2024,surface_put_level_change_5m,1142,1116,0.02276707530647981,1116,-0.041759313999635395,0.05412902699553976
QQQ,2024,surface_put_skew_change_5m,1142,1116,0.02276707530647981,1116,-0.11196120690268674,0.1662445761417467
QQQ,2024,surface_put_curvature_change_5m,1142,1116,0.02276707530647981,1116,-0.4610117313334492,0.33438511539728843
QQQ,2024,surface_call_level_change_15m,1142,1124,0.015761821366024553,1124,-0.0910698333317107,0.0708106975075693
QQQ,2024,surface_call_skew_change_15m,1142,1124,0.015761821366024553,1124,-0.14795879615483046,0.13866463754466618
QQQ,2024,surface_call_curvature_change_15m,1142,1124,0.015761821366024553,1124,-0.6025882059985852,0.44002877394375706
QQQ,2024,surface_put_level_change_15m,1142,1116,0.02276707530647981,1116,-0.08246833104123363,0.0695115626686188
QQQ,2024,surface_put_skew_change_15m,1142,1116,0.02276707530647981,1116,-0.12201445535052516,0.13963584291301556
QQQ,2024,surface_put_curvature_change_15m,1142,1116,0.02276707530647981,1116,-0.2197162072698949,0.34643347929467055
QQQ,2024,surface_call_valid,1142,1142,0.0,2,0.0,1.0
QQQ,2024,surface_put_valid,1142,1142,0.0,2,0.0,1.0
QQQ,2024,surface_both_valid,1142,1142,0.0,2,0.0,1.0
QQQ,2024,surface_call_shared_strikes,1142,1142,0.0,25,0.0,25.0
QQQ,2024,surface_put_shared_strikes,1142,1142,0.0,23,0.0,25.0
QQQ,2025,surface_call_level_change_1m,870,858,0.01379310344827589,858,-0.024631104137234627,0.032656170650576494
QQQ,2025,surface_call_skew_change_1m,870,858,0.01379310344827589,858,-0.10180944362680108,0.12556713707474998
QQQ,2025,surface_call_curvature_change_1m,870,858,0.01379310344827589,858,-0.5138763903141231,0.8417783644086861
QQQ,2025,surface_put_level_change_1m,870,836,0.039080459770114984,836,-0.029062992487745187,0.03898204893934537
QQQ,2025,surface_put_skew_change_1m,870,836,0.039080459770114984,836,-0.20557200734195086,0.11800678453280888
QQQ,2025,surface_put_curvature_change_1m,870,836,0.039080459770114984,836,-0.4633743685174602,0.2967133418981948
QQQ,2025,surface_call_level_change_5m,870,858,0.01379310344827589,858,-0.05582454902100814,0.06309130311591743
QQQ,2025,surface_call_skew_change_5m,870,858,0.01379310344827589,858,-0.17414262210268605,0.12468198577489559
QQQ,2025,surface_call_curvature_change_5m,870,858,0.01379310344827589,855,-0.6334514331102953,0.6270932878715452
QQQ,2025,surface_put_level_change_5m,870,836,0.039080459770114984,836,-0.058685330689159154,0.060519457298591095
QQQ,2025,surface_put_skew_change_5m,870,836,0.039080459770114984,836,-0.1912033532719768,0.2348430896158296
QQQ,2025,surface_put_curvature_change_5m,870,836,0.039080459770114984,836,-0.41533571847358697,0.4770075171582022
QQQ,2025,surface_call_level_change_15m,870,858,0.01379310344827589,858,-0.12606244208286532,0.12708454867368657
QQQ,2025,surface_call_skew_change_15m,870,858,0.01379310344827589,858,-0.16983874675424682,0.20759874342056012
QQQ,2025,surface_call_curvature_change_15m,870,858,0.01379310344827589,858,-0.4418156058781136,0.9650002307437041
QQQ,2025,surface_put_level_change_15m,870,836,0.039080459770114984,836,-0.1349517930522408,0.11610439473465467
QQQ,2025,surface_put_skew_change_15m,870,836,0.039080459770114984,836,-0.19190027263250684,0.3392670019918834
QQQ,2025,surface_put_curvature_change_15m,870,836,0.039080459770114984,836,-0.4232987418930855,0.9519078309270929
QQQ,2025,surface_call_valid,870,870,0.0,2,0.0,1.0
QQQ,2025,surface_put_valid,870,870,0.0,2,0.0,1.0
QQQ,2025,surface_both_valid,870,870,0.0,2,0.0,1.0
QQQ,2025,surface_call_shared_strikes,870,870,0.0,19,0.0,22.0
QQQ,2025,surface_put_shared_strikes,870,870,0.0,16,0.0,23.0
SPXW,2022,surface_call_level_change_1m,320,320,0.0,320,-0.13061819964058352,0.10306069494042075
SPXW,2022,surface_call_skew_change_1m,320,320,0.0,320,-0.2324843084462834,0.3411498312737208
SPXW,2022,surface_call_curvature_change_1m,320,320,0.0,320,-0.5913440735759814,0.34169335646417814
SPXW,2022,surface_put_level_change_1m,320,316,0.012499999999999956,316,-0.08601955750486023,0.07612408808044285
SPXW,2022,surface_put_skew_change_1m,320,316,0.012499999999999956,316,-0.1897748584091884,0.17133617953983687
SPXW,2022,surface_put_curvature_change_1m,320,316,0.012499999999999956,316,-0.31621444073451654,0.2924895187411147
SPXW,2022,surface_call_level_change_5m,320,320,0.0,320,-0.09866528829849253,0.10333357314241959
SPXW,2022,surface_call_skew_change_5m,320,320,0.0,320,-0.2383202333417547,0.29208394410802274
SPXW,2022,surface_call_curvature_change_5m,320,320,0.0,320,-0.41706732735089236,0.40556361667753826
SPXW,2022,surface_put_level_change_5m,320,316,0.012499999999999956,316,-0.08993308719363885,0.08526760524953952
SPXW,2022,surface_put_skew_change_5m,320,316,0.012499999999999956,316,-0.1861807241331705,0.17424245124361548
SPXW,2022,surface_put_curvature_change_5m,320,316,0.012499999999999956,316,-0.3218819763470546,0.2588655723869656
SPXW,2022,surface_call_level_change_15m,320,320,0.0,320,-0.10526197424704098,0.0955189539144905
SPXW,2022,surface_call_skew_change_15m,320,320,0.0,320,-0.32763759387298075,0.26724332462396055
SPXW,2022,surface_call_curvature_change_15m,320,320,0.0,320,-0.4143355340406253,0.7914205405969865
SPXW,2022,surface_put_level_change_15m,320,316,0.012499999999999956,316,-0.08553875327246785,0.1273425340571045
SPXW,2022,surface_put_skew_change_15m,320,316,0.012499999999999956,316,-0.1511963296533976,0.25129148011148805
SPXW,2022,surface_put_curvature_change_15m,320,316,0.012499999999999956,316,-0.2645260070430838,0.3810769490833453
SPXW,2022,surface_call_valid,320,320,0.0,1,1.0,1.0
SPXW,2022,surface_put_valid,320,320,0.0,2,0.0,1.0
SPXW,2022,surface_both_valid,320,320,0.0,2,0.0,1.0
SPXW,2022,surface_call_shared_strikes,320,320,0.0,17,9.0,25.0
SPXW,2022,surface_put_shared_strikes,320,320,0.0,15,4.0,25.0
SPXW,2023,surface_call_level_change_1m,1067,1054,0.012183692596063778,1054,-0.030416396507288113,0.09626400230089843
SPXW,2023,surface_call_skew_change_1m,1067,1054,0.012183692596063778,1054,-0.21174633974022153,0.1090384191847398
SPXW,2023,surface_call_curvature_change_1m,1067,1054,0.012183692596063778,1052,-0.5164046842976352,0.34552265971877594
SPXW,2023,surface_put_level_change_1m,1067,1042,0.023430178069353325,1042,-0.11083564868560253,0.036187439349907424
SPXW,2023,surface_put_skew_change_1m,1067,1042,0.023430178069353325,1042,-0.2063589728654932,0.10889075156316431
SPXW,2023,surface_put_curvature_change_1m,1067,1042,0.023430178069353325,1042,-0.29808044230097736,0.34727214264553385
SPXW,2023,surface_call_level_change_5m,1067,1054,0.012183692596063778,1054,-0.039188761893721114,0.04115995516268173
SPXW,2023,surface_call_skew_change_5m,1067,1054,0.012183692596063778,1054,-0.14597407665676296,0.15977519704009802
SPXW,2023,surface_call_curvature_change_5m,1067,1054,0.012183692596063778,1053,-0.4768719488064786,0.4597475826052726
SPXW,2023,surface_put_level_change_5m,1067,1042,0.023430178069353325,1042,-0.04316126322764702,0.0393658938310969
SPXW,2023,surface_put_skew_change_5m,1067,1042,0.023430178069353325,1042,-0.14777376482752724,0.13660950771751346
SPXW,2023,surface_put_curvature_change_5m,1067,1042,0.023430178069353325,1042,-0.2402738652681921,0.2887020821345849
SPXW,2023,surface_call_level_change_15m,1067,1054,0.012183692596063778,1054,-0.06182186452475852,0.0506523898677011
SPXW,2023,surface_call_skew_change_15m,1067,1054,0.012183692596063778,1054,-0.1220747398744104,0.15061823275671204
SPXW,2023,surface_call_curvature_change_15m,1067,1054,0.012183692596063778,1054,-0.4791335581405591,0.4853029323998399
SPXW,2023,surface_put_level_change_15m,1067,1042,0.023430178069353325,1042,-0.045055569580044974,0.05117999758151992
SPXW,2023,surface_put_skew_change_15m,1067,1042,0.023430178069353325,1042,-0.2286328613876752,0.1092035911250753
SPXW,2023,surface_put_curvature_change_15m,1067,1042,0.023430178069353325,1042,-0.2803167895425412,0.40154046606662774
SPXW,2023,surface_call_valid,1067,1067,0.0,2,0.0,1.0
SPXW,2023,surface_put_valid,1067,1067,0.0,2,0.0,1.0
SPXW,2023,surface_both_valid,1067,1067,0.0,2,0.0,1.0
SPXW,2023,surface_call_shared_strikes,1067,1067,0.0,28,0.0,29.0
SPXW,2023,surface_put_shared_strikes,1067,1067,0.0,21,3.0,29.0
SPXW,2024,surface_call_level_change_1m,1156,1144,0.01038062283737029,1144,-0.054239748377463703,0.03122318431523663
SPXW,2024,surface_call_skew_change_1m,1156,1144,0.01038062283737029,1144,-0.11655742361088109,0.18185918885318064
SPXW,2024,surface_call_curvature_change_1m,1156,1144,0.01038062283737029,1142,-0.6559598784920746,0.517762020690476
SPXW,2024,surface_put_level_change_1m,1156,1111,0.038927335640138394,1111,-0.036934543538218345,0.0391476537859535
SPXW,2024,surface_put_skew_change_1m,1156,1111,0.038927335640138394,1111,-0.11622024713546697,0.11465461868476538
SPXW,2024,surface_put_curvature_change_1m,1156,1111,0.038927335640138394,1111,-0.2862818357027568,0.29891224756910173
SPXW,2024,surface_call_level_change_5m,1156,1144,0.01038062283737029,1144,-0.05777476339323895,0.05835984873954925
SPXW,2024,surface_call_skew_change_5m,1156,1144,0.01038062283737029,1144,-0.1954629941077126,0.15380952317711502
SPXW,2024,surface_call_curvature_change_5m,1156,1144,0.01038062283737029,1144,-0.6119941506344257,0.5954103776981934
SPXW,2024,surface_put_level_change_5m,1156,1111,0.038927335640138394,1111,-0.061593313717310805,0.07683038823240407
SPXW,2024,surface_put_skew_change_5m,1156,1111,0.038927335640138394,1111,-0.12691943155301785,0.14644306201342666
SPXW,2024,surface_put_curvature_change_5m,1156,1111,0.038927335640138394,1111,-0.22842209110917316,0.283965505089413
SPXW,2024,surface_call_level_change_15m,1156,1144,0.01038062283737029,1144,-0.06296791070102384,0.07599147579718327
SPXW,2024,surface_call_skew_change_15m,1156,1144,0.01038062283737029,1144,-0.2191168041562506,0.15480736655862715
SPXW,2024,surface_call_curvature_change_15m,1156,1144,0.01038062283737029,1144,-0.5851341051760802,0.596128418473824
SPXW,2024,surface_put_level_change_15m,1156,1111,0.038927335640138394,1111,-0.04521276452717482,0.07940065726821044
SPXW,2024,surface_put_skew_change_15m,1156,1111,0.038927335640138394,1111,-0.18869050555083086,0.111641922048143
SPXW,2024,surface_put_curvature_change_15m,1156,1111,0.038927335640138394,1111,-0.2988503570123287,0.2909576531722575
SPXW,2024,surface_call_valid,1156,1156,0.0,2,0.0,1.0
SPXW,2024,surface_put_valid,1156,1156,0.0,2,0.0,1.0
SPXW,2024,surface_both_valid,1156,1156,0.0,2,0.0,1.0
SPXW,2024,surface_call_shared_strikes,1156,1156,0.0,31,0.0,37.0
SPXW,2024,surface_put_shared_strikes,1156,1156,0.0,27,0.0,37.0
SPXW,2025,surface_call_level_change_1m,989,973,0.016177957532861442,973,-0.020208657344424563,0.03931015350018402
SPXW,2025,surface_call_skew_change_1m,989,973,0.016177957532861442,973,-0.16990234171906599,0.13239008721308854
SPXW,2025,surface_call_curvature_change_1m,989,973,0.016177957532861442,972,-0.4075063570360371,0.3745095258356085
SPXW,2025,surface_put_level_change_1m,989,968,0.02123356926188069,968,-0.027647969912471232,0.0312342806684498
SPXW,2025,surface_put_skew_change_1m,989,968,0.02123356926188069,968,-0.13035677731507297,0.09674032300292276
SPXW,2025,surface_put_curvature_change_1m,989,968,0.02123356926188069,968,-0.2655128828697006,1.354204397935629
SPXW,2025,surface_call_level_change_5m,989,973,0.016177957532861442,973,-0.07665926965001613,0.08855155699489536
SPXW,2025,surface_call_skew_change_5m,989,973,0.016177957532861442,973,-0.12671124622097876,0.15091453988715947
SPXW,2025,surface_call_curvature_change_5m,989,973,0.016177957532861442,972,-0.47586187649646183,0.4519918270905403
SPXW,2025,surface_put_level_change_5m,989,968,0.02123356926188069,968,-0.0634626294475984,0.08117950002462548
SPXW,2025,surface_put_skew_change_5m,989,968,0.02123356926188069,968,-0.15746265196239528,0.09815429598324568
SPXW,2025,surface_put_curvature_change_5m,989,968,0.02123356926188069,968,-0.2861424320191235,0.4463417174003671
SPXW,2025,surface_call_level_change_15m,989,973,0.016177957532861442,973,-0.06910071795250994,0.11590262229621678
SPXW,2025,surface_call_skew_change_15m,989,973,0.016177957532861442,973,-0.1163214051805461,0.14730960810877164
SPXW,2025,surface_call_curvature_change_15m,989,973,0.016177957532861442,973,-0.5078921157163316,0.6059085204878851
SPXW,2025,surface_put_level_change_15m,989,968,0.02123356926188069,968,-0.05640068687903177,0.10556255653440477
SPXW,2025,surface_put_skew_change_15m,989,968,0.02123356926188069,968,-0.15451181033625444,0.09979827061646299
SPXW,2025,surface_put_curvature_change_15m,989,968,0.02123356926188069,968,-0.21052482641944276,0.4014654146439143
SPXW,2025,surface_call_valid,989,989,0.0,2,0.0,1.0
SPXW,2025,surface_put_valid,989,989,0.0,2,0.0,1.0
SPXW,2025,surface_both_valid,989,989,0.0,2,0.0,1.0
SPXW,2025,surface_call_shared_strikes,989,989,0.0,35,0.0,41.0
SPXW,2025,surface_put_shared_strikes,989,989,0.0,28,0.0,41.0
SPY,2022,surface_call_level_change_1m,258,254,0.015503875968992276,254,-0.06389574797476469,0.051784337323385
SPY,2022,surface_call_skew_change_1m,258,254,0.015503875968992276,254,-0.17552747531506907,0.21592305655112093
SPY,2022,surface_call_curvature_change_1m,258,254,0.015503875968992276,254,-0.35947189138245333,0.28036420505464654
SPY,2022,surface_put_level_change_1m,258,247,0.04263565891472865,247,-0.05207455553234752,0.06286738006121007
SPY,2022,surface_put_skew_change_1m,258,247,0.04263565891472865,247,-0.10132786579896153,0.15613564995612822
SPY,2022,surface_put_curvature_change_1m,258,247,0.04263565891472865,247,-0.2312715858012335,0.23721265055917629
SPY,2022,surface_call_level_change_5m,258,254,0.015503875968992276,254,-0.048105401795013186,0.0619365630808098
SPY,2022,surface_call_skew_change_5m,258,254,0.015503875968992276,254,-0.1114542095220691,0.1832196283696488
SPY,2022,surface_call_curvature_change_5m,258,254,0.015503875968992276,254,-0.2823756083120053,0.25185163137031763
SPY,2022,surface_put_level_change_5m,258,247,0.04263565891472865,247,-0.03367967061664989,0.06157437104739405
SPY,2022,surface_put_skew_change_5m,258,247,0.04263565891472865,247,-0.09030197824689709,0.16945006705140003
SPY,2022,surface_put_curvature_change_5m,258,247,0.04263565891472865,247,-0.1816456885868762,0.32490048712931685
SPY,2022,surface_call_level_change_15m,258,254,0.015503875968992276,254,-0.10451643228257482,0.13914049749267726
SPY,2022,surface_call_skew_change_15m,258,254,0.015503875968992276,254,-0.2725050651301499,0.3085616340386941
SPY,2022,surface_call_curvature_change_15m,258,254,0.015503875968992276,254,-0.42847351684677043,0.5423086329153157
SPY,2022,surface_put_level_change_15m,258,247,0.04263565891472865,247,-0.06491641915499052,0.13319848322656547
SPY,2022,surface_put_skew_change_15m,258,247,0.04263565891472865,247,-0.14570935432592574,0.1195221980927775
SPY,2022,surface_put_curvature_change_15m,258,247,0.04263565891472865,247,-0.19422494312416483,0.3100129110015394
SPY,2022,surface_call_valid,258,258,0.0,2,0.0,1.0
SPY,2022,surface_put_valid,258,258,0.0,2,0.0,1.0
SPY,2022,surface_both_valid,258,258,0.0,2,0.0,1.0
SPY,2022,surface_call_shared_strikes,258,258,0.0,12,0.0,15.0
SPY,2022,surface_put_shared_strikes,258,258,0.0,10,0.0,15.0
SPY,2023,surface_call_level_change_1m,1218,1210,0.006568144499178974,1210,-0.020515711144402538,0.02332539896838076
SPY,2023,surface_call_skew_change_1m,1218,1210,0.006568144499178974,1210,-0.13123160112844015,0.07934581988478565
SPY,2023,surface_call_curvature_change_1m,1218,1210,0.006568144499178974,1209,-0.8263735969457252,0.5345047982392674
SPY,2023,surface_put_level_change_1m,1218,1213,0.004105090311986914,1213,-0.20858014349884332,0.031243523264644385
SPY,2023,surface_put_skew_change_1m,1218,1213,0.004105090311986914,1213,-0.0898463852165225,0.09191463741447825
SPY,2023,surface_put_curvature_change_1m,1218,1213,0.004105090311986914,1213,-0.2225562766679065,0.24278380563224955
SPY,2023,surface_call_level_change_5m,1218,1210,0.006568144499178974,1210,-0.04682440603269361,0.05346544708283174
SPY,2023,surface_call_skew_change_5m,1218,1210,0.006568144499178974,1210,-0.11319433728585629,0.09631233823284488
SPY,2023,surface_call_curvature_change_5m,1218,1210,0.006568144499178974,1210,-0.6765010013702644,0.38855051656976874
SPY,2023,surface_put_level_change_5m,1218,1213,0.004105090311986914,1213,-0.06852601700678548,0.052168037792334976
SPY,2023,surface_put_skew_change_5m,1218,1213,0.004105090311986914,1213,-0.10189981175222168,0.12475848241929757
SPY,2023,surface_put_curvature_change_5m,1218,1213,0.004105090311986914,1213,-0.20751527048018925,0.4429608315465212
SPY,2023,surface_call_level_change_15m,1218,1210,0.006568144499178974,1210,-0.04757051366683934,0.07138090989125218
SPY,2023,surface_call_skew_change_15m,1218,1210,0.006568144499178974,1210,-0.10632661171149171,0.09845779898569623
SPY,2023,surface_call_curvature_change_15m,1218,1210,0.006568144499178974,1209,-0.507621044592301,0.5123098197759987
SPY,2023,surface_put_level_change_15m,1218,1213,0.004105090311986914,1213,-0.0847476625851141,0.07706850597485393
SPY,2023,surface_put_skew_change_15m,1218,1213,0.004105090311986914,1213,-0.18759245899407428,0.18906796815923474
SPY,2023,surface_put_curvature_change_15m,1218,1213,0.004105090311986914,1213,-0.3186022548359483,0.5638616333238079
SPY,2023,surface_call_valid,1218,1218,0.0,2,0.0,1.0
SPY,2023,surface_put_valid,1218,1218,0.0,2,0.0,1.0
SPY,2023,surface_both_valid,1218,1218,0.0,2,0.0,1.0
SPY,2023,surface_call_shared_strikes,1218,1218,0.0,15,1.0,16.0
SPY,2023,surface_put_shared_strikes,1218,1218,0.0,13,1.0,16.0
SPY,2024,surface_call_level_change_1m,1295,1281,0.010810810810810811,1281,-0.024252187031200065,0.03507301343570775
SPY,2024,surface_call_skew_change_1m,1295,1281,0.010810810810810811,1281,-0.13953045956239235,0.08582795037779271
SPY,2024,surface_call_curvature_change_1m,1295,1281,0.010810810810810811,1280,-0.7600674165320325,0.6298144709604174
SPY,2024,surface_put_level_change_1m,1295,1277,0.013899613899613916,1277,-0.02608548730462848,0.030695444704499433
SPY,2024,surface_put_skew_change_1m,1295,1277,0.013899613899613916,1277,-0.1110092538722472,0.162546258936156
SPY,2024,surface_put_curvature_change_1m,1295,1277,0.013899613899613916,1276,-0.30875907006423053,0.48517997016628434
SPY,2024,surface_call_level_change_5m,1295,1281,0.010810810810810811,1281,-0.034554793099927456,0.0579288974929002
SPY,2024,surface_call_skew_change_5m,1295,1281,0.010810810810810811,1281,-0.10736503180849827,0.1263988680287027
SPY,2024,surface_call_curvature_change_5m,1295,1281,0.010810810810810811,1280,-0.5538396314346679,0.736964201756595
SPY,2024,surface_put_level_change_5m,1295,1277,0.013899613899613916,1277,-0.02819727575902732,0.049224077536314914
SPY,2024,surface_put_skew_change_5m,1295,1277,0.013899613899613916,1277,-0.12631277759225884,0.16401152360037582
SPY,2024,surface_put_curvature_change_5m,1295,1277,0.013899613899613916,1277,-0.3462789515502548,0.4831367816843799
SPY,2024,surface_call_level_change_15m,1295,1281,0.010810810810810811,1281,-0.040218492744105855,0.07645420176623127
SPY,2024,surface_call_skew_change_15m,1295,1281,0.010810810810810811,1281,-0.10008531827387508,0.11730491851802977
SPY,2024,surface_call_curvature_change_15m,1295,1281,0.010810810810810811,1280,-0.625825726889399,0.7695541178294227
SPY,2024,surface_put_level_change_15m,1295,1277,0.013899613899613916,1277,-0.03949666225412124,0.05917480744572726
SPY,2024,surface_put_skew_change_15m,1295,1277,0.013899613899613916,1277,-0.12616309949288296,0.14552824430415684
SPY,2024,surface_put_curvature_change_15m,1295,1277,0.013899613899613916,1277,-0.27806970802860875,0.49636955673107896
SPY,2024,surface_call_valid,1295,1295,0.0,2,0.0,1.0
SPY,2024,surface_put_valid,1295,1295,0.0,2,0.0,1.0
SPY,2024,surface_both_valid,1295,1295,0.0,2,0.0,1.0
SPY,2024,surface_call_shared_strikes,1295,1295,0.0,19,0.0,21.0
SPY,2024,surface_put_shared_strikes,1295,1295,0.0,16,0.0,21.0
SPY,2025,surface_call_level_change_1m,1284,1268,0.012461059190031154,1268,-0.02291367855471127,0.03876774218978912
SPY,2025,surface_call_skew_change_1m,1284,1268,0.012461059190031154,1268,-0.0599765307755972,0.13497812050689742
SPY,2025,surface_call_curvature_change_1m,1284,1268,0.012461059190031154,1268,-0.4031776177396532,0.31558248158420044
SPY,2025,surface_put_level_change_1m,1284,1274,0.007788161993769416,1274,-0.03516081938995394,0.09087960606756129
SPY,2025,surface_put_skew_change_1m,1284,1274,0.007788161993769416,1274,-0.1504927673814314,0.15112723534090847
SPY,2025,surface_put_curvature_change_1m,1284,1274,0.007788161993769416,1274,-0.2723701982121043,0.31285930679429036
SPY,2025,surface_call_level_change_5m,1284,1268,0.012461059190031154,1268,-0.10765062721659624,0.0770258288451671
SPY,2025,surface_call_skew_change_5m,1284,1268,0.012461059190031154,1268,-0.10190091005084055,0.11615087814273212
SPY,2025,surface_call_curvature_change_5m,1284,1268,0.012461059190031154,1268,-0.34779071637118464,0.3686139424945712
SPY,2025,surface_put_level_change_5m,1284,1274,0.007788161993769416,1274,-0.11184488120166258,0.12113872243549179
SPY,2025,surface_put_skew_change_5m,1284,1274,0.007788161993769416,1274,-0.10738854789922495,0.2000759664110676
SPY,2025,surface_put_curvature_change_5m,1284,1274,0.007788161993769416,1274,-0.2606683731674627,0.293755285196063
SPY,2025,surface_call_level_change_15m,1284,1268,0.012461059190031154,1268,-0.08165534901956284,0.13968612433278743
SPY,2025,surface_call_skew_change_15m,1284,1268,0.012461059190031154,1268,-0.08098570879778949,0.12956264117461677
SPY,2025,surface_call_curvature_change_15m,1284,1268,0.012461059190031154,1268,-0.4757231817444722,0.4848992084421638
