feature,importance
ib_range_bps,13014.08269071579
oi_diff,7018.400268316269
dist_ib_high_bps,4305.63372194767
dist_ib_low_bps,4157.436673045158
iv_diff,3169.180668592453
minute,2973.9078761339188
ret_30m_bps,1837.6455582380295
nearest_level_abs_bps,1670.9179319143295
ret_15m_bps,1299.7784451246262
volume_diff,1116.0039819478989
iv_diff_chg_25m,978.833771944046
iv_diff_chg_5m,960.5613528490067
ret_5m_bps,890.6611301898956
spread_pct_diff,848.9851784706116
iv_diff_chg_15m,846.8508702516556
abs_delta_diff,784.8669801950455
volume_diff_chg_25m,768.5111259222031
ret_1m_bps,751.1832500696182
vega_diff,745.9224791526794
spread_pct_diff_chg_15m,688.3059401512146
spread_pct_diff_chg_5m,687.3112814426422
volume_diff_chg_5m,686.3885900974274
vega_diff_chg_25m,618.2420026063919
vega_diff_chg_15m,609.5337414741516
abs_delta_diff_chg_5m,604.884929060936
volume_diff_chg_15m,568.9236098527908
spread_pct_diff_chg_25m,551.6698199510574
abs_delta_diff_chg_25m,484.8359798192978
abs_delta_diff_chg_15m,462.14148926734924
vega_diff_chg_5m,420.62770998477936
