ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,candidate_id,selector_source,selector_source_path,stream_selector_mode,stream_selector_source,stream_selector_select_months
QQQ,20250102,202501,10:00,600,zero_dte,PUT,0.5760612899640609,0.1411167237693197,0.5760612899640609,-0.3,-0.3,-0.3,thr0.393_maxday2,202501,600.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,952.0,0.0,2.0,0.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPXW,20250102,202501,10:00,600,zero_dte,PUT,0.5827917869124356,0.1765882385718877,0.5827917869124356,-0.3,-0.3,-0.3,thr0.437_maxday1,202501,600.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spxw\stream_selector_trades.csv,572.0,0.0,2.0,0.0,18.0,False,primary,659.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPY,20250102,202501,10:00,600,zero_dte,PUT,0.5758627289506485,0.1862887714376893,0.5758627289506485,-0.3,-0.3,-0.3,thr0.430_maxday1,202501,600.0,SPY,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spy\stream_selector_trades.csv,498.0,0.0,2.0,0.0,18.0,False,primary,575.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250102,202501,10:30,630,zero_dte,PUT,0.6251224694157576,0.1198907201249947,0.6251224694157576,-0.3,-0.3,-0.3,thr0.393_maxday2,202501,630.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,953.0,0.0,2.0,1.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPXW,20250102,202501,10:30,630,zero_dte,PUT,0.3181816460795575,-0.3000000119209289,0.3181816460795575,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,630.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spxw\stream_selector_trades.csv,1507.0,1.0,2.0,1.0,18.0,False,fallback_volume_pace,660.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPY,20250102,202501,10:30,630,zero_dte,PUT,0.3181816460795575,-0.3000000119209289,0.3181816460795575,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,630.0,SPY,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spy\stream_selector_trades.csv,1507.0,1.0,2.0,1.0,18.0,False,fallback_volume_pace,576.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250103,202501,10:00,600,zero_dte,PUT,0.6371211270024281,0.22671582621468,0.6371211270024281,0.5,-0.3,-0.3,thr0.393_maxday2,202501,600.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,954.0,0.0,3.0,2.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPXW,20250103,202501,10:00,600,zero_dte,PUT,0.5018151148800398,0.2789369223355266,0.5018151148800398,0.5,-0.3,-0.3,thr0.437_maxday1,202501,600.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spxw\stream_selector_trades.csv,573.0,0.0,3.0,2.0,18.0,False,primary,661.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPY,20250103,202501,10:00,600,zero_dte,PUT,0.4660062005360774,0.3316287872484567,0.4660062005360774,0.5,-0.3,-0.3,thr0.430_maxday1,202501,600.0,SPY,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spy\stream_selector_trades.csv,499.0,0.0,3.0,2.0,18.0,False,primary,577.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250103,202501,10:30,630,zero_dte,PUT,0.5563476252461838,0.186698993143388,0.5563476252461838,0.5,-0.3,-0.3,thr0.393_maxday2,202501,630.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,955.0,0.0,3.0,3.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250106,202501,10:00,600,zero_dte,PUT,0.4253758175579731,0.2052056327889385,0.4253758175579731,-0.3,-0.3,-0.3,thr0.393_maxday2,202501,600.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,956.0,0.0,4.0,4.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPXW,20250106,202501,10:00,600,zero_dte,PUT,0.4932404241378992,0.2889397859522202,0.4932404241378992,0.5,-0.3,-0.3,thr0.437_maxday1,202501,600.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spxw\stream_selector_trades.csv,574.0,0.0,4.0,3.0,18.0,False,primary,662.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPY,20250106,202501,10:00,600,zero_dte,PUT,0.4323673280405977,0.2944593348272559,0.4323673280405977,-0.3,-0.3,-0.3,thr0.430_maxday1,202501,600.0,SPY,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spy\stream_selector_trades.csv,500.0,0.0,4.0,3.0,18.0,False,primary,578.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250106,202501,10:30,630,zero_dte,PUT,0.4922759490500739,0.1901387945712206,0.4922759490500739,-0.3,-0.3,-0.3,thr0.393_maxday2,202501,630.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,957.0,0.0,4.0,5.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250107,202501,10:00,600,zero_dte,PUT,0.7595793144631987,0.1013087982937916,0.7595793144631987,-0.3,0.5,0.5,thr0.393_maxday2,202501,600.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,958.0,0.0,4.0,6.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPXW,20250107,202501,10:00,600,zero_dte,PUT,0.7965249399789757,0.1348887809513048,0.7965249399789757,-0.3,0.5,0.5,thr0.437_maxday1,202501,600.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spxw\stream_selector_trades.csv,575.0,0.0,4.0,4.0,18.0,False,primary,663.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
SPY,20250107,202501,10:00,600,zero_dte,PUT,0.75772638752058,0.1368863985870997,0.75772638752058,-0.3,0.5,0.5,thr0.430_maxday1,202501,600.0,SPY,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\spy\stream_selector_trades.csv,501.0,0.0,4.0,4.0,18.0,False,primary,579.0,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250107,202501,10:30,630,zero_dte,PUT,0.4630307382047099,0.2293769177522464,0.4630307382047099,-0.3,0.5,0.5,thr0.393_maxday2,202501,630.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,959.0,0.0,4.0,7.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
QQQ,20250108,202501,10:00,600,zero_dte,PUT,0.6689529318061999,0.1586421574080072,0.6689529318061999,-0.3,0.5,0.5,thr0.393_maxday2,202501,600.0,QQQ,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s12_m18_vw0p5\qqq\stream_selector_trades.csv,960.0,0.0,5.0,8.0,18.0,False,primary,,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d50max3_2023_2026_qqq_v1\monthly_volume_backfill_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_win_valthr_d25_monthly_backfill18_d_monthly_volume_backfill,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412"
