feature,median
dte_days,0.0
minute,750.0
spot,6018.490234375
underlying_volume,60.0
dist_ib_high_bps,-9.515447568266568
dist_ib_low_bps,27.1456294854858
dist_fib_127_up_bps,-22.205274270426703
dist_fib_161_up_bps,-38.759981063722506
dist_fib_200_up_bps,-58.43670671660146
dist_fib_127_dn_bps,37.644314437894636
dist_fib_161_dn_bps,54.27085637154572
dist_fib_200_dn_bps,73.59144353758388
nearest_level_abs_bps,5.170336542323095
ib_range_bps,47.77712579486064
ret_1m_bps,0.0
ret_5m_bps,0.11302038279037419
ret_15m_bps,0.3605099401626788
ret_30m_bps,0.791767460117665
call_d15_available,1.0
call_d15_strike,6045.0
call_d15_strike_bps,38.23487321072072
call_d15_abs_delta,0.14839999377727509
call_d15_iv,0.18129999935626984
call_d15_mid_bps,2.8050955876706007
call_d15_spread_pct,0.042553251930467606
call_d15_theta_over_mid,-10.461085728236608
call_d15_vega,27.37700080871582
call_d15_oi,1623.0
call_d15_volume,130.0
put_d15_available,1.0
put_d15_strike,5990.0
put_d15_strike_bps,-47.96336955190106
put_d15_abs_delta,0.14890000224113464
put_d15_iv,0.22660000622272491
put_d15_mid_bps,3.5961158299194915
put_d15_spread_pct,0.03636360168457031
put_d15_theta_over_mid,-10.269374949429183
put_d15_vega,27.5669002532959
put_d15_oi,1161.0
put_d15_volume,94.0
call_d25_available,1.0
call_d25_strike,6035.0
call_d25_strike_bps,25.026593319279478
call_d25_abs_delta,0.24879999458789825
call_d25_iv,0.18160000443458557
call_d25_mid_bps,5.415811314692795
call_d25_spread_pct,0.029850788758044536
call_d25_theta_over_mid,-7.387666253154937
call_d25_vega,37.61880111694336
call_d25_oi,1572.0
call_d25_volume,151.0
put_d25_available,1.0
put_d25_strike,6000.0
put_d25_strike_bps,-28.678209571995072
put_d25_abs_delta,0.24889999628067017
put_d25_iv,0.2101999968290329
put_d25_mid_bps,6.407312280758824
put_d25_spread_pct,0.02816898759880855
put_d25_theta_over_mid,-7.286796401870035
put_d25_vega,37.709999084472656
put_d25_oi,1039.0
put_d25_volume,109.0
call_d35_available,1.0
call_d35_strike,6025.0
call_d35_strike_bps,14.728834163366678
call_d35_abs_delta,0.34929999709129333
call_d35_iv,0.1842000037431717
call_d35_mid_bps,8.753701870314982
call_d35_spread_pct,0.023529501522288603
call_d35_theta_over_mid,-5.4810683726027785
call_d35_vega,43.83380126953125
call_d35_oi,1477.0
call_d35_volume,142.0
put_d35_available,1.0
put_d35_strike,6010.0
put_d35_strike_bps,-15.832101368746798
