direction,config_id,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,passing_cells,minimum_monthly_trades,worst_month_pf,worst_month_wr,worst_month_pnl,positive_month_rate,concentration_pass,eligible_36_of_36
D0_K1,S80,1139,0.456540825285338,0.7337457447288159,-119.34845135511202,30.0,180.0,120.94958669026678,0.25548726953467954,0.7445127304653204,2,19,0.24425501179175,0.15384615384615385,-15.79201666382332,0.25,True,False
