feature,importance
ib_range_bps,13096.926877498627
oi_diff,7570.9204778671265
dist_ib_low_bps,4813.565811395645
dist_ib_high_bps,3764.691710472107
iv_diff,3711.850441813469
minute,2963.8465217351913
ret_30m_bps,2636.3319717645645
nearest_level_abs_bps,1986.18456697464
ret_15m_bps,1391.746759057045
iv_diff_chg_25m,1347.30654835701
volume_diff,1254.9183827638626
ret_1m_bps,1251.3358639478683
volume_diff_chg_5m,1071.4269032478333
spread_pct_diff_chg_15m,1060.0243210792542
spread_pct_diff,1056.4985270500183
volume_diff_chg_15m,1038.8955620527267
iv_diff_chg_15m,1016.3017590045929
iv_diff_chg_5m,1008.2696785926819
ret_5m_bps,992.4371583461761
spread_pct_diff_chg_25m,937.3166892528534
spread_pct_diff_chg_5m,912.6765713691711
abs_delta_diff_chg_25m,873.1276922225952
volume_diff_chg_25m,872.9852287769318
abs_delta_diff,860.7609223127365
vega_diff_chg_5m,844.2554367780685
abs_delta_diff_chg_5m,822.4192018508911
vega_diff,778.2632292509079
abs_delta_diff_chg_15m,734.1826403141022
vega_diff_chg_25m,716.4134868383408
vega_diff_chg_15m,566.0913788080215
