min_hold_minutes,stop_loss_pct,take_profit_pct,horizon_minutes,passes,score,overall_trades,overall_win_rate,overall_profit_factor,overall_avg_return,overall_avg_hold_minutes,overall_median_hold_minutes,overall_min_month_trades,overall_avg_month_trades,QQQ_trades,QQQ_win_rate,QQQ_profit_factor,QQQ_avg_return,QQQ_avg_hold_minutes,QQQ_median_hold_minutes,QQQ_min_month_trades,QQQ_avg_month_trades,SPXW_trades,SPXW_win_rate,SPXW_profit_factor,SPXW_avg_return,SPXW_avg_hold_minutes,SPXW_median_hold_minutes,SPXW_min_month_trades,SPXW_avg_month_trades,SPY_trades,SPY_win_rate,SPY_profit_factor,SPY_avg_return,SPY_avg_hold_minutes,SPY_median_hold_minutes,SPY_min_month_trades,SPY_avg_month_trades
0,0.8,1.0,180,False,-7.756666006603469,374,0.4358288770053476,0.9822149011667516,-0.0075148537102980185,89.62032085561498,77.0,55,62.333333333333336,119,0.4957983193277311,1.221356044541714,0.08338145764561322,87.81512605042016,76.0,18,19.833333333333332,132,0.42424242424242425,0.9423218766565621,-0.025366043810025742,84.25757575757575,72.5,18,22.0,123,0.3902439024390244,0.8298387071118714,-0.07629781271996776,97.1219512195122,83.0,19,20.5
10,0.8,0.75,180,False,-8.942429449579773,374,0.47593582887700536,0.8814946525202885,-0.0467377625982594,82.80213903743315,72.0,55,62.333333333333336,119,0.5210084033613446,1.0493022651451014,0.0176745991703845,80.58823529411765,64.0,18,19.833333333333332,132,0.48484848484848486,0.9096979602225798,-0.03570361343830331,76.78787878787878,69.0,18,22.0,123,0.42276422764227645,0.717574662896172,-0.12089693934283523,91.39837398373983,79.0,19,20.5
10,0.5,0.5,180,False,-9.263862286772795,374,0.46524064171123,0.8615300132119476,-0.037024060638516716,31.52673796791444,23.0,55,62.333333333333336,119,0.4789915966386555,0.9070489836032425,-0.0242141303218444,30.51260504201681,22.0,18,19.833333333333332,132,0.4621212121212121,0.8591549295774648,-0.03787878787878788,30.53030303030303,23.5,18,22.0,123,0.45528455284552843,0.8219248605819173,-0.0485001395976079,33.577235772357724,25.0,19,20.5
10,1.0,1.0,180,False,-10.364647156780077,374,0.4411764705882353,0.9428911853478038,-0.025159236598189104,127.50802139037434,180.0,55,62.333333333333336,119,0.48739495798319327,1.1100684922951578,0.04404762014396019,122.10084033613445,180.0,18,19.833333333333332,132,0.45454545454545453,0.974559414350163,-0.011415967422551633,125.26515151515152,180.0,18,22.0,123,0.3821138211382114,0.7730258801874985,-0.10686433809005833,135.14634146341464,180.0,19,20.5
20,0.6,0.5,180,False,-10.516466201007034,374,0.4919786096256685,0.8077807594302207,-0.05766239716379102,48.23529411764706,35.0,55,62.333333333333336,119,0.5126050420168067,0.87233940895219,-0.03703889333541741,47.80672268907563,35.0,18,19.833333333333332,132,0.49242424242424243,0.8211478831412574,-0.05317681601307815,48.40909090909091,35.0,18,22.0,123,0.4715447154471545,0.7361116436837842,-0.08242901234647851,48.46341463414634,38.0,19,20.5
10,1.0,0.75,180,False,-11.3985744666299,374,0.48663101604278075,0.8583413291023508,-0.05809901525397121,117.83155080213903,180.0,55,62.333333333333336,119,0.5294117647058824,1.0080518110782282,0.00301241337573395,110.83193277310924,178.0,18,19.833333333333332,132,0.5075757575757576,0.9095229497492692,-0.0369267422388763,114.9469696969697,161.0,18,22.0,123,0.42276422764227645,0.6870051369418889,-0.1399445440745195,127.69918699186992,180.0,19,20.5
20,0.8,0.5,180,False,-11.40572517963742,374,0.5481283422459893,0.779768455164271,-0.07610565883600283,72.57754010695187,58.0,55,62.333333333333336,119,0.5714285714285714,0.8586331271156545,-0.04603176131904356,72.34453781512605,53.0,18,19.833333333333332,132,0.5454545454545454,0.774064234368479,-0.0790012417775245,68.79545454545455,58.0,18,22.0,123,0.5284552845528455,0.716785732610102,-0.10209408856150924,76.86178861788618,63.0,19,20.5
10,0.8,1.0,180,False,-12.28156640531255,374,0.42780748663101603,0.9553853366525021,-0.019006132341353024,91.024064171123,79.0,55,62.333333333333336,119,0.4789915966386555,1.1546837822261808,0.059379946808821735,90.65546218487395,77.0,18,19.833333333333332,132,0.42424242424242425,0.9423218766565621,-0.025366043810025742,84.3030303030303,72.5,18,22.0,123,0.3821138211382114,0.8052596475275899,-0.08801779986172699,98.59349593495935,85.0,19,20.5
0,0.5,0.5,180,False,-14.04770081788607,374,0.47593582887700536,0.8995204216448444,-0.026328873472741324,29.890374331550802,22.0,55,62.333333333333336,119,0.48739495798319327,0.9383120816950989,-0.015810768977306582,29.19327731092437,20.0,18,19.833333333333332,132,0.4621212121212121,0.8591549295774648,-0.03787878787878788,28.515151515151516,21.0,18,22.0,123,0.4796747967479675,0.9073275884216947,-0.02410989569516887,32.040650406504064,23.0,19,20.5
10,0.6,0.75,180,False,-14.83144500015969,374,0.42780748663101603,0.9328805783752929,-0.022628728137551735,54.81016042780749,40.0,55,62.333333333333336,119,0.46218487394957986,1.0653717173741735,0.020944299941893483,52.21008403361345,37.0,18,19.833333333333332,132,0.44696969696969696,1.0205537902812651,0.006671668835406697,53.46212121212121,38.5,18,22.0,123,0.37398373983739835,0.7376622447897528,-0.09622907563254765,58.77235772357724,43.0,19,20.5
