direction,config_id,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,passing_cells,minimum_monthly_trades,worst_month_pf,worst_month_wr,worst_month_pnl,positive_month_rate,concentration_pass,eligible_36_of_36
D0_K1,T30D15,1392,0.45905172413793105,0.7828414702686396,-91.04767692486975,30.0,180.0,96.18494471331982,0.2514367816091954,0.7485632183908046,4,19,0.2708939527562442,0.30303030303030304,-9.722236880225125,0.2777777777777778,True,False
