ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month,selected_variants,selected_max_day,selected_cooldown,selected_order,selected_threshold_override,policy_profile,policy_ticker
SPXW,zero_dte,12:15,735,202601,20260114,-0.6,-0.6,-0.5441479318562066,0.4048808705291198,PUT,0.4048808705291198,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202601,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,11:50,710,202601,20260120,-0.6,0.8891752437952793,0.3541913707679341,-0.0357406453797835,CALL,0.3541913707679341,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202601,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,11:40,700,202602,20260209,0.995614143693293,-0.6,-0.0890677129280966,0.5219540473899987,PUT,0.5219540473899987,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202602,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:15,795,202602,20260209,0.3716216007229882,1.6854840843288077,-0.2461262656055123,0.3500233213468413,PUT,0.3500233213468413,1.6854840843288077,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202602,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,11:50,710,202603,20260302,-0.6,-0.6,0.3400647087279126,0.1262205047004728,CALL,0.3400647087279126,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:15,735,202603,20260302,-0.6,-0.6,-0.0706583543384279,0.4189848067766477,PUT,0.4189848067766477,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:30,750,202603,20260302,0.4118074922237662,-0.6,-0.0640105445378685,0.3693187075510074,PUT,0.3693187075510074,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:25,805,202603,20260312,-0.6,0.9221311747723444,0.3840340014384168,0.189072663141717,CALL,0.3840340014384168,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,14:05,845,202603,20260312,-0.6,-0.6,0.3895241602676074,-0.2726685241348108,CALL,0.3895241602676074,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:10,790,202603,20260319,0.5227272776532763,-0.6,0.4958045133832634,-0.2213886989395414,CALL,0.4958045133832634,0.5227272776532763,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:15,795,202603,20260319,0.815306058897173,-0.6,0.5334416540982532,-0.2999563044123977,CALL,0.5334416540982532,0.815306058897173,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:40,820,202603,20260319,1.4500001271565757,-0.6,0.3820486954230186,-0.196594250137972,CALL,0.3820486954230186,1.4500001271565757,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:30,750,202603,20260323,0.7807692014254055,-0.6,0.385288217397606,-0.4040716513153785,CALL,0.385288217397606,0.7807692014254055,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:15,795,202603,20260323,2.167777803209093,-0.6,0.3779400321508334,-0.3293899635950124,CALL,0.3779400321508334,2.167777803209093,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:45,825,202603,20260323,0.4941859691448669,-0.6,0.3766664004695447,-0.3699929331745074,CALL,0.3766664004695447,0.4941859691448669,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:40,820,202603,20260326,-0.6,2.0,0.3862833168163407,-0.3248247281767564,CALL,0.3862833168163407,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:40,820,202603,20260327,-0.6,0.8333332505491078,0.5079461793771679,-0.3462310746122922,CALL,0.5079461793771679,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,14:25,865,202603,20260327,-0.6,-0.6,0.5587314879911492,-0.5314025202946941,CALL,0.5587314879911492,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:45,825,202603,20260330,-0.6,0.4329268916741089,0.4393874640038905,-0.3748885099977826,CALL,0.4393874640038905,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:55,835,202603,20260330,-0.6,0.2611111534966364,0.3827105282338964,-0.4558410320973701,CALL,0.3827105282338964,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202603,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:45,765,202604,20260406,-0.6,2.590908920961967,0.3681729272313568,-0.3922516749217944,CALL,0.3681729272313568,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202604,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:50,770,202604,20260406,-0.6,2.871951222348823,0.3668306575723884,-0.5031000584241171,CALL,0.3668306575723884,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202604,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:35,755,202604,20260413,0.3292452045928233,0.3442856924874442,0.344939833130837,-0.2320029066496361,CALL,0.344939833130837,0.3292452045928233,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202604,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,11:45,705,202604,20260416,-0.6,-0.6,-0.5660878810581493,0.4129960877486996,PUT,0.4129960877486996,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202604,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,12:45,765,202605,20260504,0.5499999523162842,-0.6,-0.3953911887088521,0.4189024380711855,PUT,0.4189024380711855,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202605,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,13:10,790,202605,20260504,0.6625000238418579,-0.6,-0.4613131874679844,0.3875716496070775,PUT,0.3875716496070775,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202605,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
SPXW,zero_dte,10:40,640,202605,20260520,0.3298319193040837,-0.6,-0.6867459332366476,0.4208723930145681,PUT,0.4208723930145681,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_SPXW_v1,0,0.3,2,30,25,0.25,202605,d25,4,0,time_priority,0.34,balanced_cap4,SPXW
