ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month
SPXW,20260501,202605,10:00,600,zero_dte,CALL,0.031323173608162086,0.031323173608162086,-0.2311996138313911,-0.6,0.776923106266902,-0.6,thr-0.008_maxday2,202605
SPXW,20260501,202605,10:30,630,zero_dte,CALL,0.017210469044378323,0.017210469044378323,-0.32227237021223304,-0.6,0.39669413931683817,-0.6,thr-0.008_maxday2,202605
SPXW,20260504,202605,10:00,600,zero_dte,CALL,0.17530602622520813,0.17530602622520813,0.0226506580787557,-0.6,1.3650512744151753,-0.6,thr-0.008_maxday2,202605
SPXW,20260504,202605,10:35,635,zero_dte,CALL,0.10392446205800356,0.10392446205800356,-0.14937380440258755,-0.6,2.0,-0.6,thr-0.008_maxday2,202605
SPXW,20260505,202605,10:00,600,zero_dte,PUT,0.29050620596851917,-0.4185451971164025,0.29050620596851917,0.2371134350969475,-0.3986710912929916,-0.3986710912929916,thr-0.008_maxday2,202605
SPXW,20260505,202605,10:35,635,zero_dte,PUT,0.028273760751843107,-0.1366417310908313,0.028273760751843107,0.19477617049647566,-0.3916666507720947,-0.3916666507720947,thr-0.008_maxday2,202605
SPXW,20260506,202605,10:00,600,zero_dte,CALL,0.16788570885388293,0.16788570885388293,-0.30995777901293503,0.18926646666055724,-0.6,0.18926646666055724,thr-0.008_maxday2,202605
SPXW,20260506,202605,10:30,630,zero_dte,CALL,0.13379994039845722,0.13379994039845722,-0.15885451005985948,0.35767197700121,-0.6,0.35767197700121,thr-0.008_maxday2,202605
SPXW,20260507,202605,10:00,600,zero_dte,PUT,-0.003960360937931662,-0.23259278063519484,-0.003960360937931662,-0.6,0.5536231441774231,0.5536231441774231,thr-0.008_maxday2,202605
SPXW,20260507,202605,10:30,630,zero_dte,PUT,0.05645635397053423,-0.2519140399624442,0.05645635397053423,-0.6,1.232971022329869,1.232971022329869,thr-0.008_maxday2,202605
SPXW,20260508,202605,10:05,605,zero_dte,PUT,0.010757589802369117,-0.09843145204774162,0.010757589802369117,0.10724639892578125,-0.32368893233520246,-0.32368893233520246,thr-0.008_maxday2,202605
SPXW,20260508,202605,10:35,635,zero_dte,PUT,0.13957958210764473,-0.2116664798127792,0.13957958210764473,0.36877077211943,-0.5076923076923077,-0.5076923076923077,thr-0.008_maxday2,202605
SPXW,20260511,202605,10:00,600,zero_dte,PUT,0.08995418950981729,-0.06891947263604493,0.08995418950981729,0.25757580464646024,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260511,202605,10:30,630,zero_dte,CALL,0.08780872487243288,0.08780872487243288,-0.15545353793576439,0.36774198470577124,-0.6,0.36774198470577124,thr-0.008_maxday2,202605
SPXW,20260512,202605,10:00,600,zero_dte,PUT,0.16647469648102192,-0.23864387048528007,0.16647469648102192,-0.6,0.7043320564131466,0.7043320564131466,thr-0.008_maxday2,202605
SPXW,20260512,202605,10:30,630,zero_dte,PUT,0.19221465098655177,-0.34118344234982306,0.19221465098655177,-0.6,-0.11498261521548458,-0.11498261521548458,thr-0.008_maxday2,202605
SPXW,20260513,202605,10:05,605,zero_dte,PUT,0.09691393845658848,-0.31077725933121275,0.09691393845658848,1.3531122458546792,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260513,202605,10:40,640,zero_dte,PUT,0.3114110426109844,-0.3632060673787361,0.3114110426109844,1.1964810814499431,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260514,202605,10:00,600,zero_dte,PUT,0.022159142345638982,-0.15614083075075677,0.022159142345638982,0.5935335153757411,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260514,202605,10:45,645,zero_dte,CALL,0.10647381168544888,0.10647381168544888,-0.2390580103365503,0.1946407693166603,-0.6,0.1946407693166603,thr-0.008_maxday2,202605
SPXW,20260515,202605,10:00,600,zero_dte,PUT,0.107267636115089,-0.32374366526841664,0.107267636115089,0.24236639213828748,-0.4061461695995716,-0.4061461695995716,thr-0.008_maxday2,202605
SPXW,20260515,202605,10:30,630,zero_dte,PUT,0.22756005677586574,-0.4418684880312721,0.22756005677586574,0.2027083237965901,-0.3849878913378384,-0.3849878913378384,thr-0.008_maxday2,202605
SPXW,20260518,202605,10:00,600,zero_dte,PUT,0.26303641462776295,-0.35551096728595255,0.26303641462776295,-0.6,0.8473821540676305,0.8473821540676305,thr-0.008_maxday2,202605
SPXW,20260518,202605,10:35,635,zero_dte,PUT,0.17778108215057373,-0.08994119128277947,0.17778108215057373,-0.13325745069438788,-0.08265422989523574,-0.08265422989523574,thr-0.008_maxday2,202605
SPXW,20260519,202605,10:15,615,zero_dte,PUT,-0.0016368121183976958,-0.07316276422624396,-0.0016368121183976958,0.6803738602968019,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260519,202605,10:45,645,zero_dte,CALL,0.20606828241907596,0.20606828241907596,0.01603387575354574,1.007092270855054,-0.6,1.007092270855054,thr-0.008_maxday2,202605
SPXW,20260520,202605,10:05,605,zero_dte,PUT,0.036323042338508416,-0.09740980222302269,0.036323042338508416,0.9265093035563994,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260520,202605,10:35,635,zero_dte,PUT,0.549326058706554,-0.38586964917778577,0.549326058706554,0.5400630447902006,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260521,202605,10:00,600,zero_dte,PUT,0.2865365297788098,-0.18538810850914494,0.2865365297788098,-0.20684264937317398,0.04257985643966844,0.04257985643966844,thr-0.008_maxday2,202605
SPXW,20260521,202605,10:35,635,zero_dte,PUT,0.540143429485551,-0.4692865341376167,0.540143429485551,0.7329831345102715,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260522,202605,10:15,615,zero_dte,PUT,0.40275376012881736,-0.42652180779195603,0.40275376012881736,0.31664143296260594,-0.5184210727089329,-0.5184210727089329,thr-0.008_maxday2,202605
SPXW,20260522,202605,10:50,650,zero_dte,PUT,0.36964458289162794,-0.4057146113252502,0.36964458289162794,0.3822629880231341,-0.6,-0.6,thr-0.008_maxday2,202605
SPXW,20260526,202605,10:00,600,zero_dte,PUT,0.07647927759449852,-0.3549460792887651,0.07647927759449852,-0.49491526716846534,0.3455958725369259,0.3455958725369259,thr-0.008_maxday2,202605
SPXW,20260526,202605,10:35,635,zero_dte,PUT,0.054258861526011615,-0.28292820665183605,0.054258861526011615,-0.6,1.1043478924295176,1.1043478924295176,thr-0.008_maxday2,202605
