capture_id,ticker,trade_date,role,expiration,rows,greek_rows,iv_rows,shared_key_rows,greek_only_key_rows,iv_only_key_rows,missing_shared_key_rows,native_extra_target_key_rows,revised_bid_ask_rows,crossed_native_rows,raw_sha256,parquet_sha256,unilateral_keys_sha256,raw_bytes,parquet_bytes,manifest_sha256
4b5b53cd7bce4944364d631d,QQQ,20250828,front,20250828,1224,406,408,406,0,2,0,2,0,0,6cb87eb5111cc58f109f99e24e26bb0d678ec2762215713737831105bcfc3748,80f1772ba21f8bd06509ab759be5439148d60f611aa1045a332ccdd04da00021,796a8a7f73bbaebd52320b57964c7d9ecc8ba9d75eb54fc13deec02f34ee45af,231901,20519,8081d20ee9b88561df36a79b85e2b9af88411293e0750f6e7cecaa14fedf458d
839ad0588cc9ee1309cd8c6f,QQQ,20251121,back,20251128,2124,708,706,706,2,0,0,2,0,0,cb24c7e1cd7174a4944d96d3ca84f2e62fca80739b8db1ac3b4ed9ae08890ada,cec82714ff6e66c9bf0ae31b00fc49620c5459b1ff2d527c54794620667e8753,ee697281332316efffb35c3db2525cbbbfd05289960389fdc93665d9702ac652,401347,34133,952b2ee20ca76c4ed1213d604d12f3ae4b9f0f7eeb580f619d26bfe04789648f
207459dd60dbfe7dd06da8cf,SPXW,20240122,back,20240126,2580,858,860,858,0,2,0,2,0,0,22dc1c45354a94fc035bcb32d70df80d8603f2bbe0b85b58c5abd7c80b64e052,1e5dc8a26a76c94c5b604e2ba04a970203fc0ec51a39fd43c911df60847d4103,18517fcacd1d81182c1cd40c424b79da29a4e51a70e05e3d45ab4424d4922930,490230,39556,94078850c1561da758ae398ce0017dde0937ce157274925325cb40ab42925117
8993033a23f2068d7a25d3c2,SPXW,20250225,front,20250225,2580,858,860,858,0,2,0,2,0,0,4a84676c353be22d96256d2aad3aec06e733f6c3c0651ee5902cdcb069d4c4c4,2b71a26b2eb685fad562fcfc9129f4c5fdec7c0f53522789d90687f98d5f6377,23a6c5537ebe4d52d6a35b9b7d36d7bbe5cfdcd02fd09ebb7db846e7566d5be2,485863,36437,b07ed47e895c9cd3e3bc94f5d3606abee09d606f955c0a22d9de89c56ef6b201
