feature,importance
ib_range_bps,5371.840605139732
oi_diff,4403.259166896343
dist_ib_low_bps,2472.968193233013
dist_ib_high_bps,2334.0692114830017
nearest_level_abs_bps,2056.556182384491
ret_30m_bps,1731.372059583664
minute,1695.5505051612854
iv_diff,1602.5486480593681
abs_delta_diff,1324.3974090218544
ret_15m_bps,1233.8415203094482
vega_diff,1217.6412766575813
spread_pct_diff,1198.3405611515045
volume_diff,1120.3156819939613
volume_diff_chg_15m,1102.6242258548737
ret_5m_bps,1092.5421783924103
ret_1m_bps,1056.6383531093597
iv_diff_chg_25m,1028.481044113636
iv_diff_chg_5m,1027.5147408246994
volume_diff_chg_5m,1001.2133634090424
iv_diff_chg_15m,994.3458131551743
spread_pct_diff_chg_5m,971.1431558728218
spread_pct_diff_chg_15m,920.286447763443
spread_pct_diff_chg_25m,764.149394094944
volume_diff_chg_25m,742.5735350847244
vega_diff_chg_5m,686.8322420120239
vega_diff_chg_15m,656.2653487920761
abs_delta_diff_chg_5m,648.1580493450165
abs_delta_diff_chg_15m,582.2637765407562
vega_diff_chg_25m,547.2490502595901
abs_delta_diff_chg_25m,508.42745876312256
