ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_delta_bucket,source_combined_from
SPXW,20250801,202508,13:25,805,zero_dte,PUT,0.3456681959674816,-0.4025640204940683,0.3456681959674816,-0.6,0.6041665135158494,0.6041665135158494,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250801,202508,13:55,835,zero_dte,PUT,0.3090976822955488,-0.2527550874458045,0.3090976822955488,0.2794116657085512,0.5040983568113102,0.5040983568113102,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250804,202508,10:00,600,zero_dte,PUT,0.103178931160662,-0.3553951233512509,0.103178931160662,-0.6,-0.6,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250804,202508,10:30,630,zero_dte,PUT,0.1085452607411809,-0.2739825165724534,0.1085452607411809,-0.157894675201104,-0.6,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250804,202508,11:05,665,zero_dte,PUT,0.1354027804466355,0.0232698564369894,0.1354027804466355,0.3003876427461978,-0.6,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250805,202508,10:05,605,zero_dte,CALL,0.248769557592995,0.248769557592995,0.1451297026002939,-0.6,0.5961538461538463,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250805,202508,10:35,635,zero_dte,PUT,0.1515670197259056,-0.4734174465361716,0.1515670197259056,-0.6,1.3774509547261808,1.3774509547261808,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250805,202508,11:05,665,zero_dte,PUT,0.2135903775244676,-0.3568143757904924,0.2135903775244676,-0.6,0.2602040717026832,0.2602040717026832,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250806,202508,10:00,600,zero_dte,CALL,0.2356952815266965,0.2356952815266965,0.1846597287082251,0.9605262431411524,0.3104394740664524,0.9605262431411524,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250806,202508,10:30,630,zero_dte,CALL,0.28823357234,0.28823357234,0.2004043359002805,2.0357142857142856,-0.6,2.0357142857142856,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250806,202508,11:00,660,zero_dte,PUT,0.1614417378626373,-0.2934625876973735,0.1614417378626373,1.115591430928696,-0.6,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250807,202508,10:15,615,zero_dte,PUT,0.1870907440276594,-0.3142228367194948,0.1870907440276594,-0.6,0.3077465588978856,0.3077465588978856,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250807,202508,10:50,650,zero_dte,PUT,0.1180903007506731,-0.3256144143831653,0.1180903007506731,-0.6,0.4590908397327771,0.4590908397327771,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250807,202508,11:20,680,zero_dte,PUT,0.1941642505809478,-0.2872622925688843,0.1941642505809478,-0.6,0.7743903375111634,0.7743903375111634,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250808,202508,10:00,600,zero_dte,PUT,0.1614119527032977,-0.5848663343747422,0.1614119527032977,0.5300000054495675,-0.6,-0.6,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250808,202508,10:30,630,zero_dte,PUT,0.1154586710589824,-0.2362799181025421,0.1154586710589824,-0.6,0.3468586416843935,0.3468586416843935,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
SPXW,20250808,202508,11:00,660,zero_dte,PUT,0.1722895938499762,-0.5819479394028997,0.1722895938499762,0.2928571701049804,0.3277777565850153,0.3277777565850153,thr0.100_maxday3,202508,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1
