status,ticker,test_month,train_months,inner_months,feature_hash,weight_cap_q95_train,weight_mean,variant_side_feature_count,scientific_mask_rows,scientific_mask_sha256,sci_cell_degenerate,sci_cell_degenerate_reason,sci_c0_accuracy,sci_c0_balanced_accuracy,sci_c0_roc_auc,sci_c0_spearman,sci_p1_accuracy,sci_p1_balanced_accuracy,sci_p1_roc_auc,sci_p1_spearman,sci_ba_delta,variant_valid_inner,variant_trade_threshold,variant_side_margin,variant_selection_details_reason,variant_test_metrics_trades,variant_test_metrics_win_rate,variant_test_metrics_profit_factor,variant_test_metrics_pnl_return,variant_test_metrics_avg_return,variant_test_metrics_max_drawdown,variant_test_metrics_call_rate,variant_test_metrics_days_with_trades,variant_test_metrics_daily_win_rate,variant_test_metrics_median_daily_return,variant_test_metrics_daily_max_drawdown,variant_test_metrics_top5_day_return,variant_test_metrics_top5_share_of_pnl,variant_test_metrics_min_month_trades,variant_test_metrics_positive_month_rate,variant_diagnostics_pnl,variant_diagnostics_min_hold_minutes,variant_diagnostics_gross_profit,variant_diagnostics_gross_loss,variant_diagnostics_outer_trade_records,control_valid_inner,control_trade_threshold,control_side_margin,control_selection_details_reason,control_test_metrics_trades,control_test_metrics_win_rate,control_test_metrics_profit_factor,control_test_metrics_pnl_return,control_test_metrics_avg_return,control_test_metrics_max_drawdown,control_test_metrics_call_rate,control_test_metrics_days_with_trades,control_test_metrics_daily_win_rate,control_test_metrics_median_daily_return,control_test_metrics_daily_max_drawdown,control_test_metrics_top5_day_return,control_test_metrics_top5_share_of_pnl,control_test_metrics_min_month_trades,control_test_metrics_positive_month_rate,control_diagnostics_pnl,control_diagnostics_min_hold_minutes,control_diagnostics_gross_profit,control_diagnostics_gross_loss,control_diagnostics_outer_trade_records,variant_selection_details_trade_threshold,variant_selection_details_side_margin,variant_selection_details_rank_key,variant_selection_details_total_trades,variant_selection_details_total_pnl,variant_selection_details_gate_details_months_202304_trades,variant_selection_details_gate_details_months_202304_pf,variant_selection_details_gate_details_months_202304_wr,variant_selection_details_gate_details_months_202304_pnl,variant_selection_details_gate_details_months_202304_min_hold_minutes,variant_selection_details_gate_details_months_202304_pass,variant_selection_details_gate_details_months_202305_trades,variant_selection_details_gate_details_months_202305_pf,variant_selection_details_gate_details_months_202305_wr,variant_selection_details_gate_details_months_202305_pnl,variant_selection_details_gate_details_months_202305_min_hold_minutes,variant_selection_details_gate_details_months_202305_pass,variant_selection_details_gate_details_months_202306_trades,variant_selection_details_gate_details_months_202306_pf,variant_selection_details_gate_details_months_202306_wr,variant_selection_details_gate_details_months_202306_pnl,variant_selection_details_gate_details_months_202306_min_hold_minutes,variant_selection_details_gate_details_months_202306_pass,control_selection_details_trade_threshold,control_selection_details_side_margin,control_selection_details_rank_key,control_selection_details_total_trades,control_selection_details_total_pnl,control_selection_details_gate_details_months_202407_trades,control_selection_details_gate_details_months_202407_pf,control_selection_details_gate_details_months_202407_wr,control_selection_details_gate_details_months_202407_pnl,control_selection_details_gate_details_months_202407_min_hold_minutes,control_selection_details_gate_details_months_202407_pass,control_selection_details_gate_details_months_202408_trades,control_selection_details_gate_details_months_202408_pf,control_selection_details_gate_details_months_202408_wr,control_selection_details_gate_details_months_202408_pnl,control_selection_details_gate_details_months_202408_min_hold_minutes,control_selection_details_gate_details_months_202408_pass,control_selection_details_gate_details_months_202409_trades,control_selection_details_gate_details_months_202409_pf,control_selection_details_gate_details_months_202409_wr,control_selection_details_gate_details_months_202409_pnl,control_selection_details_gate_details_months_202409_min_hold_minutes,control_selection_details_gate_details_months_202409_pass,variant_selection_details_gate_details_months_202411_trades,variant_selection_details_gate_details_months_202411_pf,variant_selection_details_gate_details_months_202411_wr,variant_selection_details_gate_details_months_202411_pnl,variant_selection_details_gate_details_months_202411_min_hold_minutes,variant_selection_details_gate_details_months_202411_pass,variant_selection_details_gate_details_months_202412_trades,variant_selection_details_gate_details_months_202412_pf,variant_selection_details_gate_details_months_202412_wr,variant_selection_details_gate_details_months_202412_pnl,variant_selection_details_gate_details_months_202412_min_hold_minutes,variant_selection_details_gate_details_months_202412_pass,variant_selection_details_gate_details_months_202501_trades,variant_selection_details_gate_details_months_202501_pf,variant_selection_details_gate_details_months_202501_wr,variant_selection_details_gate_details_months_202501_pnl,variant_selection_details_gate_details_months_202501_min_hold_minutes,variant_selection_details_gate_details_months_202501_pass
completed,SPXW,202402,"202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310","202311,202312,202401",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.743953620522833,1.0,154,603,80c9c8177f73e7bf1e71d44d575a10532e8f34c5e15efeebebc3475091f115af,False,,0.4079601990049751,0.38466023772146224,0.4150033639829558,-0.060694692731513844,0.4228855721393035,0.39498766539582864,0.3869141063018614,-0.08358225284559663,0.010327427674366396,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202403,"202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311","202312,202401,202402",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.720042547092432,0.9999999999999999,154,544,347cdfd22f442495992cea954603aa278eb4588bb8743020abe6699806b2f5e4,False,,0.5955882352941176,0.5657718213628757,0.6388946516742045,0.23729195858171998,0.5863970588235294,0.5498457878649572,0.5345559658658701,0.15122895397771646,-0.015926033497918546,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202404,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312","202401,202402,202403",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.759980346206968,1.0000000000000002,154,611,99ef3ce07d3b6a4844899a0437af06913d7ae95220c42e137f8f52f7f7caef53,False,,0.4746317512274959,0.49235149377231946,0.46217663966553435,-0.042050803863840996,0.4713584288052373,0.48986368783207035,0.4514306245100601,-0.13334824969510872,-0.0024878059402491104,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202405,"202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401","202402,202403,202404",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.7200507804497844,0.9999999999999999,154,593,0342f23550eb2f9fd2c0b57fbfe683d2f4e309548f58f9c4a2bbf59fdec194e8,False,,0.47217537942664417,0.4787568306010929,0.4339253187613843,-0.10030459041309202,0.4688026981450253,0.47963911657559194,0.3239071038251366,-0.28479688452798263,0.0008822859744990197,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202406,"202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402","202403,202404,202405",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.741345179519414,0.9999999999999999,154,580,724306f6b446563131fa7f5ba0bdf250ebf5b221aa67991ad2a47b2a45f06d45,False,,0.6344827586206897,0.6242975265776569,0.6682893653577693,0.28316862794107867,0.5172413793103449,0.5113171302096384,0.5518845974872033,0.0673468483405191,-0.11298039636801849,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202407,"202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403","202404,202405,202406",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.7270891820473917,1.0,154,635,cb420c32c18b731281cc6ff1721a44ca8114b2491546457de5b398dc94cb801c,False,,0.5338582677165354,0.5339037698412699,0.5606547619047619,0.11811837306826861,0.6157480314960629,0.6150049603174603,0.6824107142857143,0.2992538782728008,0.08110119047619047,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202408,"202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404","202405,202406,202407",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.8280082217169906,1.0000000000000002,154,617,3e704620488929421d693bb3f833857dbb4f0477a2d794c35d18e294d633e586,False,,0.5850891410048622,0.57352972231021,0.5972019850068631,0.1959695653471683,0.5364667747163695,0.5276211593284764,0.546615985640376,0.09712924726793268,-0.045908562981733625,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202409,"202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405","202406,202407,202408",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.8244315645407028,1.0,154,566,f467ace94f3ee5fd66bd85f89502da592bcb84a1e56d67375dc3a08944229411,False,,0.4469964664310954,0.4528300706735881,0.37599599724810806,-0.20425928677033384,0.5053003533568905,0.5119144411783101,0.49462755644505607,-0.026527032696905428,0.059084370504721984,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202410,"202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406","202407,202408,202409",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.8634047495042636,1.0,154,609,808cb866bcfeffe68b292d3fad585b6800faa56016f7c4e1f53c1ad39e8ff840,False,,0.4663382594417077,0.46593826175119185,0.43891968850443297,-0.08790829766371921,0.4302134646962233,0.4290020924563712,0.41426321806846866,-0.1778194207736897,-0.03693616929482063,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202411,"202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407","202408,202409,202410",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.8551419644605014,1.0000000000000002,154,523,f2387f4c9120871e5703aa323a2e1f0ca7e06e14ba9cd832641ce5430bcb6742,False,,0.5602294455066922,0.5600512820512821,0.5679560439560439,0.10569678385127287,0.49904397705544934,0.49992673992673997,0.5027838827838829,-0.02516969366035635,-0.0601245421245421,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202412,"202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408","202409,202410,202411",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.878021843145766,1.0000000000000002,154,613,b5a749301e5a86772084504cd172310fe615e47903cb6f6d8a8f803714755c78,False,,0.5073409461663948,0.5037924789602641,0.5107702141259188,0.0029808317517436575,0.5921696574225123,0.5885053797805475,0.5919036966016833,0.13922156809691874,0.08471290082028338,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
completed,SPXW,202501,"202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409","202410,202411,202412",fa2057653ed0327b7f84a165c25f6e6d31e31b3b05c5591593e9c0bd3056d50e,2.880792268228079,1.0,154,590,01fe191e159d1dc9b19502624e63dfcfc27271b5b315854843d92972a3816b75,False,,0.5525423728813559,0.548047632234838,0.5497092218222099,0.06615619528103556,0.4440677966101695,0.4391212037293455,0.41574356134034895,-0.17216972571025932,-0.1089264285054925,False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],False,0.5,0.0,no_valid_config,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0.0,,0.0,0.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
