feature,median
dte_days,0.0
minute,750.0
spot,5982.02978515625
underlying_volume,60.0
dist_ib_high_bps,-9.193928840034715
dist_ib_low_bps,29.469047857111033
dist_fib_127_up_bps,-22.039378850804965
dist_fib_161_up_bps,-39.090835329949584
dist_fib_200_up_bps,-59.157759097261334
dist_fib_127_dn_bps,39.66782810190974
dist_fib_161_dn_bps,56.38036475124963
dist_fib_200_dn_bps,76.11864387663738
nearest_level_abs_bps,5.407195263704086
ib_range_bps,49.44781541556365
ret_1m_bps,0.0
ret_5m_bps,0.0832203857958902
ret_15m_bps,0.36589611004167466
ret_30m_bps,0.8810346257726032
call_d15_available,1.0
call_d15_strike,6005.0
call_d15_strike_bps,40.86949653858252
call_d15_abs_delta,0.1485999971628189
call_d15_iv,0.19419999420642853
call_d15_mid_bps,3.02357061221751
call_d15_spread_pct,0.04081628681073312
call_d15_theta_over_mid,-10.452245618033402
call_d15_vega,27.12834930419922
call_d15_oi,1513.0
call_d15_volume,122.0
put_d15_available,1.0
put_d15_strike,5950.0
put_d15_strike_bps,-50.79007808882319
put_d15_abs_delta,0.14890000224113464
put_d15_iv,0.241799995303154
put_d15_mid_bps,3.7969787925219576
put_d15_spread_pct,0.0350877691981017
put_d15_theta_over_mid,-10.270755163951144
put_d15_vega,27.311150550842285
put_d15_oi,1077.0
put_d15_volume,90.0
call_d25_available,1.0
call_d25_strike,5995.0
call_d25_strike_bps,26.896326299634676
call_d25_abs_delta,0.24869999289512634
call_d25_iv,0.19339999556541443
call_d25_mid_bps,5.8224293233700735
call_d25_spread_pct,0.02898547920302406
call_d25_theta_over_mid,-7.392445635067755
call_d25_vega,37.24024963378906
call_d25_oi,1512.0
call_d25_volume,136.0
put_d25_available,1.0
put_d25_strike,5965.0
put_d25_strike_bps,-30.671042955034977
put_d25_abs_delta,0.24899999797344208
put_d25_iv,0.22349999845027924
put_d25_mid_bps,6.825541500546484
put_d25_spread_pct,0.027397299645027393
put_d25_theta_over_mid,-7.278558850910263
put_d25_vega,37.341501235961914
put_d25_oi,997.0
put_d25_volume,100.0
call_d35_available,1.0
call_d35_strike,5990.0
call_d35_strike_bps,15.803984950283345
call_d35_abs_delta,0.34929999709129333
call_d35_iv,0.19589999318122864
call_d35_mid_bps,9.386736776215542
call_d35_spread_pct,0.022988483067595284
call_d35_theta_over_mid,-5.478399861735918
call_d35_vega,43.395050048828125
call_d35_oi,1334.0
call_d35_volume,129.0
put_d35_available,1.0
put_d35_strike,5970.0
put_d35_strike_bps,-16.921944328192605
put_d35_abs_delta,0.34915000200271606
