ticker,trade_date,month,frozen_error,adapted_error
QQQ,20260102,202601,0.28349176396926246,0.281348026295503
QQQ,20260105,202601,0.26992716640233994,0.26893115871482426
QQQ,20260106,202601,0.31615836545825005,0.31151398867368696
QQQ,20260107,202601,0.25712533514289293,0.25456760297803316
QQQ,20260109,202601,0.24755813662082918,0.24441016393323098
QQQ,20260112,202601,0.25775281734326305,0.254274358644205
QQQ,20260113,202601,0.3528538793325424,0.3518674373626709
QQQ,20260114,202601,0.40208258392179713,0.40002889755894155
QQQ,20260115,202601,0.3844834049542745,0.3835253417491913
QQQ,20260116,202601,0.425100376731471,0.4229148861609007
QQQ,20260120,202601,0.4336129060158363,0.4332604413995376
QQQ,20260121,202601,0.22751660831272602,0.22739611752331257
QQQ,20260122,202601,0.24416876460115114,0.2419211690624555
QQQ,20260123,202601,0.24301839194127492,0.2411003921713148
QQQ,20260126,202601,0.26935556267990785,0.26684046492857094
QQQ,20260127,202601,0.28691529307295294,0.2845059848007034
QQQ,20260128,202601,0.3276235562037019,0.32337475085959716
QQQ,20260129,202601,0.18269987106323243,0.18253618478775024
QQQ,20260130,202601,0.5410919254024823,0.5394525796175003
QQQ,20260202,202602,0.20945074409246445,0.2061185377339522
QQQ,20260203,202602,0.16326862201094627,0.16281189024448395
QQQ,20260204,202602,0.26994330368258734,0.26803390275348316
QQQ,20260206,202602,0.20594186927465832,0.20293374995098395
QQQ,20260209,202602,0.18766751249923425,0.18484210551661603
QQQ,20260212,202602,0.2465178743004799,0.24575410410761833
QQQ,20260213,202602,0.21756312251091003,0.21516898487295424
QQQ,20260217,202602,0.1674512717872858,0.16650796867907047
QQQ,20260218,202602,0.21333354010301478,0.21122931820504806
QQQ,20260220,202602,0.24679659865796566,0.24564902856945992
QQQ,20260223,202602,0.2870391278582461,0.28530556883882074
QQQ,20260224,202602,0.2369702037642984,0.2358933827456306
QQQ,20260225,202602,0.25104786815314456,0.24571657334936076
QQQ,20260226,202602,0.18592406809329987,0.18592406809329987
QQQ,20260227,202602,0.29443878928820294,0.2943272292613983
QQQ,20260302,202603,0.24341327786445618,0.24015446066856383
QQQ,20260303,202603,0.35619379580020905,0.35461808470162476
QQQ,20260304,202603,0.24170138558437085,0.23859056419339672
QQQ,20260305,202603,0.2921558893643893,0.2902142061636998
QQQ,20260306,202603,0.4141206959528582,0.4118190546120916
QQQ,20260309,202603,0.2810384955476312,0.2765754347338396
QQQ,20260310,202603,0.30362393268767524,0.3003828543073991
QQQ,20260311,202603,0.30491926112482626,0.301940095040106
QQQ,20260312,202603,0.27540143579244614,0.27377750848730403
QQQ,20260313,202603,0.2654560315422714,0.26061722449958324
QQQ,20260317,202603,0.5686953887343407,0.5668612197041512
QQQ,20260318,202603,0.3372814416885376,0.3356701612472534
QQQ,20260320,202603,0.2898423547546069,0.28686998536189395
QQQ,20260323,202603,0.3228015137406496,0.32045356929302216
QQQ,20260324,202603,0.3776779014330644,0.3765067435227908
QQQ,20260325,202603,0.3069063350558281,0.30666424334049225
QQQ,20260326,202603,0.30511181869290094,0.30014160230304254
QQQ,20260327,202603,0.2610692608924139,0.2575715496426537
QQQ,20260330,202603,0.2738938635836045,0.2701169128219287
QQQ,20260331,202603,0.2835800014436245,0.28333644568920135
QQQ,20260402,202604,0.24941803266604742,0.24743719088534513
QQQ,20260406,202604,0.2668599486351013,0.2668599486351013
QQQ,20260408,202604,0.58394377048199,0.5834929736760947
QQQ,20260410,202604,0.4856295594397713,0.4838043503901538
QQQ,20260413,202604,0.35639768838882446,0.35381296408527035
QQQ,20260414,202604,0.28839347818318534,0.2846597498830627
QQQ,20260416,202604,0.383022261893048,0.3807431406834546
QQQ,20260417,202604,0.3208543136715889,0.31845839628401923
QQQ,20260420,202604,0.42432482014684114,0.421172179719981
QQQ,20260421,202604,0.4621058077581467,0.45931904546676144
QQQ,20260422,202604,0.33743204307906766,0.33546368339482474
QQQ,20260423,202604,0.4869486078106124,0.48459704014761695
QQQ,20260424,202604,0.27430331531692953,0.2719713659847484
QQQ,20260427,202604,0.3001110132621682,0.2956985047330027
QQQ,20260428,202604,0.40350386319738446,0.40037815769513446
QQQ,20260429,202604,0.2784600989385085,0.27579319883476605
QQQ,20260430,202604,0.21497477144002913,0.21323272138833999
QQQ,20260501,202605,0.33689633905887606,0.33606353104114534
QQQ,20260504,202605,0.4405972155577996,0.440595158321016
QQQ,20260505,202605,0.28947023696759167,0.287591126473511
QQQ,20260506,202605,0.271211164400858,0.2683539522044799
QQQ,20260507,202605,0.37684066380773273,0.3756479078105518
QQQ,20260508,202605,0.24799158709014163,0.24322763194932656
QQQ,20260511,202605,0.3606557387996603,0.3596788556487472
QQQ,20260512,202605,0.28097687448774067,0.2781992996377604
QQQ,20260513,202605,0.26544074801837697,0.2625260186545989
QQQ,20260514,202605,0.3228124976158142,0.3215295118944986
QQQ,20260515,202605,0.24747447793682417,0.24577508742610613
QQQ,20260518,202605,0.2919922067838557,0.28763044537866816
QQQ,20260519,202605,0.2113207961831774,0.20941970284496034
QQQ,20260520,202605,0.3175542928716716,0.31499743242474165
QQQ,20260521,202605,0.27060968496582727,0.2691320695660331
QQQ,20260522,202605,0.29238151276812835,0.2905285665217568
QQQ,20260526,202605,0.4638278126716614,0.4620169460773468
QQQ,20260528,202605,0.22676009933153787,0.22297295566761133
QQQ,20260529,202605,0.2936647444963455,0.29043942292531333
SPXW,20260102,202601,0.37165246226570825,0.36773439835418353
SPXW,20260105,202601,0.23615099051419428,0.2325211886097403
SPXW,20260106,202601,0.2899329711993535,0.2852548857529958
SPXW,20260107,202601,0.25708819969612007,0.2540191477712463
SPXW,20260108,202601,0.30304812727605596,0.29952698463902755
SPXW,20260109,202601,0.24065877401059674,0.2376068570921498
SPXW,20260112,202601,0.23099243816207438,0.22758066741859212
SPXW,20260113,202601,0.3282253997666495,0.3261054541383471
SPXW,20260114,202601,0.36700089056702223,0.36399246708435173
SPXW,20260115,202601,0.2566053534255308,0.25256657249787273
SPXW,20260116,202601,0.3319724605363958,0.32652921930832024
SPXW,20260120,202601,0.3151866534481878,0.3139265063016311
SPXW,20260121,202601,0.23159716794124016,0.2311039177271036
SPXW,20260122,202601,0.24578503256334977,0.2419834627824671
SPXW,20260123,202601,0.30916525511180654,0.30645641640705223
SPXW,20260126,202601,0.26213376224040985,0.2591923190390362
SPXW,20260127,202601,0.24992133151082432,0.24694695455186508
SPXW,20260128,202601,0.29601436502793255,0.29315004673074274
SPXW,20260129,202601,0.23497383296489716,0.23411977787812552
SPXW,20260130,202601,0.485365616486353,0.4841114843592924
SPXW,20260202,202602,0.2092300376721791,0.205833265291793
SPXW,20260203,202602,0.2560158441464106,0.25279421359300613
SPXW,20260204,202602,0.32691368758678435,0.32485327670971553
SPXW,20260206,202602,0.20248681101305732,0.19977179118271532
SPXW,20260209,202602,0.19793738512431874,0.19422339385046677
SPXW,20260210,202602,0.32759347908637104,0.32291975748889584
SPXW,20260212,202602,0.31778406351804733,0.31767741590738297
SPXW,20260213,202602,0.21956233199565642,0.21643074241376692
SPXW,20260217,202602,0.2345852330327034,0.23319139225142343
SPXW,20260218,202602,0.23107192913691202,0.2282778358820713
SPXW,20260219,202602,0.3210968439068113,0.3194397049290793
SPXW,20260220,202602,0.2620811969041824,0.26063352227211
SPXW,20260223,202602,0.24010483832920299,0.237612404367503
SPXW,20260224,202602,0.20620287823326447,0.20337758739204967
SPXW,20260225,202602,0.2542805535828366,0.25037536068874244
