ticker,trade_date,month,frozen_error,adapted_error
SPXW,20260226,202602,0.2222004771232605,0.22157584726810456
SPXW,20260227,202602,0.3559660210328944,0.35484303621684804
SPXW,20260302,202603,0.23575560347392008,0.23311437265231058
SPXW,20260303,202603,0.24417199996801522,0.24244402922116792
SPXW,20260304,202603,0.21286094933748245,0.2098081676023347
SPXW,20260305,202603,0.29228188615778217,0.2905792529168336
SPXW,20260306,202603,0.34216295182704926,0.3416155129671097
SPXW,20260309,202603,0.2517673452110851,0.24893737803487218
SPXW,20260310,202603,0.23179890741320217,0.2286365089171073
SPXW,20260311,202603,0.29914613580331206,0.29707134468480945
SPXW,20260312,202603,0.23836812220121684,0.23741508000775388
SPXW,20260313,202603,0.2776809962409915,0.2748402510628556
SPXW,20260316,202603,0.3141841685230082,0.31340070881626825
SPXW,20260317,202603,0.3122213652421688,0.30948582856819545
SPXW,20260318,202603,0.3170958140066692,0.31599809300331844
SPXW,20260320,202603,0.21088078753514725,0.20944766429337588
SPXW,20260323,202603,0.3460548631846905,0.34479700215160847
SPXW,20260324,202603,0.2988335183438133,0.2965698058114332
SPXW,20260326,202603,0.25548217197259265,0.25222981423139573
SPXW,20260327,202603,0.25764230411985645,0.2550814397957014
SPXW,20260330,202603,0.23726737424731253,0.2346889466047287
SPXW,20260331,202603,0.23744441270828248,0.23527943193912507
SPXW,20260401,202604,0.18240924156976468,0.17918907896135794
SPXW,20260402,202604,0.24106896690586033,0.2352940753540572
SPXW,20260407,202604,0.3747312128543854,0.3749173879623413
SPXW,20260408,202604,0.3371563218533993,0.3360625132918358
SPXW,20260409,202604,0.25687820980182063,0.2541079750427833
SPXW,20260410,202604,0.2945280408158022,0.29305582975640015
SPXW,20260413,202604,0.28031498544356404,0.27866750079042774
SPXW,20260414,202604,0.22611808207105188,0.2223258838057518
SPXW,20260415,202604,0.1883105315706309,0.18507182028363733
SPXW,20260416,202604,0.2976220470407735,0.2964031722234643
SPXW,20260417,202604,0.24829533257905176,0.24511921975542517
SPXW,20260420,202604,0.2763963074368589,0.27387519049293857
SPXW,20260421,202604,0.3441617770918778,0.34123034349509646
SPXW,20260422,202604,0.23993642650106373,0.23794271906509118
SPXW,20260423,202604,0.32804445199894183,0.3257640871134671
SPXW,20260424,202604,0.2246601084137664,0.2226652213755776
SPXW,20260427,202604,0.2569396309554577,0.25539366221603227
SPXW,20260428,202604,0.27609171236262603,0.27332259714603424
SPXW,20260429,202604,0.2609817547833218,0.2581344509825987
SPXW,20260430,202604,0.2281953435052525,0.2267674496679595
SPXW,20260501,202605,0.2319909632205963,0.23161433935165404
SPXW,20260504,202605,0.33562050715965386,0.3347252725678332
SPXW,20260505,202605,0.23387706542716308,0.23109420739552555
SPXW,20260506,202605,0.2579715707722832,0.2557593194000861
SPXW,20260507,202605,0.30784159372834596,0.30616512368707094
SPXW,20260508,202605,0.25000300740494447,0.24776281942339504
SPXW,20260511,202605,0.25328515601508755,0.2508669039782356
SPXW,20260512,202605,0.2652280882877462,0.2623339742422104
SPXW,20260513,202605,0.22306626728352377,0.2199337561340893
SPXW,20260514,202605,0.25821662387427163,0.25661977073725534
SPXW,20260515,202605,0.2430398857051676,0.240710204297846
SPXW,20260518,202605,0.30844499302261014,0.3059570394894656
SPXW,20260519,202605,0.22418270848299326,0.22170045109171616
SPXW,20260520,202605,0.25414971788139906,0.25235698635087295
SPXW,20260521,202605,0.24673568457365036,0.2448520392179489
SPXW,20260522,202605,0.25257408060133457,0.25117505388334394
SPXW,20260526,202605,0.2428504145320724,0.24033603159820333
SPXW,20260527,202605,0.28191491304075017,0.28019507974386215
SPXW,20260528,202605,0.22709638986623648,0.2245517544674151
SPXW,20260529,202605,0.25829142244423137,0.2568783164024353
SPY,20260102,202601,0.397334178740328,0.39441261101852765
SPY,20260105,202601,0.2510427556493703,0.24812963780234842
SPY,20260106,202601,0.29475984315980563,0.2906798923557455
SPY,20260107,202601,0.26482679410015836,0.2621978562982643
SPY,20260108,202601,0.2983354387037894,0.29489676347550225
SPY,20260109,202601,0.2573864113899969,0.2538103393969997
SPY,20260112,202601,0.2571750436635578,0.25391195363858166
SPY,20260113,202601,0.29319738915988375,0.29118816554546356
SPY,20260114,202601,0.45627810323939605,0.45413605824989434
SPY,20260115,202601,0.2786017700153239,0.27576866789775734
SPY,20260116,202601,0.2713169705341844,0.26683380191817
SPY,20260120,202601,0.4502310364142708,0.44978960571081744
SPY,20260121,202601,0.3135611816094472,0.31299447554808396
SPY,20260122,202601,0.3035758514614666,0.29889417658833894
SPY,20260123,202601,0.2744695640662137,0.2711735608823159
SPY,20260126,202601,0.2627798594972667,0.26046786632607966
SPY,20260127,202601,0.24929543277796576,0.2469150619033505
SPY,20260128,202601,0.34706015183645134,0.34288334977977414
SPY,20260129,202601,0.2233846914023161,0.2229769565165043
SPY,20260130,202601,0.44568806886672974,0.4446011343423058
SPY,20260202,202602,0.2905324364409727,0.28929615064578895
SPY,20260203,202602,0.28931171326867994,0.2864099077640041
SPY,20260204,202602,0.3117232666961078,0.30933001791608744
SPY,20260206,202602,0.22224984806159448,0.22120734946481113
SPY,20260209,202602,0.20607617103001652,0.20392148919841824
SPY,20260210,202602,0.32580558278343896,0.323410491374406
SPY,20260212,202602,0.44791029393672943,0.44711387157440186
SPY,20260213,202602,0.22627271062904789,0.22427726320682034
SPY,20260217,202602,0.2553831509181431,0.2544440211994307
SPY,20260218,202602,0.26683830989129614,0.26561158760027453
SPY,20260219,202602,0.5069158772627512,0.5045462846755981
SPY,20260220,202602,0.29663884043693545,0.29547587037086487
SPY,20260223,202602,0.30694115293376584,0.3054105258163284
SPY,20260224,202602,0.2285990907865412,0.2270982554730247
SPY,20260225,202602,0.3810451140298563,0.37550251010586233
SPY,20260226,202602,0.33166212737560274,0.3311566114425659
SPY,20260227,202602,0.3616398336256252,0.3603377403581844
SPY,20260302,202603,0.2500914770823259,0.24595826061872336
SPY,20260303,202603,0.33858833415433764,0.33509072102606297
SPY,20260304,202603,0.28765043563076426,0.2842851552580084
SPY,20260305,202603,0.30550223459368164,0.3026286843030349
SPY,20260306,202603,0.4021701397640364,0.39961165615490507
SPY,20260309,202603,0.317354720304994,0.31323686943334694
SPY,20260310,202603,0.29648048868950677,0.2927199562682825
SPY,20260311,202603,0.3324616774916649,0.3282512999139726
SPY,20260312,202603,0.33201077828804654,0.3311532214283943
SPY,20260313,202603,0.3008455999872901,0.2958027756575382
SPY,20260316,202603,0.48129764530393815,0.47901835044225055
SPY,20260317,202603,0.43728353751116783,0.43365232903381873
SPY,20260318,202603,0.38342340055264923,0.3810893391308032
SPY,20260320,202603,0.27623695383469266,0.27415234719713527
SPY,20260323,202603,0.39849975605805715,0.39594094455242157
SPY,20260324,202603,0.3785047057796927,0.37517401093945785
SPY,20260325,202603,0.28293078144391376,0.28297198315461475
SPY,20260326,202603,0.28526581774155296,0.28034052401781084
SPY,20260327,202603,0.3025698033363923,0.29841855751431506
SPY,20260330,202603,0.2747528120875359,0.27119673863053323
SPY,20260331,202603,0.2783553458750248,0.2756435416638851
SPY,20260402,202604,0.2921237770248862,0.2872123757705969
SPY,20260407,202604,0.24484508335590363,0.24380445182323457
SPY,20260408,202604,0.5423005544825604,0.5420809913622705
SPY,20260410,202604,0.37581265805398717,0.3738771712078768
SPY,20260413,202604,0.30709196977755604,0.30422813620637446
SPY,20260414,202604,0.29867488145828247,0.29464709934066324
SPY,20260416,202604,0.41377974126268835,0.41203946401091185
SPY,20260417,202604,0.3151925837292391,0.3125732028309037
SPY,20260420,202604,0.39209305100581227,0.38963304153260064
SPY,20260421,202604,0.45919920078345705,0.4567200802266598
SPY,20260422,202604,0.3744598513140398,0.3726546312956249
SPY,20260423,202604,0.4467574917908871,0.4447837539694526
SPY,20260424,202604,0.2866288300822763,0.28441760469885435
SPY,20260427,202604,0.3370925315162715,0.3349846342907232
SPY,20260428,202604,0.4154124996241401,0.41231020978268457
SPY,20260429,202604,0.31500795790377784,0.31091485260164037
SPY,20260430,202604,0.29477903293445706,0.291774844750762
SPY,20260504,202605,0.4422448005746393,0.4402460521634887
SPY,20260505,202605,0.3145092791494201,0.31182612960829453
SPY,20260506,202605,0.34196440700222464,0.3397171479814193
SPY,20260507,202605,0.38990429613520117,0.3875685544574962
SPY,20260508,202605,0.3421379297095187,0.3398016134605688
SPY,20260511,202605,0.38389792118002386,0.3804333937518737
SPY,20260512,202605,0.38580255385707407,0.38276393054162755
SPY,20260513,202605,0.31045442775768395,0.30748150453848
SPY,20260514,202605,0.33838122688672123,0.33619530981077866
SPY,20260515,202605,0.27177194302732294,0.26964170147072186
SPY,20260518,202605,0.35560423004276615,0.3521159628734869
SPY,20260519,202605,0.2928690094696848,0.2905579366182026
SPY,20260520,202605,0.3487423022880274,0.3475813190726673
SPY,20260521,202605,0.3964140759064601,0.39456388583550084
SPY,20260522,202605,0.32323887618258595,0.3208457212895155
SPY,20260526,202605,0.4010295916129561,0.3990522132200353
SPY,20260527,202605,0.42755092811935086,0.4257366376764634
SPY,20260528,202605,0.3382922695018351,0.3367245448753238
SPY,20260529,202605,0.35882320386521954,0.35698311030864716
