feature,importance
ib_range_bps,15894.70508825779
oi_diff,9939.8372579813
dist_ib_high_bps,5265.408585190773
dist_ib_low_bps,4596.620661973953
iv_diff,3952.939819097519
minute,2985.0586688518524
ret_30m_bps,2059.6274696588516
nearest_level_abs_bps,1895.1068539619446
vega_diff,1399.8414776325226
spread_pct_diff,1304.4742588996887
ret_15m_bps,1236.34930062294
volume_diff,1177.8331326246262
ret_5m_bps,1037.3065112829208
iv_diff_chg_15m,1019.1869486570358
volume_diff_chg_25m,1008.050283074379
iv_diff_chg_25m,975.4861226081848
abs_delta_diff,969.2286814451218
iv_diff_chg_5m,821.6316108703613
spread_pct_diff_chg_25m,772.9675188064575
ret_1m_bps,757.3664492368698
volume_diff_chg_15m,743.1078077554703
volume_diff_chg_5m,678.8041298389435
spread_pct_diff_chg_15m,668.343132019043
vega_diff_chg_25m,660.2823605537415
vega_diff_chg_15m,648.8690186738968
abs_delta_diff_chg_25m,638.3982285261154
abs_delta_diff_chg_5m,576.5345094203949
vega_diff_chg_5m,561.5467202663422
spread_pct_diff_chg_5m,523.4948902130127
abs_delta_diff_chg_15m,513.0010192394257
