epoch,score,train_ce,train_pred,train_sig,train_straight,train_total,train_vic,train_vis,val_acc,val_ce,val_pred,val_sig,val_straight,val_total,val_trade_precision,val_trade_rate,val_vic,val_vis,val_z_effective_rank,val_z_effective_rank_ratio,val_z_max_pc_var_ratio,val_z_mean_abs,val_z_median_dim_std,val_z_min_dim_std,val_z_n,val_z_near_zero_std_dims,val_z_z_dim
1,0.7048434093594551,1.0947770634311693,0.17356944607546726,0.3625666292935225,2.7161448391705365,0.47449263025667887,0.4116081044477483,0.5448169289787724,0.40379637479782104,1.086422085762024,0.3882870078086853,0.19801653921604156,1.9639662504196167,0.62640380859375,0.3878116309642792,0.6229507923126221,0.22725500166416168,0.4449562728404999,2.979865550994873,0.18624159693717957,0.6543883681297302,0.17281022667884827,0.5374323725700378,0.34214890003204346,2318,0,16
2,0.867900762706995,1.0680541800374785,0.5623921797218622,0.15322909107405486,2.630660836022012,0.7797378495984322,0.17076578389412023,0.2976190261615046,0.3955996632575989,1.0840034484863281,0.5803930163383484,0.15315105020999908,1.915919542312622,0.7946456670761108,0.3715277910232544,0.6212251782417297,0.1433974802494049,0.3053743541240692,3.311673879623413,0.20697961747646332,0.4965636730194092,0.19010625779628754,0.7908467650413513,0.7009391784667969,2318,0,16
3,0.6852636337280273,1.056247124980941,0.556494008928352,0.1116893919070078,2.6117940601326426,0.7531839523603707,0.10749738962893214,0.2260856794300888,0.40897324681282043,1.0763624906539917,0.42500999569892883,0.1367846429347992,1.924467921257019,0.6249635219573975,0.38793694972991943,0.6294218897819519,0.08990700542926788,0.2584522068500519,4.1407928466796875,0.25879955291748047,0.4322512149810791,0.18608646094799042,0.7524279952049255,0.6692336201667786,2318,0,16
