arm,ticker,month,status,selected,deploy_config,distance_cap,training_months,selection_months,seed,delta_bucket,daily_cap,cooldown_minutes,model_artifact_path,model_artifact_sha256,coreset_path,coreset_sha256,coreset_rows,policy_artifact_path,policy_artifact_sha256,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
patchcore,SPXW,202601,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509","202510,202511,202512",20463219,25,4,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202601.pt,8112BD0F1AB512DCAD27B5C8E0A1788C196E56BAB4D24436EC0B0620E4F4A0E8,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPXW_202601.npz,FE934E3D11108CBBA6078D79EF802D452BC0E788EF20846D79EB42684DB4A321,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPXW_202601.json,8546FF08D6986B542D98A566A53865594BB8970C12831B77D7027AC4B18876F1,94,0.425531914893617,0.863737011617352,-4.469721429454438,-0.04755022797291955,-9.579059909165785,0.7978723404255319,37,0.4594594594594595,-0.23276408436510598,-9.111859244485533,8.72091936083266,-1.951110264582442,0,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPXW,202602,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510","202511,202512,202601",20463220,25,4,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202602.pt,593FCEB18E5AD0AABDDD2846784CB741C6E99A9001997572B8FBED04BC805BA3,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPXW_202602.npz,34F16C595013E4D73A9220F25BDF9ABAA9ED3BAD30A36AB8D890F0C8FD59B8A8,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPXW_202602.json,3E055B803939DA6E075258C8E8EBC71BDA668780EE9CEE2EB80046A899BEB578,111,0.3963963963963964,0.8586401379422273,-5.928587596766854,-0.05341069906997166,-10.237995557682487,0.38738738738738737,48,0.375,-0.5111036769092703,-10.237995557682494,14.831793882827476,-2.501741543114919,16,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPXW,202603,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",20463221,25,4,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202603.pt,9F444E08BB8132EBE4176C402550BC66CF33BEB94DC9ACA68A82D3ECEC7342AD,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPXW_202603.npz,6739567F27400EABBC5157F7137E29C6A99BE19E24FAA6633FF6A86E3D9CE7ED,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPXW_202603.json,E16C97A026750373C6F2050850ED6B4CA733CD4F586DEFB1B127CA90C46CACFA,108,0.3425925925925926,0.7816052897469818,-9.221724612295164,-0.085386339002733,-16.45152353146344,0.046296296296296294,45,0.3111111111111111,-0.6097560826686785,-15.905708499619688,15.50064387300656,-1.6808834057286663,19,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPXW,202604,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",20463222,25,4,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202604.pt,956F915AECF2FA4510DE9236904698C5BDD70409EA36BC7EFD883661F610000B,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPXW_202604.npz,BB8956B512A005F090A0629E96271035352AA54458FD6E0DE89C26C95E6D44A1,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPXW_202604.json,9C096E787E304E73A58C2B19B658C19A08FB1F2F41D5ABF894D734B5CCF444CE,97,0.35051546391752575,0.8121162286590259,-6.905242451068247,-0.07118806650585821,-12.016277687612124,0.30927835051546393,45,0.3333333333333333,-0.6,-11.34961100385452,13.39872049385833,-1.9403693047425925,9,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPXW,202605,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",20463223,25,4,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202605.pt,EA75DE4B8C19FD849CAF161CCA9125202021A4600F6666F852487669C3636038,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPXW_202605.npz,6879E2970CB6253B28729757E47694FA3CC9690DA241919ADC265D23724D8069,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPXW_202605.json,878444A5705549ECEF0A48BA69C218017CEC7D5F05C6D792940B91D34B0E4DF2,102,0.3333333333333333,0.7523617032218906,-10.05116109726069,-0.09854079507118324,-11.510441075918857,0.3431372549019608,45,0.35555555555555557,-0.5035865342636773,-10.19916952329377,12.631217024481519,-1.2566923266132892,14,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPY,202601,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509","202510,202511,202512",20463219,35,1,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202601.pt,8112BD0F1AB512DCAD27B5C8E0A1788C196E56BAB4D24436EC0B0620E4F4A0E8,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPY_202601.npz,EEC3324D1723F7458AFCDA1510B5724E1FEA6FACA63DA7ADB5D72AC8D134846F,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPY_202601.json,A4D5C68675D3507195759F98E4B3DEF1B264779F675DD38533D2A548F237CC5B,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPY,202602,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510","202511,202512,202601",20463220,35,1,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202602.pt,593FCEB18E5AD0AABDDD2846784CB741C6E99A9001997572B8FBED04BC805BA3,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPY_202602.npz,D0E672F92846AC869045596EF422EA1D8EF48DE5E6961F5E5D30C28B33E50C6F,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPY_202602.json,064BF42949B8536F76231710F1AFFBC31408510867B6CDDFAB53AFF9AFAD39B8,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPY,202603,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",20463221,35,1,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202603.pt,9F444E08BB8132EBE4176C402550BC66CF33BEB94DC9ACA68A82D3ECEC7342AD,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPY_202603.npz,D5DAD69F30ADEFB6F4AE31A2CFBFC5E6DDFB88A88BC95C33707F700BB0A50960,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPY_202603.json,10ECE3780C0CD40028CC438F696F1CE2E3992FCA9423F17C38266DA66F77837C,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPY,202604,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",20463222,35,1,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202604.pt,956F915AECF2FA4510DE9236904698C5BDD70409EA36BC7EFD883661F610000B,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPY_202604.npz,D6861AEAFE6E247AB340D117EB85D1BACEEFDA022B3B14A27157B8BCD5B428D1,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPY_202604.json,1CC47780A828A5D5AD8322AE081C76111422D3F902B34125F79A05A920F20F97,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
patchcore,SPY,202605,invalid_validation,False,ABSTAIN_NO_VALID_POLICY,,"202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",20463223,35,1,0,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202605.pt,EA75DE4B8C19FD849CAF161CCA9125202021A4600F6666F852487669C3636038,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_coreset_artifacts\patchcore_SPY_202605.npz,84EAB781CBB666F662D3417E28619E9D69BFCA43EA9171E0ABEC755048DE7BE5,128,research_papers\JEPA\results\_diagnostics\portfolio_patchcore_abstention_exact_runtime_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_patchcore_SPY_202605.json,75E3FF2D5FE94E75EB0A3CFC8654D625E51D8B28C55C462DA7F8E38D5FB2D10A,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
