feature,importance
ib_range_bps,13079.502478837967
oi_diff,9143.376510381699
dist_ib_low_bps,4380.624937653542
dist_ib_high_bps,3581.4462386369705
iv_diff,3261.90434217453
minute,2245.237103700638
ret_30m_bps,2049.8641679286957
nearest_level_abs_bps,1845.7844606637955
volume_diff_chg_25m,1141.7196702957153
ret_15m_bps,1131.1851407289505
spread_pct_diff,1127.0450309515
volume_diff,1103.6992616653442
iv_diff_chg_25m,1098.0440801382065
iv_diff_chg_5m,1098.0230292081833
abs_delta_diff,1056.9464002847672
ret_1m_bps,1048.6863597631454
volume_diff_chg_15m,1048.593021273613
ret_5m_bps,1031.0158809423447
vega_diff,939.4083009958267
iv_diff_chg_15m,906.1917083263397
volume_diff_chg_5m,905.9233310222626
vega_diff_chg_5m,862.2196418046951
spread_pct_diff_chg_5m,814.7308707237244
vega_diff_chg_15m,764.742929816246
abs_delta_diff_chg_25m,762.292517542839
spread_pct_diff_chg_15m,713.3830305337906
vega_diff_chg_25m,700.0213787555695
abs_delta_diff_chg_15m,699.0718700885773
abs_delta_diff_chg_5m,674.7122902870178
spread_pct_diff_chg_25m,658.0190093517303
