ticker,trade_date,source_sha256,underlying_rows,required_window_minutes,expected_required_window_minutes,out_of_scope_invalid_rows
QQQ,20230222,cb9f0667ff41dd9fda2df83423869c8e66cdd10c2c6a97dd9fbd4310c467923c,391,390,390,0
QQQ,20230223,05f3d0fd119871a5ef3b9a1119ddcc62cbde418291eb303c67e5eff7396d4057,391,390,390,0
QQQ,20230224,9405b0b8b1aeaa8b87d6fab83e359b06d8379a806a3ff0b392ba17b5cc033fff,391,390,390,0
QQQ,20230227,059ac194adaf754a7db68a6f9b68900bd07b13bbd31114310cba42cb934372d2,391,390,390,0
QQQ,20230228,e0fa3ab713879d86bf27fc79fa9b94eecc1bbd8c67a0abaab5884abd2b8c4d87,391,390,390,0
QQQ,20230301,7ccf66f18f46cd1620c0673146345040d139834f94c27c3c48a83e9b9e41ee59,391,390,390,0
QQQ,20230302,f1c55f5162cf9bf488c44194482b7baeaadc65ea20d731163e7163564af7b072,391,390,390,0
QQQ,20230303,30cad8014deac9cc00c55d4087d1989f72aed1072371b3ee2af474d09de6dd99,391,390,390,0
QQQ,20230306,d0550fa2e80f1407b7209ce4473e8a15976a5ac66ebf99e51a341c34d70242c7,391,390,390,0
QQQ,20230307,00e41017ba9482bbdf3fd5ea9824911ed6979f3d9a284fbc06711cd12dba0623,391,390,390,0
QQQ,20230308,5720b956095d4e7d8129fd12b5f9841f80d56c76e5de77d26dbd26906da16c36,391,390,390,0
QQQ,20230309,38c49d90f2f7463789bf293b81a1fa437ec75e9be375508d466f18c2117275cb,391,390,390,0
QQQ,20230310,000842e65be917496f6c82dc43a080b01ee789e038e2bb1fa6e627a90134fce0,391,390,390,0
QQQ,20230313,731ffd0ac4f3bdca2589a5bd4b2ae17bcf279bd3b47b2d7c7bba311d66fb24a0,391,390,390,0
QQQ,20230314,4264f6462f12fc57c08e7c447907bc55a410703ca87e827d1b6770d2a4186476,391,390,390,0
QQQ,20230315,e7445bec12df178cd68b5f565f19e4a4fbf00c2b2476918307b79a2be8413dd9,391,390,390,0
QQQ,20230316,7204600d63fef5662a65b0f58a0b4b1439cc528a238de3f2e82cc38649a47992,391,390,390,0
QQQ,20230317,af128fc201edc3365dc0d9b97bb4d64c32900042dc8b0b6f05884c5d74ee8264,391,390,390,0
QQQ,20230320,a28cc3c17dace1b17c02dc8a330fc4db7be1dc5fcac6641629a860e41fe860ec,391,390,390,0
QQQ,20230321,d4472e25a7ecf3dc7b3c4190acd55b6bbc008b281e2637e27b07bb3d47971cfc,391,390,390,0
QQQ,20230322,a68f115ba6b40f6eed087d63b62327162a7c265001258c263525957898ae58d1,391,390,390,0
QQQ,20230323,713d55a1b85cb08dde7d77d5ba4e8bf761919df75162f0a74764370eba780287,391,390,390,0
QQQ,20230324,95fba2a7dd78302028be91d42523b9f65d3df0b2ee6fe99dbf97ad0053641a27,391,390,390,0
QQQ,20230327,768617bd8c31791dd6ebe8fb4ccb226ee42f1e15a336f2cf8d2eaf599fcf98d6,391,390,390,0
QQQ,20230328,4d48753a913ff2146401c2432c0454cb21cb7ea4c47bb81d7e7c4220738ab40a,391,390,390,0
QQQ,20230329,3347c47fb03cc439e1e719b16b3668fcc908fe2f42eacf469704cdb84c814829,391,390,390,0
QQQ,20230330,12cbabc9b05943319f5df5605e79c5ff9754c26be76392367de6e5716147230f,391,390,390,0
QQQ,20230331,f8787957fecf7217dd45039a9a80e58ab86ead18c53a2dd13b8c8d5920e395a1,391,390,390,0
QQQ,20230403,9750ae8d6a7986466226a4525eb7779acefb9c34741bc1d9716300228abf293a,391,390,390,0
QQQ,20230404,f826895134eead5e5143db43be0d34cbee0e4bdb4e377209750f1adc0a0cfb08,391,390,390,0
QQQ,20230405,622ef4754f1b732d8e08b598b6cf21a5c3d13bc5f5beeb9bcd0048c9d49bde22,391,390,390,0
QQQ,20230406,9be4ec6b7940f052a20f0bc2a89f9d3084baf315ec2be3d8799c4e754aaf4b0b,391,390,390,0
QQQ,20230410,c6b3e1bd60a211534d41a1c1486978c2b57aabe864b41355c8cdb4812236446f,391,390,390,0
QQQ,20230411,00c943e8ca40cdff368c04ac63e59932e87c167e919367f7dcad29630ecb6445,391,390,390,0
QQQ,20230412,17f07145d1b5eab0dd09ddd9b1f1a4c6a996f072f16ea4c0621087d30743aeab,391,390,390,0
QQQ,20230413,ed54c4462c2fc8a956ecf592cf42190fc545a0b5bbbb9f95ccefc4c665292bd6,391,390,390,0
QQQ,20230414,76ca54004fdc3fbe268373fef6b5afe8349f8c0775c4724ce61d24b6e886d5b7,391,390,390,0
QQQ,20230417,17b8f12f12fd20a6cbd509984fffdbd4ee40012a9ec22217b2194a52eece5a9d,391,390,390,0
QQQ,20230418,e94f6987c51747ee26fb687d78e0e901380ba0269cc624cde46de04dfc241b62,391,390,390,0
QQQ,20230419,2250d09cf730d6c9359fff19208d2f01c592f1ff86270dd80b8b2c3b86c3fc0d,391,390,390,0
QQQ,20230420,912dc7894339d02a39365fa9c47fc953a0f36e4724d082964915843a7d19e9b3,391,390,390,0
QQQ,20230421,3bfb61678e911b64435ee605b1c61c85511f43fd693866ceea14f0b3cb7723dd,391,390,390,0
QQQ,20230424,22f92e98934e8e3c7596df8ca1b843cd775e39980d9864c44d64377af0ea69dc,391,390,390,0
QQQ,20230425,e6ee243c77d100ad5c650942967d18264892a9791f9e482f3688912c9bc3bf24,391,390,390,0
QQQ,20230426,744ed40572d4daed958e43bd9b858c726cc490843ccf7e58c3607f949653d42a,391,390,390,0
QQQ,20230427,d09d8a07b6be9cd82736bd7d99ac2ab760a099162e733c7013929fc01da650cf,391,390,390,0
QQQ,20230428,7c1842b6cceb6c31f35639a22bbbebd494fd9b7a2ec3a82233d465c2c2846b9e,391,390,390,0
QQQ,20230501,d8c47665790c33aadfe0875d62fe6c4a3db0ab78d9de634dd3bc4e3736780140,391,390,390,0
QQQ,20230502,93003a9de41a43a35e7f759295c5adc607a1ce4b0e3799eb101ecfa198f25d0c,391,390,390,0
QQQ,20230503,6f64b538fb75202328f3d3947b96d993f2189da383d0d23ec5d4a070f1f43a1c,391,390,390,0
QQQ,20230504,e52c788feb0538eb9e2fea90f4cba23831fbc6f6fb86c5e53b1b74e37fb93d5b,391,390,390,0
QQQ,20230505,5099cfaa8856036e2847bb757da06654881e3682ad007d03f5a6897fe69888f4,391,390,390,0
QQQ,20230508,907ad53431d41d0ddee0e7406957bfdbb4ea05a597d47f2fd38bf2c9270f8ff5,391,390,390,0
QQQ,20230509,1c711c51810a1149dd73e8f9bb37addc4f43ac737609370d884753615234a766,391,390,390,0
QQQ,20230510,ce86540c53d027494345b8a7001acbb9af9bbb937bef8de7be6850c222a18ebe,391,390,390,0
QQQ,20230511,adf2e831a077f5659e394b4dab6e576160b2fb4dde66d5fed2ce0d1936b18f50,391,390,390,0
QQQ,20230512,e9e907a1cc1ede7f882f681c7640436d08acd566dafba39970db32d6855824b0,391,390,390,0
QQQ,20230515,2fe0dc94f275c9bd0f0b58d9d735b581bfab3bb4949ddc530b71f9500da2c9fa,391,390,390,0
QQQ,20230516,40bf602cc8c4d4745c46d45aa94bcac0811841f43d416302b7b5527455967381,391,390,390,0
QQQ,20230517,75775e74858380087162f97445844d8b5ecfd1b1d2b9dd4f85a558eddb05d030,391,390,390,0
QQQ,20230518,36709458d5cc5c01914769b636b1417b5d3a2af8c86c1e005fbe9fcfec531279,391,390,390,0
QQQ,20230519,7857a64d2de34baa331198a4b593a80e61772f696025d073e8a00476fe651065,391,390,390,0
QQQ,20230522,d60a324501bd4a0acd43a6d19d4cc53e46a685f49902c01a50c6e9f350a5236d,391,390,390,0
QQQ,20230523,318772b01b22af455bbd7ca3d89f2d676b343a28cd306e538731a21b18ead12d,391,390,390,0
QQQ,20230524,46f44313ed3b9db8787c5e47dda3558bce09a1093038ad342d4533cafec8f3cb,391,390,390,0
QQQ,20230525,1a8a7cc3adac585f43c1ae7f35dd52f2266a1f0b4a7e83619c0a5341dbbd6171,391,390,390,0
QQQ,20230526,43e6055b6158cf1b13f71a7958c9d35b02f17a649ecfe863038e830c2516388e,391,390,390,0
QQQ,20230530,215aa32c6aaf15ed94b05615c714333e91dbf7c7e5343ee699712088e7e81671,391,390,390,0
QQQ,20230531,4c67d97cdb8f0ae04b7affe0432f005e2e2c235e48b7001d9b161bf0fc83465a,391,390,390,0
QQQ,20230601,1b75a524dd0b8bb18ce81f6eb2096a6d80cb3422aecaa9e319d87b5684aa7578,391,390,390,0
QQQ,20230602,e9eef30a2217b15a15df1f6dd0abc3906129514e2695e050c7091fb9d015ca9c,391,390,390,0
QQQ,20230605,911befaccf4a672bddf07ac36be3e1538e76d2d3526feb7120e3e972237ad05e,391,390,390,0
QQQ,20230606,a361f23aa0a09bf0d39736efe71c6744018fc79eba79f2032554412261b251d2,391,390,390,0
QQQ,20230607,22ec6539d8d9ca639295a119b8dd7bcbf53c9c5901fca75054d61a0865e1a4c8,391,390,390,0
QQQ,20230608,cc6b47238fff4d5b2a45fa3cbd7da2afa8a194be7af651e1d31ea17b4b005062,391,390,390,0
QQQ,20230609,98a7803128916789fa3b0a9635807b2c0732eea6888db212bde16787d3ba01a5,391,390,390,0
QQQ,20230612,5ee2784c8ccad5a6870c641e10b77bb349bd90ac8a1721a0b50349510101feeb,391,390,390,0
QQQ,20230613,63b4e14bd25f30887244877c35513c4efa4c3fb1c0986432ccd698d3c7cb34fe,391,390,390,0
QQQ,20230614,608ae47f52353a0c4754352fc37ddc40ffb7d950f58142dbdc91f265a8bfdb8b,391,390,390,0
QQQ,20230615,7f51aada144475293883c35469d21015bb3d064b38d40709f06830b62ae27a9b,391,390,390,0
QQQ,20230616,79ff6a75b003f88c96b4420031d8de70f8d4472b45baf50bffd84ed329731cbe,391,390,390,0
QQQ,20230620,52ac3d5ec26851a02f1facab1b7d504ee20fe90eea9f8199aca1d41b560e0667,391,390,390,0
QQQ,20230621,b8e622e19b140b369e4db6e62757ecbabaa6a69099b601df2cda331ad41a842e,391,390,390,0
QQQ,20230622,daa73565c16aca969f1bfb0221797da73c6f9deb4d25f3384b0f1749d0094c6d,391,390,390,0
QQQ,20230623,4214f0157cd97b73ab7431b970b65caa64b963fc40689216aeae2e500648d3cb,391,390,390,0
