feature,importance
ib_range_bps,14153.273594141006
oi_diff,9373.010956406593
dist_ib_low_bps,4002.6274178028107
dist_ib_high_bps,3987.9764355421066
iv_diff,3824.855562567711
minute,2817.2682090997696
ret_30m_bps,2219.4985704421997
nearest_level_abs_bps,1781.2295203208923
vega_diff,1455.0695106983185
spread_pct_diff,1392.29833984375
ret_15m_bps,1250.0331892967224
abs_delta_diff,1115.9402083158493
iv_diff_chg_25m,1066.1231280565262
ret_5m_bps,1061.7633528709412
iv_diff_chg_5m,1055.8402823209763
spread_pct_diff_chg_25m,959.9916657209396
ret_1m_bps,942.3389792442322
spread_pct_diff_chg_5m,839.1404898166656
spread_pct_diff_chg_15m,817.2735607624054
volume_diff_chg_15m,815.8408800363541
volume_diff_chg_5m,795.9657428264618
volume_diff,779.0361394882202
iv_diff_chg_15m,754.0055605173111
vega_diff_chg_5m,750.3402996063232
vega_diff_chg_25m,722.835299372673
vega_diff_chg_15m,679.7519011497498
abs_delta_diff_chg_25m,643.5859109163284
abs_delta_diff_chg_5m,613.5643212795258
volume_diff_chg_25m,589.2116087675095
abs_delta_diff_chg_15m,543.4145811796188
