feature,median
dte_days,0.0
minute,755.0
spot,531.469970703125
underlying_volume,60.0
dist_ib_high_bps,-11.540000851979233
dist_ib_low_bps,39.014565537024176
dist_fib_127_up_bps,-29.26924882733413
dist_fib_161_up_bps,-51.59132848685434
dist_fib_200_up_bps,-77.46017079159
dist_fib_127_dn_bps,51.49401502681566
dist_fib_161_dn_bps,73.42554654963132
dist_fib_200_dn_bps,100.92623990080317
nearest_level_abs_bps,6.407305468952626
ib_range_bps,61.335414556687766
ret_1m_bps,0.0
ret_5m_bps,0.18860208249815713
ret_15m_bps,0.3840570213775596
ret_30m_bps,0.7164032211415261
call_d15_available,1.0
call_d15_strike,534.0
call_d15_strike_bps,49.203913134856506
call_d15_abs_delta,0.1446000039577484
call_d15_iv,0.22849999368190765
call_d15_mid_bps,3.6636574297351796
call_d15_spread_pct,0.05128207871351169
call_d15_theta_over_mid,-10.546260547222616
call_d15_vega,2.3494499921798706
call_d15_oi,4433.0
call_d15_volume,113.0
put_d15_available,1.0
put_d15_strike,528.0
put_d15_strike_bps,-60.56281340582892
put_d15_abs_delta,0.1469999998807907
put_d15_iv,0.2924000024795532
put_d15_mid_bps,4.574890973160639
put_d15_spread_pct,0.04255315101540634
put_d15_theta_over_mid,-10.330369799717815
put_d15_vega,2.4030500650405884
put_d15_oi,3778.0
put_d15_volume,96.0
call_d25_available,1.0
call_d25_strike,533.0
call_d25_strike_bps,32.81946766723442
call_d25_abs_delta,0.24560000002384186
call_d25_iv,0.22990000247955322
call_d25_mid_bps,7.065222970115691
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.51206235253299
call_d25_vega,3.2481000423431396
call_d25_oi,4300.0
call_d25_volume,231.0
put_d25_available,1.0
put_d25_strike,529.0
put_d25_strike_bps,-36.99960171418881
put_d25_abs_delta,0.24580000340938568
put_d25_iv,0.2705000042915344
put_d25_mid_bps,8.05851070494148
put_d25_spread_pct,0.02531650726888082
put_d25_theta_over_mid,-7.381324055537602
put_d25_vega,3.2672998905181885
put_d25_oi,3638.0
put_d25_volume,199.0
call_d35_available,1.0
call_d35_strike,532.25
call_d35_strike_bps,19.587650925099176
call_d35_abs_delta,0.3450999855995178
call_d35_iv,0.23454999923706055
call_d35_mid_bps,11.258118432153228
call_d35_spread_pct,0.01980196150035633
call_d35_theta_over_mid,-5.562372827047282
call_d35_vega,3.819999933242798
call_d35_oi,4283.0
call_d35_volume,363.5
put_d35_available,1.0
put_d35_strike,530.0
put_d35_strike_bps,-20.82541364557877
put_d35_abs_delta,0.3467000126838684
put_d35_iv,0.25780001282691956
put_d35_mid_bps,12.157426240642277
put_d35_spread_pct,0.01834860579271824
