config,threshold,max_trades_per_day,selection_score,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
thr0.385_maxday3,0.38517512,3,7.926010483092763,327,0.4709480122324159,1.483622350674374,25.1,0.07675840978593272,-4.599999999999995,0.18042813455657492,116,0.46551724137931033,-0.09999999999999998,-4.599999999999998,7.5,0.298804780876494,46,1.0,58,0.3620689655172414,0.9459459459459457,-0.5999999999999999,-0.010344827586206895,-2.3,0.034482758620689655,20,0.35,-0.09999999999999998,-1.9999999999999998,3.5,-5.833333333333335,58,0.0
thr0.415_maxday3,0.41469617,3,7.895657861038697,274,0.4708029197080292,1.4827586206896552,21.0,0.07664233576642336,-2.3000000000000185,0.13138686131386862,110,0.4636363636363636,-0.09999999999999998,-2.3000000000000043,7.5,0.35714285714285715,35,1.0,55,0.38181818181818183,1.0294117647058822,0.29999999999999977,0.005454545454545451,-2.3000000000000007,0.05454545454545454,20,0.4,-0.09999999999999998,-1.7999999999999998,3.5,11.666666666666675,55,1.0
thr-999.000_maxday1,-999.0,1,7.750147685389387,118,0.5508474576271186,2.0440251572327037,16.599999999999998,0.1406779661016949,-2.000000000000007,0.3474576271186441,118,0.5508474576271186,0.5,-2.000000000000007,2.5,0.15060240963855423,17,1.0,20,0.5,1.666666666666667,2.0,0.1,-1.6,0.45,20,0.5,0.1,-1.6,2.5,1.25,20,1.0
thr0.447_maxday3,0.4465488,3,7.657718615241083,185,0.5027027027027027,1.6847826086956523,18.900000000000006,0.10216216216216219,-1.9000000000000128,0.08108108108108109,90,0.5222222222222223,0.2,-1.5000000000000036,7.5,0.3968253968253967,20,0.8333333333333334,49,0.42857142857142855,1.25,2.1,0.04285714285714286,-2.399999999999997,0.02040816326530612,18,0.4444444444444444,-0.09999999999999998,-2.3000000000000003,4.300000000000001,2.047619047619048,49,1.0
thr0.385_maxday2,0.38517512,2,7.589078653403018,225,0.4888888888888889,1.5942028985507253,20.5,0.09111111111111111,-3.7999999999999963,0.17333333333333334,116,0.7241379310344828,0.2,-3.4999999999999964,5.0,0.24390243902439024,33,1.0,39,0.3333333333333333,0.8333333333333335,-1.3,-0.03333333333333333,-1.9000000000000001,0.05128205128205128,20,0.6,0.2,-1.7999999999999998,1.7999999999999998,-1.3846153846153844,39,0.0
thr0.358_maxday3,0.35836644,3,7.523876947355187,351,0.46153846153846156,1.4285714285714288,24.299999999999997,0.06923076923076922,-5.199999999999995,0.2022792022792023,118,0.423728813559322,-0.09999999999999998,-5.199999999999999,7.5,0.308641975308642,51,0.8333333333333334,59,0.3220338983050847,0.7916666666666666,-2.5,-0.0423728813559322,-3.9999999999999996,0.06779661016949153,20,0.25,-0.09999999999999998,-3.3999999999999995,3.5,-1.4,59,0.0
thr0.434_maxday1,0.43446296,1,7.484801846201365,100,0.56,2.1212121212121207,14.8,0.14800000000000002,-1.6000000000000085,0.17,100,0.56,0.5,-1.6000000000000085,2.5,0.16891891891891891,14,0.8333333333333334,20,0.35,0.8974358974358977,-0.39999999999999986,-0.019999999999999993,-2.0,0.1,20,0.35,-0.3,-2.0,2.5,-6.250000000000003,20,0.0
thr0.464_maxday3,0.46439143,3,7.452505076904282,149,0.5033557046979866,1.6891891891891893,15.3,0.10268456375838926,-1.5000000000000036,0.0738255033557047,77,0.5584415584415584,0.2,-1.1999999999999997,7.0,0.45751633986928103,13,1.0,40,0.425,1.2318840579710149,1.5999999999999996,0.039999999999999994,-2.799999999999998,0.025,16,0.375,-0.09999999999999998,-2.6,4.9,3.062500000000001,40,1.0
thr-999.000_maxday2,-999.0,2,7.445402744041483,236,0.4703389830508475,1.4800000000000009,18.0,0.07627118644067797,-2.6999999999999975,0.2330508474576271,118,0.7372881355932204,0.2,-2.3999999999999995,5.0,0.2777777777777778,34,1.0,40,0.45,1.363636363636364,2.4,0.06,-2.4,0.275,20,0.7,0.2,-2.0,4.2,1.7500000000000002,40,1.0
thr0.415_maxday2,0.41469617,2,7.264868128532886,200,0.475,1.5079365079365084,16.0,0.08,-2.4000000000000075,0.145,110,0.6909090909090909,0.2,-2.400000000000002,5.0,0.3125,25,1.0,39,0.358974358974359,0.9333333333333335,-0.4999999999999998,-0.012820512820512815,-1.9000000000000001,0.07692307692307693,20,0.65,0.2,-1.7999999999999998,1.7999999999999998,-3.6000000000000014,39,0.0
thr0.399_maxday2,0.39901915,2,7.026029606452214,216,0.4675925925925926,1.4637681159420295,15.999999999999998,0.07407407407407407,-3.5000000000000053,0.16203703703703703,114,0.7017543859649122,0.2,-3.5,5.0,0.31250000000000006,32,1.0,39,0.358974358974359,0.9333333333333335,-0.4999999999999998,-0.012820512820512815,-1.9000000000000001,0.07692307692307693,20,0.65,0.2,-1.7999999999999998,1.7999999999999998,-3.6000000000000014,39,0.0
thr0.434_maxday2,0.43446296,2,6.955773520893799,168,0.4880952380952381,1.5891472868217054,15.2,0.09047619047619047,-2.8000000000000114,0.1130952380952381,100,0.63,0.2,-2.7000000000000046,5.0,0.32894736842105265,20,0.8333333333333334,37,0.3783783783783784,1.0144927536231887,0.10000000000000026,0.00270270270270271,-2.5000000000000004,0.05405405405405406,20,0.6,0.2,-2.0999999999999996,2.9000000000000004,28.99999999999993,37,1.0
thr0.434_maxday3,0.43446296,3,6.717572139646316,219,0.45662100456621,1.4005602240896369,14.3,0.06529680365296804,-3.0000000000000098,0.0958904109589041,100,0.48,-0.09999999999999998,-2.700000000000003,7.5,0.5244755244755245,24,0.8333333333333334,51,0.43137254901960786,1.2643678160919538,2.3000000000000003,0.04509803921568628,-2.399999999999997,0.0392156862745098,20,0.45,-0.09999999999999998,-2.299999999999999,4.300000000000001,1.8695652173913044,51,1.0
thr-999.000_maxday3,-999.0,3,-9.999999999999996e+17,354,0.4406779661016949,1.3131313131313134,18.599999999999998,0.05254237288135593,-4.3000000000000185,0.2175141242937853,118,0.3813559322033898,-0.09999999999999998,-3.8000000000000007,7.5,0.40322580645161293,51,0.8333333333333334,60,0.43333333333333335,1.2745098039215685,2.8,0.04666666666666666,-3.1000000000000005,0.2,20,0.4,-0.09999999999999998,-2.4000000000000004,4.300000000000001,1.535714285714286,60,1.0
thr0.399_maxday3,0.39901915,3,-9.999999999999997e+17,309,0.44983818770226536,1.362745098039216,18.5,0.059870550161812294,-2.800000000000008,0.1650485436893204,114,0.42105263157894735,-0.09999999999999998,-2.5000000000000018,7.5,0.40540540540540543,43,1.0,55,0.38181818181818183,1.0294117647058822,0.29999999999999977,0.005454545454545451,-2.3000000000000007,0.05454545454545454,20,0.4,-0.09999999999999998,-1.7999999999999998,3.5,11.666666666666675,55,1.0
thr0.500_maxday2,0.5,2,-9.999999999999999e+17,78,0.6794871794871795,3.5333333333333337,18.999999999999996,0.24358974358974356,-1.0000000000000036,0.10256410256410256,58,0.7586206896551724,0.5,-0.9000000000000021,5.0,0.26315789473684215,7,1.0,24,0.4583333333333333,1.4102564102564106,1.6,0.06666666666666667,-1.5000000000000002,0.041666666666666664,13,0.6153846153846154,0.2,-1.5,3.7,2.3125,24,1.0
thr0.480_maxday1,0.47964569,1,-9.999999999999999e+17,73,0.6712328767123288,3.402777777777778,17.3,0.236986301369863,-0.6000000000000014,0.136986301369863,73,0.6712328767123288,0.5,-0.6000000000000014,2.5,0.1445086705202312,8,1.0,14,0.2857142857142857,0.6666666666666667,-1.0,-0.07142857142857142,-2.2,0.07142857142857142,14,0.2857142857142857,-0.3,-2.2,1.7,-1.7,14,0.0
thr0.480_maxday1,0.48,1,-9.999999999999999e+17,73,0.6712328767123288,3.402777777777778,17.3,0.236986301369863,-0.6000000000000014,0.136986301369863,73,0.6712328767123288,0.5,-0.6000000000000014,2.5,0.1445086705202312,8,1.0,14,0.2857142857142857,0.6666666666666667,-1.0,-0.07142857142857142,-2.2,0.07142857142857142,14,0.2857142857142857,-0.3,-2.2,1.7,-1.7,14,0.0
thr0.497_maxday2,0.49747734,2,-9.999999999999999e+17,83,0.6626506024096386,3.2738095238095237,19.1,0.23012048192771087,-0.9000000000000021,0.0963855421686747,63,0.7301587301587301,0.5,-0.9000000000000021,5.0,0.2617801047120419,8,1.0,25,0.44,1.3095238095238098,1.3000000000000003,0.05200000000000001,-1.8,0.04,14,0.5714285714285714,0.2,-1.7999999999999998,3.7,2.846153846153846,25,1.0
thr0.500_maxday3,0.5,3,-9.999999999999999e+17,84,0.6309523809523809,2.849462365591397,17.2,0.20476190476190476,-1.3000000000000043,0.09523809523809523,58,0.7068965517241379,0.5,-1.1999999999999993,5.0,0.29069767441860467,7,0.8333333333333334,27,0.4444444444444444,1.3333333333333337,1.5,0.05555555555555555,-1.5000000000000002,0.037037037037037035,13,0.6153846153846154,0.2,-1.5,3.1,2.066666666666667,27,1.0
thr0.464_maxday1,0.46439143,1,-9.999999999999999e+17,77,0.6233766233766234,2.758620689655172,15.299999999999999,0.19870129870129868,-1.100000000000005,0.14285714285714285,77,0.6233766233766234,0.5,-1.100000000000005,2.5,0.16339869281045752,9,1.0,16,0.3125,0.7575757575757577,-0.7999999999999998,-0.04999999999999999,-2.8000000000000003,0.0625,16,0.3125,-0.3,-2.8000000000000003,2.5,-3.125000000000001,16,0.0
thr0.497_maxday3,0.49747734,3,-9.999999999999999e+17,90,0.6111111111111112,2.6190476190476186,17.0,0.18888888888888888,-1.2000000000000028,0.08888888888888889,63,0.6825396825396826,0.5,-1.1999999999999993,5.0,0.29411764705882354,8,1.0,28,0.42857142857142855,1.25,1.2,0.04285714285714286,-1.8000000000000003,0.03571428571428571,14,0.5714285714285714,0.2,-1.7999999999999998,3.1,2.5833333333333335,28,1.0
thr0.447_maxday1,0.4465488,1,-9.999999999999999e+17,90,0.5888888888888889,2.3873873873873865,15.399999999999999,0.1711111111111111,-0.8999999999999995,0.15555555555555556,90,0.5888888888888889,0.5,-0.8999999999999995,2.5,0.16233766233766236,11,1.0,18,0.3333333333333333,0.8333333333333335,-0.5999999999999999,-0.033333333333333326,-2.0,0.05555555555555555,18,0.3333333333333333,-0.3,-2.0,2.5,-4.166666666666668,18,0.0
thr0.480_maxday2,0.48,2,-9.999999999999999e+17,109,0.5871559633027523,2.37037037037037,18.5,0.16972477064220184,-0.9000000000000021,0.09174311926605505,73,0.6986301369863014,0.2,-0.9000000000000021,5.0,0.2702702702702703,10,1.0,27,0.37037037037037035,0.9803921568627452,-0.09999999999999976,-0.0037037037037036947,-3.2,0.037037037037037035,14,0.5,-0.19999999999999998,-3.2,3.7,-37.00000000000009,27,0.0
thr0.480_maxday2,0.47964569,2,-9.999999999999999e+17,110,0.5818181818181818,2.318840579710144,18.199999999999996,0.1654545454545454,-0.9000000000000021,0.09090909090909091,73,0.6986301369863014,0.2,-0.9000000000000021,5.0,0.2747252747252748,10,1.0,27,0.37037037037037035,0.9803921568627452,-0.09999999999999976,-0.0037037037037036947,-3.2,0.037037037037037035,14,0.5,-0.19999999999999998,-3.2,3.7,-37.00000000000009,27,0.0
thr0.480_maxday3,0.48,3,-9.999999999999999e+17,121,0.5371900826446281,1.9345238095238095,15.7,0.12975206611570247,-1.5000000000000036,0.08264462809917356,73,0.6438356164383562,0.2,-1.2000000000000046,5.0,0.3184713375796179,10,1.0,33,0.42424242424242425,1.2280701754385965,1.3,0.0393939393939394,-2.8,0.030303030303030304,14,0.5,0.05000000000000002,-2.8000000000000003,4.4,3.3846153846153846,33,1.0
thr0.480_maxday3,0.47964569,3,-9.999999999999999e+17,122,0.5327868852459017,1.9005847953216373,15.399999999999999,0.1262295081967213,-1.5000000000000036,0.08196721311475409,73,0.6438356164383562,0.2,-1.2000000000000028,5.0,0.32467532467532473,10,1.0,33,0.42424242424242425,1.2280701754385965,1.3,0.0393939393939394,-2.8,0.030303030303030304,14,0.5,0.05000000000000002,-2.8000000000000003,4.4,3.3846153846153846,33,1.0
thr0.650_maxday1,0.65,1,-1e+18,9,1.0,inf,4.5,0.5,0.0,0.1111111111111111,9,1.0,0.5,0.0,2.5,0.5555555555555556,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.650_maxday2,0.65,2,-1e+18,9,1.0,inf,4.5,0.5,0.0,0.1111111111111111,9,1.0,0.5,0.0,2.5,0.5555555555555556,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.650_maxday3,0.65,3,-1e+18,9,1.0,inf,4.5,0.5,0.0,0.1111111111111111,9,1.0,0.5,0.0,2.5,0.5555555555555556,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.680_maxday1,0.68,1,-1e+18,3,1.0,inf,1.5,0.5,0.0,0.0,3,1.0,0.5,0.0,1.5,1.0,0,0.5,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.680_maxday2,0.68,2,-1e+18,3,1.0,inf,1.5,0.5,0.0,0.0,3,1.0,0.5,0.0,1.5,1.0,0,0.5,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.680_maxday3,0.68,3,-1e+18,3,1.0,inf,1.5,0.5,0.0,0.0,3,1.0,0.5,0.0,1.5,1.0,0,0.5,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.700_maxday1,0.7,1,-1e+18,1,1.0,inf,0.5,0.5,0.0,0.0,1,1.0,0.5,0.0,0.5,1.0,0,0.16666666666666666,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.700_maxday2,0.7,2,-1e+18,1,1.0,inf,0.5,0.5,0.0,0.0,1,1.0,0.5,0.0,0.5,1.0,0,0.16666666666666666,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.700_maxday3,0.7,3,-1e+18,1,1.0,inf,0.5,0.5,0.0,0.0,1,1.0,0.5,0.0,0.5,1.0,0,0.16666666666666666,1,0.0,0.0,-0.3,-0.3,-0.3,0.0,1,0.0,-0.3,-0.3,-0.3,1.0,1,0.0
thr0.620_maxday1,0.62,1,-1e+18,11,0.9090909090909091,16.666666666666668,4.7,0.4272727272727273,-0.2999999999999998,0.18181818181818182,11,0.9090909090909091,0.5,-0.2999999999999998,2.5,0.5319148936170213,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.620_maxday2,0.62,2,-1e+18,11,0.9090909090909091,16.666666666666668,4.7,0.4272727272727273,-0.2999999999999998,0.18181818181818182,11,0.9090909090909091,0.5,-0.2999999999999998,2.5,0.5319148936170213,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.620_maxday3,0.62,3,-1e+18,11,0.9090909090909091,16.666666666666668,4.7,0.4272727272727273,-0.2999999999999998,0.18181818181818182,11,0.9090909090909091,0.5,-0.2999999999999998,2.5,0.5319148936170213,0,0.6666666666666666,2,0.0,0.0,-0.6,-0.3,-0.6,0.0,2,0.0,-0.3,-0.6,-0.6,1.0,2,0.0
thr0.580_maxday1,0.58,1,-1e+18,26,0.8846153846153846,12.777777777777779,10.6,0.4076923076923077,-0.3000000000000007,0.15384615384615385,26,0.8846153846153846,0.5,-0.3000000000000007,2.5,0.2358490566037736,2,0.8333333333333334,6,0.3333333333333333,0.8333333333333334,-0.19999999999999996,-0.033333333333333326,-1.2,0.0,6,0.3333333333333333,-0.3,-1.2,0.09999999999999998,-0.5,6,0.0
thr0.580_maxday2,0.58,2,-1e+18,26,0.8846153846153846,12.777777777777779,10.6,0.4076923076923077,-0.3000000000000007,0.15384615384615385,26,0.8846153846153846,0.5,-0.3000000000000007,2.5,0.2358490566037736,2,0.8333333333333334,6,0.3333333333333333,0.8333333333333334,-0.19999999999999996,-0.033333333333333326,-1.2,0.0,6,0.3333333333333333,-0.3,-1.2,0.09999999999999998,-0.5,6,0.0
thr0.580_maxday3,0.58,3,-1e+18,26,0.8846153846153846,12.777777777777779,10.6,0.4076923076923077,-0.3000000000000007,0.15384615384615385,26,0.8846153846153846,0.5,-0.3000000000000007,2.5,0.2358490566037736,2,0.8333333333333334,6,0.3333333333333333,0.8333333333333334,-0.19999999999999996,-0.033333333333333326,-1.2,0.0,6,0.3333333333333333,-0.3,-1.2,0.09999999999999998,-0.5,6,0.0
thr0.600_maxday1,0.6,1,-1e+18,20,0.85,9.444444444444445,7.6000000000000005,0.38,-0.2999999999999998,0.15,20,0.85,0.5,-0.2999999999999998,2.5,0.3289473684210526,1,0.8333333333333334,3,0.0,0.0,-0.8999999999999999,-0.3,-0.8999999999999999,0.0,3,0.0,-0.3,-0.8999999999999999,-0.8999999999999999,1.0,3,0.0
thr0.600_maxday2,0.6,2,-1e+18,20,0.85,9.444444444444445,7.6000000000000005,0.38,-0.2999999999999998,0.15,20,0.85,0.5,-0.2999999999999998,2.5,0.3289473684210526,1,0.8333333333333334,3,0.0,0.0,-0.8999999999999999,-0.3,-0.8999999999999999,0.0,3,0.0,-0.3,-0.8999999999999999,-0.8999999999999999,1.0,3,0.0
thr0.600_maxday3,0.6,3,-1e+18,20,0.85,9.444444444444445,7.6000000000000005,0.38,-0.2999999999999998,0.15,20,0.85,0.5,-0.2999999999999998,2.5,0.3289473684210526,1,0.8333333333333334,3,0.0,0.0,-0.8999999999999999,-0.3,-0.8999999999999999,0.0,3,0.0,-0.3,-0.8999999999999999,-0.8999999999999999,1.0,3,0.0
thr0.550_maxday1,0.55,1,-1e+18,31,0.8387096774193549,8.666666666666666,11.499999999999998,0.3709677419354838,-0.6000000000000014,0.12903225806451613,31,0.8387096774193549,0.5,-0.6000000000000014,2.5,0.2173913043478261,3,0.8333333333333334,10,0.4,1.1111111111111112,0.2,0.02,-0.8999999999999999,0.0,10,0.4,-0.3,-0.8999999999999999,1.7,8.5,10,1.0
thr0.550_maxday2,0.55,2,-1e+18,35,0.8,6.666666666666666,11.899999999999999,0.33999999999999997,-0.9000000000000021,0.11428571428571428,31,0.8387096774193549,0.5,-0.9000000000000004,3.5,0.29411764705882354,3,0.8333333333333334,10,0.4,1.1111111111111112,0.2,0.02,-0.8999999999999999,0.0,10,0.4,-0.3,-0.8999999999999999,1.7,8.5,10,1.0
thr0.550_maxday3,0.55,3,-1e+18,35,0.8,6.666666666666666,11.899999999999999,0.33999999999999997,-0.9000000000000021,0.11428571428571428,31,0.8387096774193549,0.5,-0.9000000000000004,3.5,0.29411764705882354,3,0.8333333333333334,10,0.4,1.1111111111111112,0.2,0.02,-0.8999999999999999,0.0,10,0.4,-0.3,-0.8999999999999999,1.7,8.5,10,1.0
thr0.520_maxday1,0.52,1,-1e+18,46,0.7608695652173914,5.303030303030304,14.199999999999998,0.308695652173913,-0.9000000000000021,0.13043478260869565,46,0.7608695652173914,0.5,-0.9000000000000021,2.5,0.17605633802816906,5,1.0,10,0.3,0.7142857142857143,-0.5999999999999999,-0.059999999999999984,-1.2999999999999998,0.0,10,0.3,-0.3,-1.2999999999999998,0.8999999999999999,-1.5000000000000002,10,0.0
thr0.500_maxday1,0.5,1,-1e+18,58,0.7413793103448276,4.777777777777779,17.0,0.29310344827586204,-0.6000000000000014,0.13793103448275862,58,0.7413793103448276,0.5,-0.6000000000000014,2.5,0.14705882352941177,6,1.0,13,0.3076923076923077,0.7407407407407408,-0.7,-0.05384615384615384,-1.9000000000000001,0.07692307692307693,13,0.3076923076923077,-0.3,-1.9000000000000001,1.7,-2.428571428571429,13,0.0
thr0.497_maxday1,0.49747734,1,-1e+18,63,0.7142857142857143,4.166666666666667,17.099999999999998,0.2714285714285714,-0.6000000000000014,0.12698412698412698,63,0.7142857142857143,0.5,-0.6000000000000014,2.5,0.14619883040935674,7,1.0,14,0.2857142857142857,0.6666666666666667,-1.0,-0.07142857142857142,-2.2,0.07142857142857142,14,0.2857142857142857,-0.3,-2.2,1.7,-1.7,14,0.0
thr0.520_maxday2,0.52,2,-1e+18,58,0.7068965517241379,4.019607843137255,15.4,0.2655172413793104,-1.2000000000000028,0.10344827586206896,46,0.782608695652174,0.5,-1.200000000000001,5.0,0.3246753246753247,6,1.0,16,0.4375,1.2962962962962965,0.8000000000000002,0.05000000000000001,-1.0000000000000002,0.0,10,0.6,0.2,-0.9000000000000002,2.1,2.6249999999999996,16,1.0
thr0.520_maxday3,0.52,3,-1e+18,61,0.6721311475409836,3.416666666666667,14.499999999999998,0.23770491803278684,-1.5000000000000036,0.09836065573770492,46,0.7608695652173914,0.5,-1.5000000000000018,4.7,0.3241379310344828,6,0.8333333333333334,16,0.4375,1.2962962962962965,0.8000000000000002,0.05000000000000001,-1.0000000000000002,0.0,10,0.6,0.2,-0.9000000000000002,2.1,2.6249999999999996,16,1.0
thr0.750_maxday1,0.75,1,-1e+18,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
thr0.750_maxday2,0.75,2,-1e+18,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
thr0.750_maxday3,0.75,3,-1e+18,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
