ticker,year,feature,both_valid_rows,finite,distinct_finite,minimum,maximum
QQQ,2024,ibqdyn_put_signed_spread_narrowing_pressure,1619,1619,347,-0.8333333333333334,0.8
QQQ,2024,ibqdyn_put_log_bid_replenishment,1619,1619,169,0.0,5.342334251964811
QQQ,2024,ibqdyn_put_log_bid_withdrawal,1619,1619,127,0.0,5.043425116919247
QQQ,2024,ibqdyn_put_log_ask_replenishment,1619,1619,172,0.0,5.5254529391317835
QQQ,2024,ibqdyn_put_log_ask_withdrawal,1619,1619,120,1.3862943611198906,5.081404364984463
QQQ,2024,ibqdyn_call_minus_put_log_update_count,1619,1619,1613,-1.047403743634396,2.4872513167472547
QQQ,2024,ibqdyn_call_minus_put_signed_mid_change_pressure,1619,1619,1040,-1.378787878787879,1.6071428571428572
QQQ,2024,ibqdyn_call_minus_put_bid_replenishment_balance,1619,1619,1615,-0.4777530589543938,0.6219135802469136
QQQ,2024,ibqdyn_call_minus_put_ask_withdrawal_balance,1619,1619,1619,-0.6630434782608696,0.5931210191082803
QQQ,2025,ibqdyn_call_log_update_count,1619,1619,1289,4.30406509320417,8.746557354543503
QQQ,2025,ibqdyn_call_update_acceleration_10s_vs_prior20s,1619,1619,1610,-3.2610507499189136,0.9921288082656595
QQQ,2025,ibqdyn_call_signed_mid_change_pressure,1619,1619,401,-0.8888888888888888,0.875
QQQ,2025,ibqdyn_call_signed_spread_narrowing_pressure,1619,1619,371,-0.9285714285714286,0.6666666666666666
QQQ,2025,ibqdyn_call_log_bid_replenishment,1619,1619,152,0.6931471805599453,5.2574953720277815
QQQ,2025,ibqdyn_call_log_bid_withdrawal,1619,1619,129,0.6931471805599453,5.0689042022202315
QQQ,2025,ibqdyn_call_log_ask_replenishment,1619,1619,154,0.6931471805599453,5.442417710521793
QQQ,2025,ibqdyn_call_log_ask_withdrawal,1619,1619,127,2.0794415416798357,5.209486152841421
QQQ,2025,ibqdyn_put_log_update_count,1619,1619,1289,4.51085950651685,8.879333174786028
QQQ,2025,ibqdyn_put_update_acceleration_10s_vs_prior20s,1619,1619,1606,-1.7309745781589332,1.2574358741947604
QQQ,2025,ibqdyn_put_signed_mid_change_pressure,1619,1619,416,-0.875,0.8888888888888888
QQQ,2025,ibqdyn_put_signed_spread_narrowing_pressure,1619,1619,414,-0.9090909090909091,0.75
QQQ,2025,ibqdyn_put_log_bid_replenishment,1619,1619,142,1.791759469228055,5.318119993844216
QQQ,2025,ibqdyn_put_log_bid_withdrawal,1619,1619,120,2.0794415416798357,5.111987788356544
QQQ,2025,ibqdyn_put_log_ask_replenishment,1619,1619,147,1.0986122886681098,5.262690188904886
QQQ,2025,ibqdyn_put_log_ask_withdrawal,1619,1619,125,0.6931471805599453,5.0106352940962555
QQQ,2025,ibqdyn_call_minus_put_log_update_count,1619,1619,1616,-1.3787185673114335,1.3862943611198908
QQQ,2025,ibqdyn_call_minus_put_signed_mid_change_pressure,1619,1619,957,-1.5,1.657142857142857
QQQ,2025,ibqdyn_call_minus_put_bid_replenishment_balance,1619,1619,1615,-0.5012141816415736,0.5752620545073375
QQQ,2025,ibqdyn_call_minus_put_ask_withdrawal_balance,1619,1619,1613,-0.4262827954492686,0.7795698924731183
SPXW,2022,ibqdyn_call_log_update_count,717,717,550,5.575949103146316,7.67368812926773
SPXW,2022,ibqdyn_call_update_acceleration_10s_vs_prior20s,717,717,712,-1.2975662455112065,1.3317061708354876
SPXW,2022,ibqdyn_call_signed_mid_change_pressure,717,717,397,-0.5625,0.8333333333333334
SPXW,2022,ibqdyn_call_signed_spread_narrowing_pressure,717,717,344,-0.25,0.5
SPXW,2022,ibqdyn_call_log_bid_replenishment,717,717,249,3.7376696182833684,5.983936280687191
SPXW,2022,ibqdyn_call_log_bid_withdrawal,717,717,238,3.4965075614664802,5.932245187448011
SPXW,2022,ibqdyn_call_log_ask_replenishment,717,717,258,3.295836866004329,5.981414211254481
SPXW,2022,ibqdyn_call_log_ask_withdrawal,717,717,236,2.8903717578961645,5.82600010738045
SPXW,2022,ibqdyn_put_log_update_count,717,717,558,5.43372200355424,7.611842399580417
SPXW,2022,ibqdyn_put_update_acceleration_10s_vs_prior20s,717,717,712,-1.1420974006078484,1.0608719606852626
SPXW,2022,ibqdyn_put_signed_mid_change_pressure,717,717,387,-0.4,0.5
SPXW,2022,ibqdyn_put_signed_spread_narrowing_pressure,717,717,349,-0.35714285714285715,0.36363636363636365
SPXW,2022,ibqdyn_put_log_bid_replenishment,717,717,256,3.6375861597263857,6.021023349349527
SPXW,2022,ibqdyn_put_log_bid_withdrawal,717,717,233,3.6635616461296463,5.8664680569332965
SPXW,2022,ibqdyn_put_log_ask_replenishment,717,717,254,3.1354942159291497,6.154858094016418
SPXW,2022,ibqdyn_put_log_ask_withdrawal,717,717,238,3.367295829986474,5.921578419643816
SPXW,2022,ibqdyn_call_minus_put_log_update_count,717,717,713,-0.5475865197410599,0.5465437063680696
SPXW,2022,ibqdyn_call_minus_put_signed_mid_change_pressure,717,717,694,-0.7222222222222222,1.0072463768115942
SPXW,2022,ibqdyn_call_minus_put_bid_replenishment_balance,717,717,717,-0.7895650448841938,0.43066232998225906
SPXW,2022,ibqdyn_call_minus_put_ask_withdrawal_balance,717,717,717,-0.6666666666666667,0.4450187084443727
SPXW,2023,ibqdyn_call_log_update_count,1721,1721,1047,4.948759890378168,8.03268487596762
SPXW,2023,ibqdyn_call_update_acceleration_10s_vs_prior20s,1721,1721,1685,-1.936941479072553,1.2221335876975319
SPXW,2023,ibqdyn_call_signed_mid_change_pressure,1721,1721,604,-0.8333333333333334,0.8333333333333334
SPXW,2023,ibqdyn_call_signed_spread_narrowing_pressure,1721,1721,520,-0.5454545454545454,0.6428571428571429
SPXW,2023,ibqdyn_call_log_bid_replenishment,1721,1721,331,2.833213344056216,6.278521424165844
SPXW,2023,ibqdyn_call_log_bid_withdrawal,1721,1721,297,2.70805020110221,6.028278520230698
SPXW,2023,ibqdyn_call_log_ask_replenishment,1721,1721,332,2.8903717578961645,6.1903154058531475
SPXW,2023,ibqdyn_call_log_ask_withdrawal,1721,1721,292,2.9444389791664403,6.059123195581797
SPXW,2023,ibqdyn_put_log_update_count,1721,1721,1049,4.6443908991413725,8.056109659545061
SPXW,2023,ibqdyn_put_update_acceleration_10s_vs_prior20s,1721,1721,1698,-2.120263536200091,1.2523150401564116
SPXW,2023,ibqdyn_put_signed_mid_change_pressure,1721,1721,598,-0.75,0.5833333333333334
SPXW,2023,ibqdyn_put_signed_spread_narrowing_pressure,1721,1721,504,-0.75,0.75
SPXW,2023,ibqdyn_put_log_bid_replenishment,1721,1721,334,3.044522437723423,6.234410725718371
SPXW,2023,ibqdyn_put_log_bid_withdrawal,1721,1721,301,2.9444389791664403,6.12029741895095
SPXW,2023,ibqdyn_put_log_ask_replenishment,1721,1721,335,2.9444389791664403,6.163314804034641
SPXW,2023,ibqdyn_put_log_ask_withdrawal,1721,1721,301,2.995732273553991,5.981414211254481
SPXW,2023,ibqdyn_call_minus_put_log_update_count,1721,1721,1711,-0.5150009951764707,0.5247852413181464
SPXW,2023,ibqdyn_call_minus_put_signed_mid_change_pressure,1721,1721,1541,-1.0151515151515151,1.125
SPXW,2023,ibqdyn_call_minus_put_bid_replenishment_balance,1721,1721,1721,-0.5644383016900657,0.8777777777777778
SPXW,2023,ibqdyn_call_minus_put_ask_withdrawal_balance,1721,1721,1721,-0.5038759689922481,0.7696078431372549
SPXW,2024,ibqdyn_call_log_update_count,1733,1733,1171,5.755742213586912,8.397508348470257
SPXW,2024,ibqdyn_call_update_acceleration_10s_vs_prior20s,1733,1733,1712,-2.359280436670591,1.3192836508369303
SPXW,2024,ibqdyn_call_signed_mid_change_pressure,1733,1733,675,-0.5833333333333334,0.56
SPXW,2024,ibqdyn_call_signed_spread_narrowing_pressure,1733,1733,605,-0.37037037037037035,0.75
SPXW,2024,ibqdyn_call_log_bid_replenishment,1733,1733,346,3.367295829986474,6.22455842927536
SPXW,2024,ibqdyn_call_log_bid_withdrawal,1733,1733,325,3.1354942159291497,6.091309882077698
SPXW,2024,ibqdyn_call_log_ask_replenishment,1733,1733,354,3.713572066704308,6.26530121273771
SPXW,2024,ibqdyn_call_log_ask_withdrawal,1733,1733,314,3.5263605246161616,6.171700597410915
SPXW,2024,ibqdyn_put_log_update_count,1733,1733,1156,5.3706380281276624,8.419580362549237
SPXW,2024,ibqdyn_put_update_acceleration_10s_vs_prior20s,1733,1733,1716,-2.03688192726104,1.094773512360944
SPXW,2024,ibqdyn_put_signed_mid_change_pressure,1733,1733,683,-0.6666666666666666,0.625
SPXW,2024,ibqdyn_put_signed_spread_narrowing_pressure,1733,1733,627,-0.5833333333333334,0.625
SPXW,2024,ibqdyn_put_log_bid_replenishment,1733,1733,359,2.302585092994046,6.3080984415095305
SPXW,2024,ibqdyn_put_log_bid_withdrawal,1733,1733,328,2.833213344056216,6.284134161070802
SPXW,2024,ibqdyn_put_log_ask_replenishment,1733,1733,357,3.5553480614894135,6.295266001439646
SPXW,2024,ibqdyn_put_log_ask_withdrawal,1733,1733,336,3.4011973816621555,6.175867270105761
SPXW,2024,ibqdyn_call_minus_put_log_update_count,1733,1733,1728,-0.87990404534355,0.8677349152431937
SPXW,2024,ibqdyn_call_minus_put_signed_mid_change_pressure,1733,1733,1572,-0.8714285714285714,0.8357142857142857
SPXW,2024,ibqdyn_call_minus_put_bid_replenishment_balance,1733,1733,1733,-0.5571586511885019,0.5353083853083853
SPXW,2024,ibqdyn_call_minus_put_ask_withdrawal_balance,1733,1733,1732,-0.499888208677136,0.6322481572481573
SPXW,2025,ibqdyn_call_log_update_count,1686,1686,1367,5.908082938168931,9.050288983827956
SPXW,2025,ibqdyn_call_update_acceleration_10s_vs_prior20s,1686,1686,1683,-1.9165724108126967,1.109399879797107
SPXW,2025,ibqdyn_call_signed_mid_change_pressure,1686,1686,850,-0.42424242424242425,0.375
SPXW,2025,ibqdyn_call_signed_spread_narrowing_pressure,1686,1686,807,-0.41379310344827586,0.6666666666666666
SPXW,2025,ibqdyn_call_log_bid_replenishment,1686,1686,488,3.5553480614894135,6.776506992372183
SPXW,2025,ibqdyn_call_log_bid_withdrawal,1686,1686,467,3.1780538303479458,6.692083742506628
SPXW,2025,ibqdyn_call_log_ask_replenishment,1686,1686,497,3.7612001156935624,6.744059186311348
SPXW,2025,ibqdyn_call_log_ask_withdrawal,1686,1686,462,3.713572066704308,6.612041034833092
SPXW,2025,ibqdyn_put_log_update_count,1686,1686,1373,6.148468295917647,9.052399183907607
SPXW,2025,ibqdyn_put_update_acceleration_10s_vs_prior20s,1686,1686,1670,-1.5782240828534635,1.1837700970084166
SPXW,2025,ibqdyn_put_signed_mid_change_pressure,1686,1686,863,-0.4375,0.625
SPXW,2025,ibqdyn_put_signed_spread_narrowing_pressure,1686,1686,840,-0.38095238095238093,0.7272727272727273
SPXW,2025,ibqdyn_put_log_bid_replenishment,1686,1686,480,3.4339872044851463,6.699500340161678
SPXW,2025,ibqdyn_put_log_bid_withdrawal,1686,1686,458,3.4965075614664802,6.715383386334681
SPXW,2025,ibqdyn_put_log_ask_replenishment,1686,1686,484,3.58351893845611,6.739336627357174
SPXW,2025,ibqdyn_put_log_ask_withdrawal,1686,1686,471,3.5553480614894135,6.645090969505644
SPXW,2025,ibqdyn_call_minus_put_log_update_count,1686,1686,1684,-1.1289376183830218,0.6196302443781159
SPXW,2025,ibqdyn_call_minus_put_signed_mid_change_pressure,1686,1686,1604,-0.785,0.5815126050420169
SPXW,2025,ibqdyn_call_minus_put_bid_replenishment_balance,1686,1686,1686,-0.3859807337569174,0.3772231784279977
SPXW,2025,ibqdyn_call_minus_put_ask_withdrawal_balance,1686,1686,1686,-0.43906280286877303,0.48089104729729726
SPY,2022,ibqdyn_call_log_update_count,523,523,422,5.568344503761097,7.826842098158293
SPY,2022,ibqdyn_call_update_acceleration_10s_vs_prior20s,523,523,519,-0.8450632225857873,1.0683985100716131
SPY,2022,ibqdyn_call_signed_mid_change_pressure,523,523,246,-0.8571428571428571,0.875
SPY,2022,ibqdyn_call_signed_spread_narrowing_pressure,523,523,234,-0.8,0.8571428571428571
SPY,2022,ibqdyn_call_log_bid_replenishment,523,523,97,1.9459101490553132,4.852030263919617
SPY,2022,ibqdyn_call_log_bid_withdrawal,523,523,79,1.0986122886681098,4.770684624465665
SPY,2022,ibqdyn_call_log_ask_replenishment,523,523,92,1.9459101490553132,4.859812404361672
SPY,2022,ibqdyn_call_log_ask_withdrawal,523,523,85,1.6094379124341003,4.8283137373023015
SPY,2022,ibqdyn_put_log_update_count,523,523,425,5.493061443340548,7.977625098784593
SPY,2022,ibqdyn_put_update_acceleration_10s_vs_prior20s,523,523,521,-0.9476132030031962,0.9194603066354341
SPY,2022,ibqdyn_put_signed_mid_change_pressure,523,523,249,-0.8571428571428571,0.8333333333333334
SPY,2022,ibqdyn_put_signed_spread_narrowing_pressure,523,523,243,-0.8,0.6666666666666666
SPY,2022,ibqdyn_put_log_bid_replenishment,523,523,92,2.302585092994046,4.927253685157205
SPY,2022,ibqdyn_put_log_bid_withdrawal,523,523,82,2.1972245773362196,4.919980925828125
SPY,2022,ibqdyn_put_log_ask_replenishment,523,523,98,2.302585092994046,4.795790545596741
SPY,2022,ibqdyn_put_log_ask_withdrawal,523,523,83,2.1972245773362196,4.672828834461906
SPY,2022,ibqdyn_call_minus_put_log_update_count,523,523,523,-0.6941064132474057,0.5183022941090112
SPY,2022,ibqdyn_call_minus_put_signed_mid_change_pressure,523,523,466,-1.5833333333333335,1.2916666666666667
SPY,2022,ibqdyn_call_minus_put_bid_replenishment_balance,523,523,521,-0.6067332593414725,0.8338907469342253
SPY,2022,ibqdyn_call_minus_put_ask_withdrawal_balance,523,523,522,-0.625,0.49696969696969695
SPY,2023,ibqdyn_call_log_update_count,1724,1724,959,4.584967478670572,7.898411092811599
SPY,2023,ibqdyn_call_update_acceleration_10s_vs_prior20s,1724,1724,1677,-1.1842136543454738,1.0296194171811581
SPY,2023,ibqdyn_call_signed_mid_change_pressure,1724,1724,231,-0.9,0.8571428571428571
SPY,2023,ibqdyn_call_signed_spread_narrowing_pressure,1724,1724,235,-0.9,0.75
SPY,2023,ibqdyn_call_log_bid_replenishment,1724,1724,150,0.6931471805599453,5.484796933490655
SPY,2023,ibqdyn_call_log_bid_withdrawal,1724,1724,113,1.3862943611198906,5.017279836814924
SPY,2023,ibqdyn_call_log_ask_replenishment,1724,1724,152,0.0,5.3230099791384085
SPY,2023,ibqdyn_call_log_ask_withdrawal,1724,1724,113,0.0,4.948759890378168
SPY,2023,ibqdyn_put_log_update_count,1724,1724,973,4.02535169073515,7.88193748927207
SPY,2023,ibqdyn_put_update_acceleration_10s_vs_prior20s,1724,1724,1686,-1.3437347467010947,1.377926111449374
SPY,2023,ibqdyn_put_signed_mid_change_pressure,1724,1724,266,-0.8571428571428571,0.9
SPY,2023,ibqdyn_put_signed_spread_narrowing_pressure,1724,1724,238,-0.8571428571428571,0.75
SPY,2023,ibqdyn_put_log_bid_replenishment,1724,1724,160,0.0,5.37989735354046
SPY,2023,ibqdyn_put_log_bid_withdrawal,1724,1724,116,0.0,5.056245805348308
SPY,2023,ibqdyn_put_log_ask_replenishment,1724,1724,148,1.3862943611198906,5.2574953720277815
SPY,2023,ibqdyn_put_log_ask_withdrawal,1724,1724,117,1.0986122886681098,5.111987788356544
SPY,2023,ibqdyn_call_minus_put_log_update_count,1724,1724,1712,-0.7680781980276183,1.1712394770821817
SPY,2023,ibqdyn_call_minus_put_signed_mid_change_pressure,1724,1724,715,-1.7000000000000002,1.6333333333333333
SPY,2023,ibqdyn_call_minus_put_bid_replenishment_balance,1724,1724,1719,-0.5714285714285714,0.5897620764239365
SPY,2023,ibqdyn_call_minus_put_ask_withdrawal_balance,1724,1724,1716,-0.6817785527462947,0.713768115942029
SPY,2024,ibqdyn_call_log_update_count,1731,1731,1006,5.176149732573829,8.069968149059841
SPY,2024,ibqdyn_call_update_acceleration_10s_vs_prior20s,1731,1731,1707,-1.300351931319166,1.411484609948449
SPY,2024,ibqdyn_call_signed_mid_change_pressure,1731,1731,241,-0.8888888888888888,0.875
SPY,2024,ibqdyn_call_signed_spread_narrowing_pressure,1731,1731,211,-0.9230769230769231,0.75
SPY,2024,ibqdyn_call_log_bid_replenishment,1731,1731,137,2.1972245773362196,5.225746673713202
SPY,2024,ibqdyn_call_log_bid_withdrawal,1731,1731,129,2.302585092994046,5.0369526024136295
SPY,2024,ibqdyn_call_log_ask_replenishment,1731,1731,151,2.1972245773362196,5.262690188904886
SPY,2024,ibqdyn_call_log_ask_withdrawal,1731,1731,136,2.4849066497880004,5.1647859739235145
SPY,2024,ibqdyn_put_log_update_count,1731,1731,1035,5.2574953720277815,8.09925056179696
SPY,2024,ibqdyn_put_update_acceleration_10s_vs_prior20s,1731,1731,1695,-1.3884472144809916,1.2510403151839218
SPY,2024,ibqdyn_put_signed_mid_change_pressure,1731,1731,263,-0.8571428571428571,0.875
SPY,2024,ibqdyn_put_signed_spread_narrowing_pressure,1731,1731,240,-0.9166666666666666,0.8
SPY,2024,ibqdyn_put_log_bid_replenishment,1731,1731,154,1.791759469228055,5.3612921657094255
SPY,2024,ibqdyn_put_log_bid_withdrawal,1731,1731,130,0.6931471805599453,5.043425116919247
SPY,2024,ibqdyn_put_log_ask_replenishment,1731,1731,144,1.9459101490553132,5.25227342804663
SPY,2024,ibqdyn_put_log_ask_withdrawal,1731,1731,132,2.0794415416798357,5.081404364984463
SPY,2024,ibqdyn_call_minus_put_log_update_count,1731,1731,1721,-1.1732141123800934,1.0457632655525142
SPY,2024,ibqdyn_call_minus_put_signed_mid_change_pressure,1731,1731,610,-1.657142857142857,1.6071428571428572
SPY,2024,ibqdyn_call_minus_put_bid_replenishment_balance,1731,1731,1725,-0.4714285714285714,0.6015037593984962
SPY,2024,ibqdyn_call_minus_put_ask_withdrawal_balance,1731,1731,1725,-0.5296279627962797,0.5560279136921473
SPY,2025,ibqdyn_call_log_update_count,1681,1681,1313,3.8918202981106265,8.85395110151461
SPY,2025,ibqdyn_call_update_acceleration_10s_vs_prior20s,1681,1681,1673,-1.3301858161427789,2.1782421264239296
SPY,2025,ibqdyn_call_signed_mid_change_pressure,1681,1681,340,-0.8571428571428571,0.8571428571428571
SPY,2025,ibqdyn_call_signed_spread_narrowing_pressure,1681,1681,338,-0.9444444444444444,0.5
SPY,2025,ibqdyn_call_log_bid_replenishment,1681,1681,172,1.3862943611198906,5.4116460518550396
SPY,2025,ibqdyn_call_log_bid_withdrawal,1681,1681,163,1.6094379124341003,5.3230099791384085
SPY,2025,ibqdyn_call_log_ask_replenishment,1681,1681,187,0.0,5.720311776607412
SPY,2025,ibqdyn_call_log_ask_withdrawal,1681,1681,166,0.0,5.602118820879701
SPY,2025,ibqdyn_put_log_update_count,1681,1681,1312,3.7612001156935624,8.931155429778348
SPY,2025,ibqdyn_put_update_acceleration_10s_vs_prior20s,1681,1681,1662,-3.0910424533583156,1.0375763980817405
SPY,2025,ibqdyn_put_signed_mid_change_pressure,1681,1681,389,-0.8571428571428571,0.9090909090909091
SPY,2025,ibqdyn_put_signed_spread_narrowing_pressure,1681,1681,357,-0.9,0.5
SPY,2025,ibqdyn_put_log_bid_replenishment,1681,1681,173,0.0,5.594711379601839
SPY,2025,ibqdyn_put_log_bid_withdrawal,1681,1681,155,0.0,5.424950017481403
SPY,2025,ibqdyn_put_log_ask_replenishment,1681,1681,168,1.791759469228055,5.4680601411351315
SPY,2025,ibqdyn_put_log_ask_withdrawal,1681,1681,152,1.791759469228055,5.4510384535657
SPY,2025,ibqdyn_call_minus_put_log_update_count,1681,1681,1678,-1.1026043099376475,1.3322694831265673
SPY,2025,ibqdyn_call_minus_put_signed_mid_change_pressure,1681,1681,766,-1.5,1.6071428571428572
SPY,2025,ibqdyn_call_minus_put_bid_replenishment_balance,1681,1681,1675,-0.5738662391204764,0.5640625
SPY,2025,ibqdyn_call_minus_put_ask_withdrawal_balance,1681,1681,1679,-0.5415499533146592,0.505718954248366
