ticker,year,feature,both_valid_rows,finite,distinct_finite,minimum,maximum
QQQ,2022,ibqdyn_call_log_update_count,485,485,378,5.1647859739235145,7.853216388156072
QQQ,2022,ibqdyn_call_update_acceleration_10s_vs_prior20s,485,485,480,-1.3643154544011153,0.8704273150809738
QQQ,2022,ibqdyn_call_signed_mid_change_pressure,485,485,223,-0.75,0.8
QQQ,2022,ibqdyn_call_signed_spread_narrowing_pressure,485,485,212,-0.8,0.6666666666666666
QQQ,2022,ibqdyn_call_log_bid_replenishment,485,485,114,2.302585092994046,5.087596335232384
QQQ,2022,ibqdyn_call_log_bid_withdrawal,485,485,86,2.302585092994046,4.852030263919617
QQQ,2022,ibqdyn_call_log_ask_replenishment,485,485,100,2.1972245773362196,5.236441962829949
QQQ,2022,ibqdyn_call_log_ask_withdrawal,485,485,88,2.1972245773362196,4.736198448394496
QQQ,2022,ibqdyn_put_log_update_count,485,485,366,5.356586274672012,7.731053144007127
QQQ,2022,ibqdyn_put_update_acceleration_10s_vs_prior20s,485,485,479,-1.4074965687704935,1.1002529781255697
QQQ,2022,ibqdyn_put_signed_mid_change_pressure,485,485,230,-0.8333333333333334,0.8571428571428571
QQQ,2022,ibqdyn_put_signed_spread_narrowing_pressure,485,485,196,-0.8571428571428571,0.6666666666666666
QQQ,2022,ibqdyn_put_log_bid_replenishment,485,485,111,2.302585092994046,5.017279836814924
QQQ,2022,ibqdyn_put_log_bid_withdrawal,485,485,87,1.0986122886681098,5.043425116919247
QQQ,2022,ibqdyn_put_log_ask_replenishment,485,485,104,1.791759469228055,5.181783550292085
QQQ,2022,ibqdyn_put_log_ask_withdrawal,485,485,82,2.1972245773362196,4.859812404361672
QQQ,2022,ibqdyn_call_minus_put_log_update_count,485,485,483,-0.7540863172397998,0.7869878523849101
QQQ,2022,ibqdyn_call_minus_put_signed_mid_change_pressure,485,485,421,-1.5446428571428572,1.45
QQQ,2022,ibqdyn_call_minus_put_bid_replenishment_balance,485,485,481,-0.7416666666666666,0.5807017543859649
QQQ,2022,ibqdyn_call_minus_put_ask_withdrawal_balance,485,485,484,-0.5440535491905355,0.5692640692640693
QQQ,2023,ibqdyn_call_log_update_count,1610,1610,971,5.0238805208462765,8.085178748074537
QQQ,2023,ibqdyn_call_update_acceleration_10s_vs_prior20s,1610,1610,1575,-1.8146437630616428,1.0033021088637848
QQQ,2023,ibqdyn_call_signed_mid_change_pressure,1610,1610,279,-0.8333333333333334,0.8571428571428571
QQQ,2023,ibqdyn_call_signed_spread_narrowing_pressure,1610,1610,273,-0.8,0.9
QQQ,2023,ibqdyn_call_log_bid_replenishment,1610,1610,189,2.302585092994046,5.541263545158426
QQQ,2023,ibqdyn_call_log_bid_withdrawal,1610,1610,154,1.9459101490553132,5.351858133476067
QQQ,2023,ibqdyn_call_log_ask_replenishment,1610,1610,181,2.1972245773362196,5.521460917862246
QQQ,2023,ibqdyn_call_log_ask_withdrawal,1610,1610,158,2.0794415416798357,5.402677381872279
QQQ,2023,ibqdyn_put_log_update_count,1610,1610,973,5.293304824724492,8.076826031298808
QQQ,2023,ibqdyn_put_update_acceleration_10s_vs_prior20s,1610,1610,1577,-1.7147984280919266,0.8540775473725825
QQQ,2023,ibqdyn_put_signed_mid_change_pressure,1610,1610,284,-0.8888888888888888,0.875
QQQ,2023,ibqdyn_put_signed_spread_narrowing_pressure,1610,1610,268,-0.8333333333333334,0.8
QQQ,2023,ibqdyn_put_log_bid_replenishment,1610,1610,184,2.5649493574615367,5.552959584921617
QQQ,2023,ibqdyn_put_log_bid_withdrawal,1610,1610,155,1.791759469228055,5.351858133476067
QQQ,2023,ibqdyn_put_log_ask_replenishment,1610,1610,175,2.4849066497880004,5.41610040220442
QQQ,2023,ibqdyn_put_log_ask_withdrawal,1610,1610,153,2.0794415416798357,5.501258210544727
QQQ,2023,ibqdyn_call_minus_put_log_update_count,1610,1610,1602,-1.213640209728072,0.9109533192794341
QQQ,2023,ibqdyn_call_minus_put_signed_mid_change_pressure,1610,1610,923,-1.5833333333333335,1.6904761904761905
QQQ,2023,ibqdyn_call_minus_put_bid_replenishment_balance,1610,1610,1610,-0.9103243587025651,0.5107323232323233
QQQ,2023,ibqdyn_call_minus_put_ask_withdrawal_balance,1610,1610,1610,-0.5236842105263158,0.5839080459770115
QQQ,2024,ibqdyn_call_log_update_count,1619,1619,1071,5.303304908059076,8.301769763117166
QQQ,2024,ibqdyn_call_update_acceleration_10s_vs_prior20s,1619,1619,1592,-1.3909133069761852,0.8299722632617944
QQQ,2024,ibqdyn_call_signed_mid_change_pressure,1619,1619,355,-0.8888888888888888,0.8888888888888888
QQQ,2024,ibqdyn_call_signed_spread_narrowing_pressure,1619,1619,320,-0.8571428571428571,0.8333333333333334
QQQ,2024,ibqdyn_call_log_bid_replenishment,1619,1619,169,1.3862943611198906,5.575949103146316
QQQ,2024,ibqdyn_call_log_bid_withdrawal,1619,1619,123,1.3862943611198906,5.043425116919247
QQQ,2024,ibqdyn_call_log_ask_replenishment,1619,1619,175,1.9459101490553132,5.455321115357702
QQQ,2024,ibqdyn_call_log_ask_withdrawal,1619,1619,130,1.6094379124341003,5.1298987149230735
QQQ,2024,ibqdyn_put_log_update_count,1619,1619,1087,4.2626798770413155,8.19671240721307
QQQ,2024,ibqdyn_put_update_acceleration_10s_vs_prior20s,1619,1619,1600,-1.2359043316709513,1.0172396167075666
QQQ,2024,ibqdyn_put_signed_mid_change_pressure,1619,1619,369,-0.8888888888888888,0.8333333333333334
