min_hold_minutes,stop_loss_pct,take_profit_pct,horizon_minutes,passes,score,overall_trades,overall_win_rate,overall_profit_factor,overall_avg_return,overall_avg_hold_minutes,overall_median_hold_minutes,overall_min_month_trades,overall_avg_month_trades,QQQ_trades,QQQ_win_rate,QQQ_profit_factor,QQQ_avg_return,QQQ_avg_hold_minutes,QQQ_median_hold_minutes,QQQ_min_month_trades,QQQ_avg_month_trades,SPXW_trades,SPXW_win_rate,SPXW_profit_factor,SPXW_avg_return,SPXW_avg_hold_minutes,SPXW_median_hold_minutes,SPXW_min_month_trades,SPXW_avg_month_trades,SPY_trades,SPY_win_rate,SPY_profit_factor,SPY_avg_return,SPY_avg_hold_minutes,SPY_median_hold_minutes,SPY_min_month_trades,SPY_avg_month_trades
0,0.6,0.5,180,False,3.195074719816766,331,0.5166163141993958,0.9293350244088096,-0.019493354586811062,53.58912386706949,39.0,54,55.166666666666664,110,0.509090909090909,0.8998276990741484,-0.027967560981266026,56.5,42.0,18,18.333333333333332,111,0.5405405405405406,1.0174844512486034,0.0046443239095089175,47.42342342342342,35.0,18,18.5,110,0.5,0.8749249991030378,-0.03537626012955169,56.9,40.5,18,18.333333333333332
0,0.5,0.5,180,False,2.6885107038793254,331,0.48338368580060426,0.9507495836728193,-0.012419258228392408,41.77341389728097,29.0,54,55.166666666666664,110,0.4818181818181818,0.9400899410340143,-0.015141177514231902,43.30909090909091,31.0,18,18.333333333333332,111,0.5045045045045045,1.041302593456251,0.010005422332251358,38.153153153153156,28.0,18,18.5,110,0.4636363636363636,0.876433983667589,-0.03232588023556617,43.89090909090909,28.0,18,18.333333333333332
10,0.6,0.5,180,False,-6.488494486106608,331,0.49244712990936557,0.841300940443444,-0.04607945730584429,55.670694864048336,42.0,54,55.166666666666664,110,0.4909090909090909,0.8346537120228589,-0.04796756098126601,57.79090909090909,44.0,18,18.333333333333332,111,0.5045045045045045,0.8781701931336209,-0.03499531573013071,50.4954954954955,38.0,18,18.5,110,0.4818181818181818,0.8114847290044371,-0.055376260129551685,58.77272727272727,45.5,18,18.333333333333332
0,0.8,0.5,180,False,-8.33774104288841,331,0.540785498489426,0.8124983661832784,-0.061360604000370834,80.5619335347432,72.0,54,55.166666666666664,110,0.5363636363636364,0.7919506561506127,-0.06958091055786124,82.8,71.0,18,18.333333333333332,111,0.5585585585585585,0.8681921866066049,-0.04179159045372151,73.04504504504504,62.0,18,18.5,110,0.5272727272727272,0.7793602507149763,-0.07288721111268111,85.9090909090909,84.5,18,18.333333333333332
10,0.5,0.5,180,False,-11.448223043917086,331,0.459214501510574,0.8615386070129726,-0.03658844251842262,43.34138972809668,30.0,54,55.166666666666664,110,0.4636363636363636,0.8727268738241819,-0.03332299569605009,44.518181818181816,32.5,18,18.333333333333332,111,0.46846846846846846,0.8999841357370559,-0.026030613703784677,40.351351351351354,28.0,18,18.5,110,0.44545454545454544,0.8134175508252477,-0.050507698417384346,45.18181818181818,28.5,18,18.333333333333332
0,1.0,0.5,180,False,-12.102974582204016,331,0.540785498489426,0.7789402601967479,-0.07545926472400936,102.58610271903324,107.0,54,55.166666666666664,110,0.5363636363636364,0.7480196984886951,-0.08922271546919512,104.88181818181818,118.0,18,18.333333333333332,111,0.5585585585585585,0.8264606072478623,-0.05780155635910914,96.86486486486487,68.0,18,18.5,110,0.5272727272727272,0.7640334673813142,-0.07951404696522302,106.06363636363636,150.0,18,18.333333333333332
0,0.6,0.75,180,False,-17.01265191573165,331,0.4199395770392749,0.944938434948191,-0.017741427429716804,70.16918429003022,56.0,54,55.166666666666664,110,0.4090909090909091,0.8792087490956454,-0.040261672177295635,72.2090909090909,57.5,18,18.333333333333332,111,0.43243243243243246,1.0093242379617131,0.0029563583606177705,65.17117117117117,48.0,18,18.5,110,0.41818181818181815,0.9490766124602005,-0.016107130161475643,73.17272727272727,57.5,18,18.333333333333332
20,0.6,0.5,180,False,-17.47617029957003,331,0.47129909365558914,0.7748303554720682,-0.06791556995911728,61.18731117824773,47.0,54,55.166666666666664,110,0.45454545454545453,0.7280019203822002,-0.08367440905611476,63.345454545454544,49.5,18,18.333333333333332,111,0.4864864864864865,0.8160926199360974,-0.05481513554995054,56.03603603603604,45.0,18,18.5,110,0.4727272727272727,0.7814993860569031,-0.0653762601295517,64.22727272727273,49.0,18,18.333333333333332
10,0.8,0.5,180,False,-17.922447600265414,331,0.5166163141993958,0.7323038813836821,-0.0927805435774101,84.22658610271904,77.0,54,55.166666666666664,110,0.5181818181818182,0.7328939274918729,-0.0932172741942249,84.83636363636364,75.0,18,18.333333333333332,111,0.5225225225225225,0.7437406085207277,-0.08863843730056839,78.72072072072072,72.0,18,18.5,110,0.509090909090909,0.7201325593291845,-0.09652357474904473,89.17272727272727,90.0,18,18.333333333333332
0,0.4,0.5,180,False,-19.994489636508852,331,0.4350453172205438,0.959227031116679,-0.009163334991205063,30.604229607250755,20.0,54,55.166666666666664,110,0.4090909090909091,0.8581713369819213,-0.03325647722812008,30.29090909090909,19.0,18,18.333333333333332,111,0.46846846846846846,1.1045857794613112,0.02217806024612931,28.01801801801802,19.0,18,18.5,110,0.42727272727272725,0.9267044313928474,-0.016696509766509274,33.527272727272724,21.0,18,18.333333333333332
