ticker,trades,win_rate,profit_factor,net_bps,min_month_trades,positive_months,development_gate_pass
QQQ,118,0.5084745762711864,0.8124623761285691,-585.3285393130075,18,1,False
SPXW,119,0.5126050420168067,1.0797834674480598,149.34726711910977,18,2,False
SPY,119,0.4957983193277311,1.03198811660872,61.07566014043415,18,3,False
