ticker,trade_date,month,sensor_ticker,signal_pressure,base_side,entry_open,exit_open,underlying_return_bps,base_gross_bps,direct_probability,orientation,side,gross_bps,net_bps_1bp,net_bps_2bp,net_bps_3bp,net_bps,train_month_start,train_month_end
QQQ,20260116,202601,QQQ,0.002050000000000024,1,620.31,621.97,26.725069839605105,26.725069839605105,0.46854032735626344,-1,-1,-26.725069839605105,-27.725069839605105,-28.725069839605105,-29.725069839605105,-27.725069839605105,202501,202512
QQQ,20260120,202601,QQQ,8.326672684688674e-17,1,613.71,610.21,-57.19343651009166,-57.19343651009166,0.4549383475189747,-1,-1,57.19343651009166,56.19343651009166,55.19343651009166,54.19343651009166,56.19343651009166,202501,202512
QQQ,20260121,202601,QQQ,0.0017000000000000903,1,615.31,610.57,-77.33258756609561,-77.33258756609561,0.4314242455801273,-1,-1,77.33258756609561,76.33258756609561,75.33258756609561,74.33258756609561,76.33258756609561,202501,202512
QQQ,20260122,202601,QQQ,-0.0034500000000000086,-1,619.96,621.75,28.831228546639764,-28.831228546639764,0.5070692249518858,1,-1,-28.831228546639764,-29.831228546639764,-30.831228546639764,-31.831228546639764,-29.831228546639764,202501,202512
QQQ,20260123,202601,QQQ,-0.0042500000000000315,-1,623.72,622.96,-12.192384479540198,12.192384479540198,0.529121861566587,1,-1,12.192384479540198,11.192384479540198,10.192384479540198,9.192384479540198,11.192384479540198,202501,202512
QQQ,20260126,202601,QQQ,-0.004699999999999982,-1,625.77,627.2,22.825775890524064,-22.825775890524064,0.46078317106464634,-1,1,22.825775890524064,21.825775890524064,20.825775890524064,19.825775890524064,21.825775890524064,202501,202512
QQQ,20260127,202601,QQQ,-0.012649999999999967,-1,631.02,631.35,5.228261246972312,-5.228261246972312,0.46959450465005315,-1,1,5.228261246972312,4.228261246972312,3.2282612469723118,2.2282612469723118,4.228261246972312,202501,202512
QQQ,20260128,202601,QQQ,0.002199999999999952,1,634.1,633.17,-14.67722216972291,-14.67722216972291,0.4434409366516236,-1,-1,14.67722216972291,13.67722216972291,12.67722216972291,11.67722216972291,13.67722216972291,202501,202512
QQQ,20260129,202601,QQQ,0.0044999999999999485,1,622.17,625.77,57.695241537527664,57.695241537527664,0.5281651986556949,1,1,57.695241537527664,56.695241537527664,55.695241537527664,54.695241537527664,56.695241537527664,202501,202512
QQQ,20260130,202601,QQQ,-0.005350000000000021,-1,626.86,620.13,-107.9409673530748,107.9409673530748,0.4553889697454453,-1,1,-107.9409673530748,-108.9409673530748,-109.9409673530748,-110.9409673530748,-108.9409673530748,202501,202512
QQQ,20260202,202602,QQQ,-0.002999999999999947,-1,626.65,627.91,20.086730385959548,-20.086730385959548,0.4330765950405624,-1,1,20.086730385959548,19.086730385959548,18.086730385959548,17.086730385959548,19.086730385959548,202502,202601
QQQ,20260203,202602,QQQ,0.015400000000000053,1,617.47,613.01,-72.49235309133459,-72.49235309133459,0.5792490103543101,1,1,-72.49235309133459,-73.49235309133459,-74.49235309133459,-75.49235309133459,-73.49235309133459,202502,202601
QQQ,20260204,202602,QQQ,0.0016500000000000958,1,609.46,602.73,-111.039839459886,-111.039839459886,0.6526200949319829,1,1,-111.039839459886,-112.039839459886,-113.039839459886,-114.039839459886,-112.039839459886,202502,202601
QQQ,20260205,202602,QQQ,0.0024000000000000132,1,595.4,599.29,65.1217260942556,65.1217260942556,0.5816988827931437,1,1,65.1217260942556,64.1217260942556,63.12172609425561,62.12172609425561,64.1217260942556,202502,202601
QQQ,20260206,202602,QQQ,-0.0043999999999999595,-1,604.29,608.22,64.8244346392103,-64.8244346392103,0.503589975264663,1,-1,-64.8244346392103,-65.8244346392103,-66.8244346392103,-67.8244346392103,-65.8244346392103,202502,202601
QQQ,20260209,202602,QQQ,-0.013149999999999995,-1,612.26,615.2,47.90389295319015,-47.90389295319015,0.4381704852335499,-1,1,47.90389295319015,46.90389295319015,45.90389295319015,44.90389295319015,46.90389295319015,202502,202601
QQQ,20260210,202602,QQQ,-0.004749999999999949,-1,615.92,613.38,-41.32438972816362,41.32438972816362,0.5428772256215872,1,-1,41.32438972816362,40.32438972816362,39.32438972816362,38.32438972816362,40.32438972816362,202502,202601
QQQ,20260211,202602,QQQ,-0.010449999999999987,-1,609.93,612.6,43.67997914433959,-43.67997914433959,0.3968997222353515,-1,1,43.67997914433959,42.67997914433959,41.67997914433959,40.67997914433959,42.67997914433959,202502,202601
QQQ,20260212,202602,QQQ,0.01344999999999999,1,610.6,602.69,-130.39111952082558,-130.39111952082558,0.596709710715889,1,1,-130.39111952082558,-131.39111952082558,-132.39111952082558,-133.39111952082558,-131.39111952082558,202502,202601
QQQ,20260213,202602,QQQ,-0.005449999999999955,-1,604.74,606.24,24.7733367544911,-24.7733367544911,0.4564409111804922,-1,1,24.7733367544911,23.7733367544911,22.7733367544911,21.7733367544911,23.7733367544911,202502,202601
QQQ,20260217,202602,QQQ,0.013649999999999995,1,594.03,601.1,118.31486907303557,118.31486907303557,0.6384249910736183,1,1,118.31486907303557,117.31486907303557,116.31486907303557,115.31486907303557,117.31486907303557,202502,202601
QQQ,20260218,202602,QQQ,0.010400000000000048,1,607.66,608.2,8.882602199354134,8.882602199354134,0.5249770646127503,1,1,8.882602199354134,7.8826021993541335,6.8826021993541335,5.8826021993541335,7.8826021993541335,202502,202601
QQQ,20260219,202602,QQQ,-0.011750000000000094,-1,604.99,601.44,-58.8514915274944,58.8514915274944,0.3530276147330846,-1,1,-58.8514915274944,-59.8514915274944,-60.8514915274944,-61.8514915274944,-59.8514915274944,202502,202601
QQQ,20260220,202602,QQQ,0.01590000000000008,1,605.42,606.55,18.647331657369936,18.647331657369936,0.6409018965387594,1,1,18.647331657369936,17.647331657369936,16.647331657369936,15.647331657369936,17.647331657369936,202502,202601
QQQ,20260223,202602,QQQ,0.007899999999999963,1,603.19,602.31,-14.599753733922457,-14.599753733922457,0.5712964113878345,1,1,-14.599753733922457,-15.599753733922457,-16.599753733922455,-17.599753733922455,-15.599753733922457,202502,202601
QQQ,20260224,202602,QQQ,-0.006249999999999978,-1,606.9,607.86,15.805594518316996,-15.805594518316996,0.5429078643579685,1,-1,-15.805594518316996,-16.805594518316994,-17.805594518316994,-18.805594518316994,-16.805594518316994,202502,202601
QQQ,20260225,202602,QQQ,-0.0016499999999999848,-1,614.29,615.38,17.72833826121944,-17.72833826121944,0.6500570541007468,1,-1,-17.72833826121944,-18.72833826121944,-19.72833826121944,-20.72833826121944,-18.72833826121944,202502,202601
QQQ,20260226,202602,QQQ,9.999999999998899e-05,1,605.01,606.47,24.10276202354437,24.10276202354437,0.544094280696719,1,1,24.10276202354437,23.10276202354437,22.10276202354437,21.10276202354437,23.10276202354437,202502,202601
QQQ,20260227,202602,QQQ,0.00034999999999996145,1,606.51,605.08,-23.60535600346414,-23.60535600346414,0.5596006646484546,1,1,-23.60535600346414,-24.60535600346414,-25.60535600346414,-26.60535600346414,-24.60535600346414,202502,202601
QQQ,20260302,202603,QQQ,0.0026500000000000135,1,604.37,608.0,59.88288802136989,59.88288802136989,0.5463596818070453,1,1,59.88288802136989,58.88288802136989,57.88288802136989,56.88288802136989,58.88288802136989,202503,202602
QQQ,20260303,202603,QQQ,-0.016350000000000087,-1,593.27,602.45,153.5506702158532,-153.5506702158532,0.5359730852655422,1,-1,-153.5506702158532,-154.5506702158532,-155.5506702158532,-156.5506702158532,-154.5506702158532,202503,202602
QQQ,20260304,202603,QQQ,0.0072500000000000064,1,610.39,612.39,32.712373174220474,32.712373174220474,0.4843531882371522,-1,-1,-32.712373174220474,-33.712373174220474,-34.712373174220474,-35.712373174220474,-33.712373174220474,202503,202602
QQQ,20260305,202603,QQQ,0.000250000000000028,1,607.14,603.13,-66.2664475539595,-66.2664475539595,0.5835351403554646,1,1,-66.2664475539595,-67.2664475539595,-68.2664475539595,-69.2664475539595,-67.2664475539595,202503,202602
QQQ,20260306,202603,QQQ,-0.007949999999999957,-1,604.66,603.88,-12.908138883329883,12.908138883329883,0.4795287844740865,-1,1,-12.908138883329883,-13.908138883329883,-14.908138883329883,-15.908138883329883,-13.908138883329883,202503,202602
QQQ,20260309,202603,QQQ,-0.006199999999999983,-1,594.34,598.58,71.086373853758,-71.086373853758,0.5361453337919843,1,-1,-71.086373853758,-72.086373853758,-73.086373853758,-74.086373853758,-72.086373853758,202503,202602
QQQ,20260311,202603,QQQ,0.007000000000000062,1,607.72,607.93,3.454941835048185,3.454941835048185,0.6200237501053412,1,1,3.454941835048185,2.454941835048185,1.454941835048185,0.4549418350481851,2.454941835048185,202503,202602
QQQ,20260312,202603,QQQ,0.006949999999999901,1,599.07,600.47,23.342291806408227,23.342291806408227,0.5239350958710064,1,1,23.342291806408227,22.342291806408227,21.342291806408227,20.342291806408227,22.342291806408227,202503,202602
QQQ,20260313,202603,QQQ,-0.010599999999999887,-1,599.7,594.37,-89.2750910787873,89.2750910787873,0.5105435230670122,1,-1,89.2750910787873,88.2750910787873,87.2750910787873,86.2750910787873,88.2750910787873,202503,202602
QQQ,20260316,202603,QQQ,0.01910000000000006,1,600.85,600.93,1.331358486879479,1.331358486879479,0.5250906718296968,1,1,1.331358486879479,0.331358486879479,-0.668641513120521,-1.668641513120521,0.331358486879479,202503,202602
QQQ,20260317,202603,QQQ,-0.001449999999999979,-1,605.15,603.65,-24.818014062164387,24.818014062164387,0.46119013174673446,-1,1,-24.818014062164387,-25.818014062164387,-26.818014062164387,-27.818014062164387,-25.818014062164387,202503,202602
QQQ,20260318,202603,QQQ,-0.020799999999999985,-1,599.34,599.82,8.005604350310694,-8.005604350310694,0.6409402779557721,1,-1,-8.005604350310694,-9.005604350310694,-10.005604350310694,-11.005604350310694,-9.005604350310694,202503,202602
QQQ,20260319,202603,QQQ,-0.018000000000000016,-1,592.19,589.67,-42.6447095087161,42.6447095087161,0.5435544221913062,1,-1,42.6447095087161,41.6447095087161,40.6447095087161,39.6447095087161,41.6447095087161,202503,202602
QQQ,20260320,202603,QQQ,-0.024700000000000027,-1,587.01,584.08,-50.03895710286604,50.03895710286604,0.5621362156053086,1,-1,50.03895710286604,49.03895710286604,48.03895710286604,47.03895710286604,49.03895710286604,202503,202602
QQQ,20260323,202603,QQQ,-0.0018500000000001293,-1,594.06,589.52,-76.71677903734316,76.71677903734316,0.4669634419000047,-1,1,-76.71677903734316,-77.71677903734316,-78.71677903734316,-79.71677903734316,-77.71677903734316,202503,202602
QQQ,20260324,202603,QQQ,0.0018500000000000183,1,584.1,583.06,-17.821040392821573,-17.821040392821573,0.4033467680691694,-1,-1,17.821040392821573,16.821040392821573,15.821040392821573,14.821040392821573,16.821040392821573,202503,202602
QQQ,20260325,202603,QQQ,-0.010199999999999987,-1,590.54,589.31,-20.85011561801078,20.85011561801078,0.4879141855476644,-1,1,-20.85011561801078,-21.85011561801078,-22.85011561801078,-23.85011561801078,-21.85011561801078,202503,202602
QQQ,20260326,202603,QQQ,-0.005950000000000066,-1,583.15,577.95,-89.57083396782511,89.57083396782511,0.48939972428304673,-1,1,-89.57083396782511,-90.57083396782511,-91.57083396782511,-92.57083396782511,-90.57083396782511,202503,202602
QQQ,20260327,202603,QQQ,-0.00754999999999989,-1,566.79,564.83,-34.64063837607662,34.64063837607662,0.511869355320583,1,-1,34.64063837607662,33.64063837607662,32.64063837607662,31.640638376076623,33.64063837607662,202503,202602
QQQ,20260330,202603,QQQ,0.000150000000000039,1,562.33,559.25,-54.9226580777472,-54.9226580777472,0.476969168852421,-1,-1,54.9226580777472,53.9226580777472,52.9226580777472,51.9226580777472,53.9226580777472,202503,202602
QQQ,20260331,202603,QQQ,0.0007999999999998564,1,568.26,575.74,130.77109434305405,130.77109434305405,0.4992119458235587,-1,-1,-130.77109434305405,-131.77109434305405,-132.77109434305405,-133.77109434305405,-131.77109434305405,202503,202602
QQQ,20260402,202604,QQQ,-0.005849999999999966,-1,581.47,582.95,25.420394650995355,-25.420394650995355,0.4132251037678688,-1,1,25.420394650995355,24.420394650995355,23.420394650995355,22.420394650995355,24.420394650995355,202504,202603
QQQ,20260406,202604,QQQ,0.0019000000000000405,1,588.46,587.28,-20.07247174016565,-20.07247174016565,0.5143615390464467,1,1,-20.07247174016565,-21.07247174016565,-22.07247174016565,-23.07247174016565,-21.07247174016565,202504,202603
QQQ,20260407,202604,QQQ,-0.002799999999999969,-1,582.29,586.19,66.75363689828575,-66.75363689828575,0.5892570187518686,1,-1,-66.75363689828575,-67.75363689828575,-68.75363689828575,-69.75363689828575,-67.75363689828575,202504,202603
QQQ,20260408,202604,QQQ,-0.0006499999999999007,-1,604.74,605.9,19.16342356101764,-19.16342356101764,0.47769991532318146,-1,1,19.16342356101764,18.16342356101764,17.16342356101764,16.16342356101764,18.16342356101764,202504,202603
QQQ,20260410,202604,QQQ,-0.003149999999999986,-1,612.73,609.95,-45.47395541905399,45.47395541905399,0.5047358248282279,1,-1,45.47395541905399,44.47395541905399,43.47395541905399,42.47395541905399,44.47395541905399,202504,202603
QQQ,20260413,202604,QQQ,-0.009649999999999992,-1,611.32,614.41,50.41904083039928,-50.41904083039928,0.5592001569070495,1,-1,-50.41904083039928,-51.41904083039928,-52.41904083039928,-53.41904083039928,-51.41904083039928,202504,202603
QQQ,20260414,202604,QQQ,0.0035499999999999976,1,623.95,627.32,53.865403123605496,53.865403123605496,0.48398239457776326,-1,-1,-53.865403123605496,-54.865403123605496,-55.865403123605496,-56.865403123605496,-54.865403123605496,202504,202603
QQQ,20260416,202604,QQQ,-0.009649999999999964,-1,637.56,639.91,36.79151214243036,-36.79151214243036,0.5205415417162667,1,-1,-36.79151214243036,-37.79151214243036,-38.79151214243036,-39.79151214243036,-37.79151214243036,202504,202603
QQQ,20260417,202604,QQQ,-0.018150000000000027,-1,647.56,647.14,-6.487989723223123,6.487989723223123,0.5057919909273503,1,-1,6.487989723223123,5.487989723223123,4.487989723223123,3.487989723223123,5.487989723223123,202504,202603
QQQ,20260420,202604,QQQ,-0.0002999999999999947,-1,646.2,645.51,-10.683513569285836,10.683513569285836,0.5291047229933873,1,-1,10.683513569285836,9.683513569285836,8.683513569285836,7.683513569285836,9.683513569285836,202504,202603
QQQ,20260421,202604,QQQ,-0.005699999999999983,-1,649.36,644.72,-71.71148436664379,71.71148436664379,0.5217861181984397,1,-1,71.71148436664379,70.71148436664379,69.71148436664379,68.71148436664379,70.71148436664379,202504,202603
QQQ,20260422,202604,QQQ,0.006599999999999995,1,651.77,653.97,33.69739889681814,33.69739889681814,0.4903669128628446,-1,-1,-33.69739889681814,-34.69739889681814,-35.69739889681814,-36.69739889681814,-34.69739889681814,202504,202603
QQQ,20260423,202604,QQQ,-0.0025500000000000522,-1,654.14,651.34,-42.89616529584482,42.89616529584482,0.48214329445575677,-1,1,-42.89616529584482,-43.89616529584482,-44.89616529584482,-45.89616529584482,-43.89616529584482,202504,202603
QQQ,20260424,202604,QQQ,-0.0014999999999999736,-1,658.18,663.11,74.62438796119743,-74.62438796119743,0.5262665115930555,1,-1,-74.62438796119743,-75.62438796119743,-76.62438796119743,-77.62438796119743,-75.62438796119743,202504,202603
QQQ,20260427,202604,QQQ,0.00244999999999998,1,662.89,663.88,14.923463505136995,14.923463505136995,0.5065624774517754,1,1,14.923463505136995,13.923463505136995,12.923463505136995,11.923463505136995,13.923463505136995,202504,202603
QQQ,20260428,202604,QQQ,0.013249999999999929,1,656.27,656.28,0.1523751476157556,0.1523751476157556,0.5092299633769234,1,1,0.1523751476157556,-0.8476248523842445,-1.8476248523842445,-2.8476248523842442,-0.8476248523842445,202504,202603
QQQ,20260429,202604,QQQ,0.002899999999999958,1,660.74,658.81,-29.25241750986358,-29.25241750986358,0.35811071004822925,-1,-1,29.25241750986358,28.25241750986358,27.25241750986358,26.25241750986358,28.25241750986358,202504,202603
QQQ,20260430,202604,QQQ,0.0034500000000001196,1,659.1,665.22,92.42544953640984,92.42544953640984,0.4966137820028432,-1,-1,-92.42544953640984,-93.42544953640984,-94.42544953640984,-95.42544953640984,-93.42544953640984,202504,202603
QQQ,20260501,202605,QQQ,0.018449999999999994,1,673.27,674.94,24.77360135452705,24.77360135452705,0.6359768876686068,1,1,24.77360135452705,23.77360135452705,22.77360135452705,21.77360135452705,23.77360135452705,202505,202604
QQQ,20260504,202605,QQQ,-0.011249999999999982,-1,675.56,672.38,-47.18319657508429,47.18319657508429,0.4632991949639744,-1,1,-47.18319657508429,-48.18319657508429,-49.18319657508429,-50.18319657508429,-48.18319657508429,202505,202604
QQQ,20260505,202605,QQQ,0.0012999999999999956,1,681.32,681.59,3.962110536015362,3.962110536015362,0.40022752501912273,-1,-1,-3.962110536015362,-4.962110536015362,-5.962110536015362,-6.962110536015362,-4.962110536015362,202505,202604
QQQ,20260506,202605,QQQ,-0.025699999999999945,-1,690.19,692.74,36.87826412056833,-36.87826412056833,0.4467773010588516,-1,1,36.87826412056833,35.87826412056833,34.87826412056833,33.87826412056833,35.87826412056833,202505,202604
QQQ,20260507,202605,QQQ,0.007049999999999945,1,699.38,693.87,-79.09605205509801,-79.09605205509801,0.6339839295029323,1,1,-79.09605205509801,-80.09605205509801,-81.09605205509801,-82.09605205509801,-80.09605205509801,202505,202604
QQQ,20260508,202605,QQQ,-0.005749999999999977,-1,704.83,710.36,78.15244803557633,-78.15244803557633,0.43574219350591425,-1,1,78.15244803557633,77.15244803557633,76.15244803557633,75.15244803557633,77.15244803557633,202505,202604
QQQ,20260511,202605,QQQ,-0.008750000000000008,-1,710.9,713.95,42.81158940866936,-42.81158940866936,0.4643760693065627,-1,1,42.81158940866936,41.81158940866936,40.81158940866936,39.81158940866936,41.81158940866936,202505,202604
QQQ,20260512,202605,QQQ,0.00965000000000013,1,703.47,700.38,-44.02186829298029,-44.02186829298029,0.6511602507993006,1,1,-44.02186829298029,-45.02186829298029,-46.02186829298029,-47.02186829298029,-45.02186829298029,202505,202604
QQQ,20260513,202605,QQQ,-0.006999999999999951,-1,709.79,714.35,64.03886673641537,-64.03886673641537,0.6547059352095814,1,-1,-64.03886673641537,-65.03886673641537,-66.03886673641537,-67.03886673641537,-65.03886673641537,202505,202604
QQQ,20260514,202605,QQQ,-0.0011499999999999844,-1,718.64,719.36,10.01390904265642,-10.01390904265642,0.5971976609585739,1,-1,-10.01390904265642,-11.01390904265642,-12.01390904265642,-13.01390904265642,-11.01390904265642,202505,202604
QQQ,20260515,202605,QQQ,0.00044999999999989493,1,711.38,714.06,37.60246882101201,37.60246882101201,0.6239819105948157,1,1,37.60246882101201,36.60246882101201,35.60246882101201,34.60246882101201,36.60246882101201,202505,202604
QQQ,20260518,202605,QQQ,0.009750000000000092,1,703.02,702.83,-2.702991089472118,-2.702991089472118,0.7616396896918024,1,1,-2.702991089472118,-3.702991089472118,-4.702991089472118,-5.702991089472118,-3.702991089472118,202505,202604
QQQ,20260519,202605,QQQ,-0.003100000000000047,-1,696.43,705.59,130.6704659997063,-130.6704659997063,0.7511115339243681,1,-1,-130.6704659997063,-131.6704659997063,-132.6704659997063,-133.6704659997063,-131.6704659997063,202505,202604
QQQ,20260520,202605,QQQ,-0.00835000000000008,-1,708.15,710.85,38.0550142130157,-38.0550142130157,0.5668692445606849,1,-1,-38.0550142130157,-39.0550142130157,-40.0550142130157,-41.0550142130157,-39.0550142130157,202505,202604
QQQ,20260521,202605,QQQ,-0.002650000000000041,-1,708.97,714.7,80.49661706097258,-80.49661706097258,0.6249858046110085,1,-1,-80.49661706097258,-81.49661706097258,-82.49661706097258,-83.49661706097258,-81.49661706097258,202505,202604
QQQ,20260522,202605,QQQ,-0.007150000000000073,-1,718.36,721.14,38.62457042216804,-38.62457042216804,0.5778468204596386,1,-1,-38.62457042216804,-39.62457042216804,-40.62457042216804,-41.62457042216804,-39.62457042216804,202505,202604
QQQ,20260526,202605,QQQ,-0.0040499999999999425,-1,730.79,728.0,-38.25092579170584,38.25092579170584,0.42672397529492906,-1,1,-38.25092579170584,-39.25092579170584,-40.25092579170584,-41.25092579170584,-39.25092579170584,202505,202604
QQQ,20260527,202605,QQQ,-0.008200000000000068,-1,727.33,727.82,6.734701144492562,-6.734701144492562,0.6906494271508726,1,-1,-6.734701144492562,-7.734701144492562,-8.734701144492561,-9.734701144492561,-7.734701144492562,202505,202604
QQQ,20260528,202605,QQQ,0.004149999999999987,1,731.42,735.37,53.85923749847691,53.85923749847691,0.5857872748826812,1,1,53.85923749847691,52.85923749847691,51.85923749847691,50.85923749847691,52.85923749847691,202505,202604
QQQ,20260529,202605,QQQ,-0.014649999999999969,-1,738.48,737.47,-13.686102613937448,13.686102613937448,0.5968706070570101,1,-1,13.686102613937448,12.686102613937448,11.686102613937448,10.686102613937448,12.686102613937448,202505,202604
QQQ,20260601,202606,QQQ,-0.013949999999999907,-1,738.92,742.93,54.1216693761875,-54.1216693761875,0.5806025861741154,1,-1,-54.1216693761875,-55.1216693761875,-56.1216693761875,-57.1216693761875,-55.1216693761875,202506,202605
QQQ,20260602,202606,QQQ,-0.010749999999999982,-1,743.44,744.19,10.083153251061177,-10.083153251061177,0.4931723066256436,-1,1,10.083153251061177,9.083153251061177,8.083153251061177,7.0831532510611765,9.083153251061177,202506,202605
QQQ,20260603,202606,QQQ,0.006500000000000061,1,745.7,743.42,-30.62213631753957,-30.62213631753957,0.5586737345614781,1,1,-30.62213631753957,-31.62213631753957,-32.62213631753957,-33.62213631753957,-31.62213631753957,202506,202605
QQQ,20260604,202606,QQQ,0.0017500000000000293,1,736.24,741.67,73.48247773552224,73.48247773552224,0.5538830451796091,1,1,73.48247773552224,72.48247773552224,71.48247773552224,70.48247773552224,72.48247773552224,202506,202605
QQQ,20260605,202606,QQQ,-0.012999999999999984,-1,727.29,716.3,-152.26223961170135,152.26223961170135,0.5703429679531085,1,-1,152.26223961170135,151.26223961170135,150.26223961170135,149.26223961170135,151.26223961170135,202506,202605
QQQ,20260608,202606,QQQ,-0.003000000000000058,-1,718.94,718.09,-11.8299562170551,11.8299562170551,0.5795015646772315,1,-1,11.8299562170551,10.8299562170551,9.8299562170551,8.8299562170551,10.8299562170551,202506,202605
QQQ,20260609,202606,QQQ,0.008449999999999958,1,715.11,699.75,-217.13248619185063,-217.13248619185063,0.4720782897634933,-1,-1,217.13248619185063,216.13248619185063,215.13248619185063,214.13248619185063,216.13248619185063,202506,202605
QQQ,20260610,202606,QQQ,-0.012500000000000011,-1,710.74,696.46,-202.96319223873616,202.96319223873616,0.5328847753074831,1,-1,202.96319223873616,201.96319223873616,200.96319223873616,199.96319223873616,201.96319223873616,202506,202605
QQQ,20260611,202606,QQQ,0.0021500000000002073,1,702.55,709.5,98.43923547748092,98.43923547748092,0.38514100485907243,-1,-1,-98.43923547748092,-99.43923547748092,-100.43923547748092,-101.43923547748092,-99.43923547748092,202506,202605
QQQ,20260612,202606,QQQ,-0.003550000000000053,-1,719.49,722.33,39.39470492752571,-39.39470492752571,0.5255814334265315,1,-1,-39.39470492752571,-40.39470492752571,-41.39470492752571,-42.39470492752571,-40.39470492752571,202506,202605
QQQ,20260615,202606,QQQ,-0.0025499999999999967,-1,740.68,744.05,45.3955370644417,-45.3955370644417,0.47500482663108073,-1,1,45.3955370644417,44.3955370644417,43.3955370644417,42.3955370644417,44.3955370644417,202506,202605
QQQ,20260616,202606,QQQ,0.009250000000000036,1,737.84,733.15,-63.76679504375269,-63.76679504375269,0.5052060975211309,1,1,-63.76679504375269,-64.7667950437527,-65.7667950437527,-66.7667950437527,-64.7667950437527,202506,202605
QQQ,20260617,202606,QQQ,0.013849999999999918,1,733.59,732.16,-19.51220131261805,-19.51220131261805,0.3991702836823313,-1,-1,19.51220131261805,18.51220131261805,17.51220131261805,16.51220131261805,18.51220131261805,202506,202605
QQQ,20260618,202606,QQQ,-0.010549999999999976,-1,735.83,740.37,61.50947451446631,-61.50947451446631,0.42604098814196917,-1,1,61.50947451446631,60.50947451446631,59.50947451446631,58.50947451446631,60.50947451446631,202506,202605
QQQ,20260622,202606,QQQ,0.006699999999999873,1,739.77,736.28,-47.288459111925015,-47.288459111925015,0.5097594345926295,1,1,-47.288459111925015,-48.288459111925015,-49.288459111925015,-50.288459111925015,-48.288459111925015,202506,202605
QQQ,20260623,202606,QQQ,0.003950000000000065,1,720.72,719.74,-13.606766605126811,-13.606766605126811,0.47500722397232903,-1,-1,13.606766605126811,12.606766605126811,11.606766605126811,10.606766605126811,12.606766605126811,202506,202605
QQQ,20260624,202606,QQQ,-0.008700000000000041,-1,716.84,708.53,-116.60262462768635,116.60262462768635,0.41660605467246026,-1,1,-116.60262462768635,-117.60262462768635,-118.60262462768635,-119.60262462768635,-117.60262462768635,202506,202605
QQQ,20260625,202606,QQQ,-0.010999999999999788,-1,714.32,716.15,25.58601016913082,-25.58601016913082,0.40938046361283614,-1,1,25.58601016913082,24.58601016913082,23.58601016913082,22.58601016913082,24.58601016913082,202506,202605
QQQ,20260626,202606,QQQ,-0.000500000000000167,-1,711.65,712.71,14.88388041906216,-14.88388041906216,0.4450992352299554,-1,1,14.88388041906216,13.88388041906216,12.88388041906216,11.88388041906216,13.88388041906216,202506,202605
