run,rows,z_effective_rank,z_effective_rank_ratio,z_max_pc_var_ratio,xjepa_latent_velocity_mean,xjepa_latent_velocity_p50_nonzero,xjepa_latent_velocity_p90_nonzero,xjepa_input_velocity_mean,xjepa_input_velocity_p50_nonzero,xjepa_input_velocity_p90_nonzero,xjepa_pred_dispersion_short_mean,xjepa_pred_dispersion_short_p50_nonzero,xjepa_pred_dispersion_short_p90_nonzero,xjepa_pred_dispersion_long_mean,xjepa_pred_dispersion_long_p50_nonzero,xjepa_pred_dispersion_long_p90_nonzero,xjepa_lagged_pred_30m_err_mean,xjepa_lagged_pred_30m_err_p50_nonzero,xjepa_lagged_pred_30m_err_p90_nonzero,xjepa_lagged_pred_60m_err_mean,xjepa_lagged_pred_60m_err_p50_nonzero,xjepa_lagged_pred_60m_err_p90_nonzero,xjepa_lagged_pred_180m_err_mean,xjepa_lagged_pred_180m_err_p50_nonzero,xjepa_lagged_pred_180m_err_p90_nonzero,xjepa_entropy_mean,xjepa_entropy_p50_nonzero,xjepa_entropy_p90_nonzero
baseline_sigvic,27887,13.709396062035923,0.8568372538772452,0.14137721894644598,0.31684601306915283,0.27593883872032166,0.6754705309867859,0.1959705650806427,0.19172239303588867,0.34753984212875366,0.5987425446510315,0.6333979368209839,0.7636597871780396,0.6134600043296814,0.6471925973892212,0.7906931459903718,1.9613929986953735,2.267244338989258,2.9244044542312624,1.8005003929138184,2.2743589878082275,2.9633995294570923,1.1122992038726807,2.28529691696167,2.99486677646637,1.0147453546524048,1.088686466217041,1.096710205078125
visreg_straight,27887,15.186768103909737,0.9491730064943585,0.10160330905532243,0.28323033452033997,0.2725605070590973,0.5567238330841064,0.19252820312976837,0.19063055515289307,0.34113785028457644,0.5145975351333618,0.5479192733764648,0.6569697618484497,0.5164497494697571,0.5448153018951416,0.6635376334190368,1.4108253717422485,1.6413744688034058,1.9688120245933534,1.2935891151428223,1.6579538583755493,1.9768620133399963,0.8028529286384583,1.6716272830963135,2.0159305810928343,1.0158650875091553,1.0889275074005127,1.0970383644104005
