ticker,profile_id,positive_months,monthly_net_q25,aggregate_profit_factor,aggregate_win_rate,aggregate_net_bps,min_month_trades,rank,selected
QQQ,BREADTH_TRANSMISSION,7,-56.4329339995248,1.0579191248168789,0.5230125523012552,564.0106367223595,26,1,True
QQQ,TARGET_ONLY,6,-174.39413730753918,0.9954583573749299,0.5125523012552301,-45.629845895502285,26,2,False
SPX,BREADTH_TRANSMISSION,8,-73.44306495039928,1.0893044414991466,0.5104602510460251,705.7371130097561,26,1,True
SPX,TARGET_ONLY,4,-245.8248894552313,0.9740056948068402,0.4874476987447699,-217.72756067468754,26,2,False
SPY,BREADTH_TRANSMISSION,8,-5.3313878891289335,1.0524303303945277,0.50418410041841,421.8294937586758,26,1,True
SPY,TARGET_ONLY,4,-268.6169329711009,1.0676140847537121,0.4811715481171548,540.6378683713613,26,2,False
