ticker,year,month,feature,rows,finite,missing_rate,zero_rate_finite,distinct_finite,minimum,maximum
QQQ,2024,202401,qsize_put_local_log_bid_depth_change_15m,127,126,0.007874015748031482,0.0,126,-2.9140945172689348,1.620636799806178
QQQ,2024,202401,qsize_put_local_log_ask_depth_change_15m,127,126,0.007874015748031482,0.0,126,-2.725443899725872,1.6107347025461554
QQQ,2024,202401,qsize_put_relative_qimb_change_15m,127,126,0.007874015748031482,0.0,126,-0.8555459521751656,1.1027650465367
QQQ,2024,202401,qsize_put_local_signable_fraction_change_15m,127,126,0.007874015748031482,1.0,1,0.0,0.0
QQQ,2024,202401,qsize_call_valid,127,127,0.0,0.007874015748031496,2,0.0,1.0
QQQ,2024,202401,qsize_put_valid,127,127,0.0,0.007874015748031496,2,0.0,1.0
QQQ,2024,202401,qsize_both_valid,127,127,0.0,0.007874015748031496,2,0.0,1.0
QQQ,2024,202401,qsize_call_shared_local_contracts,127,127,0.0,0.007874015748031496,9,0.0,26.0
QQQ,2024,202401,qsize_put_shared_local_contracts,127,127,0.0,0.007874015748031496,9,0.0,26.0
QQQ,2024,202402,qsize_call_local_qimb,100,99,0.010000000000000009,0.0,98,-0.8857142857142857,0.7285024696901661
QQQ,2024,202402,qsize_call_local_log_bid_depth,100,99,0.010000000000000009,0.0,98,7.683403681053826,10.276532769388181
QQQ,2024,202402,qsize_call_local_log_ask_depth,100,99,0.010000000000000009,0.0,99,6.257667587882639,10.488882470601844
QQQ,2024,202402,qsize_call_relative_qimb,100,99,0.010000000000000009,0.030303030303030304,96,-0.5537567337331718,0.5204626154536368
QQQ,2024,202402,qsize_call_local_signable_fraction,100,99,0.010000000000000009,0.0,9,0.38461538461538464,1.0
QQQ,2024,202402,qsize_call_local_qimb_change_1m,100,99,0.010000000000000009,0.0,99,-1.2586908499011744,0.949606597629737
QQQ,2024,202402,qsize_call_local_log_bid_depth_change_1m,100,99,0.010000000000000009,0.0,99,-0.6896010775531956,0.968262234887943
QQQ,2024,202402,qsize_call_local_log_ask_depth_change_1m,100,99,0.010000000000000009,0.0,99,-1.8890414643206794,0.9845182353482596
QQQ,2024,202402,qsize_call_relative_qimb_change_1m,100,99,0.010000000000000009,0.010101010101010102,99,-0.6939504104191822,0.5080915884021356
QQQ,2024,202402,qsize_call_local_signable_fraction_change_1m,100,99,0.010000000000000009,0.9696969696969697,3,-0.23076923076923084,0.0
QQQ,2024,202402,qsize_call_local_qimb_change_5m,100,99,0.010000000000000009,0.0,99,-1.0668414314454673,1.0438276500132169
QQQ,2024,202402,qsize_call_local_log_bid_depth_change_5m,100,99,0.010000000000000009,0.0,99,-1.3594643369786086,1.39909974499884
