policy,ticker,month,trades,win_rate,profit_factor,pnl_r,mean_return,median_return
ALWAYS_CALL,QQQ,202201,9,0.2222222222222222,0.4581488811131965,-2.714577663247189,-0.30161974036079875,-0.7054491899852725
ALWAYS_CALL,QQQ,202202,8,0.375,0.7624705906969637,-0.6873499026945911,-0.08591873783682388,-0.43793462252673365
ALWAYS_CALL,QQQ,202203,9,0.4444444444444444,1.357560760457425,1.1231164238298237,0.1247907137588693,-0.4735376044568245
ALWAYS_CALL,QQQ,202204,9,0.1111111111111111,0.03424250661588865,-5.086927160109032,-0.5652141289010035,-0.7256198347107438
ALWAYS_CALL,QQQ,202205,8,0.125,0.3552659988259812,-2.561845363377743,-0.32023067042221787,-0.5647076386018097
ALWAYS_CALL,QQQ,202206,9,0.2222222222222222,0.6802650682506992,-1.1795487811414844,-0.13106097568238717,-0.41145833333333337
ALWAYS_CALL,QQQ,202207,9,0.5555555555555556,1.6665242434149472,1.6270526738483075,0.18078363042758971,0.1357758620689655
ALWAYS_CALL,QQQ,202208,9,0.4444444444444444,0.9723576841245384,-0.10176297965084191,-0.011306997738982435,-0.5292397660818713
ALWAYS_CALL,QQQ,202209,9,0.2222222222222222,0.6811364838576492,-1.35887069105156,-0.15098563233906223,-0.6819126819126818
ALWAYS_CALL,QQQ,202210,8,0.25,0.6636516406890237,-1.103026135256531,-0.13787826690706637,-0.4110318750615824
ALWAYS_CALL,QQQ,202211,9,0.5555555555555556,1.4405796042216528,1.4439964979242004,0.16044405532491116,0.3607214428857715
ALWAYS_CALL,QQQ,202212,9,0.1111111111111111,0.156684552328393,-4.1800292884433885,-0.46444769871593206,-0.5947368421052631
ALWAYS_CALL,QQQ,202301,9,0.6666666666666666,4.11907010016459,5.725610358138349,0.6361789286820387,0.6150341685649203
ALWAYS_CALL,QQQ,202302,8,0.375,0.0838515309475765,-3.1381858018920825,-0.3922732252365103,-0.4300142777329443
ALWAYS_CALL,QQQ,202303,9,0.6666666666666666,4.261895325138969,2.604315493816758,0.289368388201862,0.11711711711711716
ALWAYS_CALL,QQQ,202304,8,0.125,0.16458201591637092,-2.362414164811958,-0.29530177060149476,-0.2920152091254753
ALWAYS_CALL,QQQ,202305,9,0.6666666666666666,2.837512736911151,2.5872200397367986,0.28746889330408876,0.0874635568513119
ALWAYS_CALL,QQQ,202306,9,0.3333333333333333,0.5168985301777639,-1.6329436830799373,-0.18143818700888192,-0.17109144542772864
ALWAYS_CALL,QQQ,202307,8,0.25,0.9924109723985653,-0.01961542998464716,-0.002451928748080895,-0.3151606425702811
ALWAYS_CALL,QQQ,202308,9,0.5555555555555556,1.4800188837155408,1.363442543788248,0.151493615976472,0.08146067415730338
ALWAYS_CALL,QQQ,202309,9,0.0,0.0,-5.403695209168578,-0.6004105787965087,-0.6766169154228856
ALWAYS_CALL,QQQ,202310,9,0.3333333333333333,1.4621111717524982,1.2899137602209376,0.14332375113565973,-0.10043668122270741
ALWAYS_CALL,QQQ,202311,8,0.375,2.4774964345970947,2.398398249174855,0.29979978114685685,-0.25373793451517257
ALWAYS_CALL,QQQ,202312,8,0.5,1.2941724927490816,0.6818102843480418,0.08522628554350523,0.008067329495901013
ALWAYS_CALL,QQQ,202401,9,0.6666666666666666,2.870139019506876,4.4037457327716405,0.48930508141907114,0.5267175572519084
ALWAYS_CALL,QQQ,202402,8,0.375,1.6055994803628288,1.2765398407840527,0.1595674800980066,-0.14314067686411386
ALWAYS_CALL,QQQ,202403,8,0.25,1.1288478861471396,0.42545810022988784,0.05318226252873598,-0.4210501546322442
ALWAYS_CALL,QQQ,202404,10,0.1,0.06150088093276048,-5.0866432308685665,-0.5086643230868566,-0.6393708850329196
ALWAYS_CALL,QQQ,202405,9,0.6666666666666666,2.409340824892732,2.2079631342484376,0.2453292371387153,0.2975460122699389
ALWAYS_CALL,QQQ,202406,8,0.5,2.8155890154496586,3.963868145701224,0.495483518212653,0.2597971215536674
ALWAYS_CALL,QQQ,202407,9,0.5555555555555556,1.6426225290000134,1.747690630356108,0.19418784781734533,0.011315417256011324
ALWAYS_CALL,QQQ,202408,9,0.5555555555555556,1.2644595303572534,0.6744404693922347,0.07493782993247051,0.04591104734576762
ALWAYS_CALL,QQQ,202409,8,0.625,2.2640993082301497,2.5057134688059604,0.31321418360074504,0.041033381493947696
ALWAYS_CALL,QQQ,202410,9,0.2222222222222222,0.13558701844893095,-2.4157974706614787,-0.2684219411846087,-0.26681614349775784
ALWAYS_CALL,QQQ,202411,9,0.3333333333333333,1.3914431603294537,0.917553129282349,0.10195034769803878,-0.13271028037383178
ALWAYS_CALL,QQQ,202412,9,0.4444444444444444,0.9011444252753714,-0.3549689449417388,-0.039440993882415426,-0.32984293193717273
ALWAYS_CALL,QQQ,202501,9,0.3333333333333333,0.7124465512080285,-1.013646807475136,-0.11262742305279289,-0.2689335394126738
ALWAYS_CALL,QQQ,202502,8,0.25,0.0981359751998634,-2.8848038453912164,-0.36060048067390205,-0.27730445579857865
ALWAYS_CALL,QQQ,202503,8,0.375,0.9010192257420733,-0.25530246376194876,-0.031912807970243595,-0.21371486913312007
ALWAYS_CALL,QQQ,202504,9,0.6666666666666666,2.444186988563288,2.763541263710965,0.30706014041232943,0.27557755775577575
ALWAYS_CALL,QQQ,202505,9,0.4444444444444444,1.8258456785889878,1.9940946672322917,0.2215660741369213,-0.15458937198067627
ALWAYS_CALL,QQQ,202506,8,0.5,1.4299122474015498,0.6632642581434959,0.08290803226793698,0.08696283391405342
ALWAYS_CALL,QQQ,202507,9,0.4444444444444444,1.6378129081583777,0.8321613579588099,0.09246237310653443,-0.026041666666666574
ALWAYS_CALL,QQQ,202508,9,0.4444444444444444,0.9947745472512858,-0.012103040067846793,-0.0013447822297607548,-0.12814645308924486
ALWAYS_CALL,QQQ,202509,9,0.8888888888888888,4.467458921695906,3.1785040115545806,0.3531671123949534,0.35853658536585387
ALWAYS_CALL,QQQ,202510,9,0.4444444444444444,1.01250613468348,0.032860842199465834,0.003651204688829537,-0.22202166064981957
ALWAYS_CALL,QQQ,202511,8,0.625,2.154447176785968,2.5475302578831327,0.3184412822353916,0.4863933581675517
ALWAYS_CALL,QQQ,202512,8,0.25,0.41827689013531605,-1.6684342996889638,-0.20855428746112048,-0.36135263157894737
ALWAYS_CALL,SPXW,202201,9,0.3333333333333333,0.6442674799385426,-1.4556975921240198,-0.16174417690266887,-0.5504807692307693
ALWAYS_CALL,SPXW,202202,8,0.375,0.6948707404866341,-0.8237686845092625,-0.10297108556365782,-0.2500380987519651
ALWAYS_CALL,SPXW,202203,9,0.4444444444444444,1.37749830496729,0.9427423367398172,0.10474914852664635,-0.02056074766355143
ALWAYS_CALL,SPXW,202204,9,0.2222222222222222,0.19218597063304,-4.344570801473387,-0.48273008905259857,-0.7317708333333333
ALWAYS_CALL,SPXW,202205,8,0.125,0.5292439440102019,-1.624132547433005,-0.20301656842912563,-0.3918164847547132
ALWAYS_CALL,SPXW,202206,9,0.2222222222222222,0.7244430149724814,-0.9650297129768134,-0.10722552366409038,-0.23371647509578547
ALWAYS_CALL,SPXW,202207,9,0.5555555555555556,1.1161658662443852,0.2846670034879343,0.03162966705421492,0.2826552462526766
ALWAYS_CALL,SPXW,202208,9,0.4444444444444444,0.9714088216485103,-0.09849648044818637,-0.01094405338313182,-0.285
