feature,importance
ib_range_bps,6193.151726126671
oi_diff,4991.568457841873
dist_ib_low_bps,3032.721335172653
dist_ib_high_bps,2587.9908615350723
iv_diff,2266.826131939888
minute,2209.2064871788025
ret_30m_bps,1890.873464524746
nearest_level_abs_bps,1721.4252111911774
ret_15m_bps,1486.6062451601028
ret_5m_bps,1302.1875303983688
volume_diff,1237.5811247825623
abs_delta_diff,1190.9882225990295
iv_diff_chg_25m,1155.0188487768173
iv_diff_chg_5m,1148.4399102926254
vega_diff,1106.0243880748749
spread_pct_diff,1101.5824854373932
spread_pct_diff_chg_25m,1062.0059626102448
iv_diff_chg_15m,980.3564788103104
volume_diff_chg_5m,961.224368929863
volume_diff_chg_15m,961.1891297101974
volume_diff_chg_25m,959.3258680105209
ret_1m_bps,920.3613797426224
spread_pct_diff_chg_5m,882.7298399209976
spread_pct_diff_chg_15m,833.0014307498932
vega_diff_chg_5m,800.8407485485077
abs_delta_diff_chg_5m,796.610940694809
abs_delta_diff_chg_15m,717.4336702823639
vega_diff_chg_25m,707.0332312583923
vega_diff_chg_15m,703.2841582298279
abs_delta_diff_chg_25m,634.963387966156
