feature,importance
ib_range_bps,14423.547581076622
oi_diff,9970.85008251667
dist_ib_low_bps,4249.494306921959
dist_ib_high_bps,4117.765055656433
iv_diff,4002.8515541553497
minute,2765.4157066345215
ret_30m_bps,1998.2695405483246
nearest_level_abs_bps,1731.5733779668808
spread_pct_diff,1422.5362277030945
abs_delta_diff,1173.9216423034668
vega_diff,1157.1719518899918
ret_15m_bps,1133.5426765680313
iv_diff_chg_15m,1089.2236936092377
ret_5m_bps,1058.8532319068909
iv_diff_chg_5m,1045.7572474479675
iv_diff_chg_25m,1002.2598186731339
volume_diff_chg_5m,985.6242507696152
volume_diff,971.9694541692734
volume_diff_chg_15m,906.2499475479126
ret_1m_bps,900.3267682790756
volume_diff_chg_25m,873.7577081918716
spread_pct_diff_chg_25m,836.749969124794
spread_pct_diff_chg_15m,820.0507715940475
spread_pct_diff_chg_5m,674.912871837616
abs_delta_diff_chg_25m,644.2526413202286
vega_diff_chg_15m,638.3956282138824
abs_delta_diff_chg_15m,611.8694697618484
abs_delta_diff_chg_5m,571.6108101606369
vega_diff_chg_5m,567.7312902212143
vega_diff_chg_25m,523.8156214952469
