feature,importance
ib_range_bps,13622.12009036541
oi_diff,8105.056649565697
dist_ib_high_bps,3795.8662559986115
iv_diff,3292.790254354477
dist_ib_low_bps,3285.999871134758
minute,3094.571373105049
nearest_level_abs_bps,1900.88436627388
ret_30m_bps,1786.1066542863846
iv_diff_chg_25m,1246.0114365816116
ret_1m_bps,1229.07648229599
volume_diff,1222.4904681444168
ret_15m_bps,1187.4396588802338
iv_diff_chg_5m,1170.2909693717957
spread_pct_diff,1170.1056802272797
vega_diff,1147.424939274788
ret_5m_bps,1121.2588098049164
abs_delta_diff,1051.7613487243652
iv_diff_chg_15m,1033.7701607942581
volume_diff_chg_5m,966.5942398309708
volume_diff_chg_15m,962.1250720024109
spread_pct_diff_chg_5m,881.4772419929504
spread_pct_diff_chg_25m,814.9251611232758
volume_diff_chg_25m,802.4558773040771
spread_pct_diff_chg_15m,767.6867411136627
abs_delta_diff_chg_15m,740.5139112472534
vega_diff_chg_5m,739.058057308197
abs_delta_diff_chg_5m,735.4080728292465
vega_diff_chg_15m,719.0578093528748
abs_delta_diff_chg_25m,625.1123802661896
vega_diff_chg_25m,604.1020492315292
