trade_date,month,open_time,decision_bar_time,entry_time,exit_time,hold_minutes,qqq_opening_move_bps,spxw_opening_move_bps,spy_opening_move_bps,market_anchor_bps,relative_impulse_bps,action,trade_executed,qqq_position,spy_position,qqq_leg_return_bps,spy_leg_return_bps,gross_bps,cost_bps,net_bps,mean_reversion_control_net_bps,fixed_long_qqq_short_spy_net_bps
20220214,202202,09:30,10:34,10:36,13:36,180,17.878775164448438,-61.28086474976483,-46.02003838875448,-53.65045156925966,71.5292267337081,LONG_QQQ_SHORT_SPY,True,1,-1,31.6374045130649,35.33451751750971,-3.697113004444809,2.0,-5.697113004444809,1.6971130044448088,-5.697113004444809
20220215,202202,09:30,10:34,10:36,13:36,180,13.592729983431639,28.12101067247219,24.984538346970897,26.552774509721544,-12.960044526289906,SHORT_QQQ_LONG_SPY,True,-1,1,29.399314461539348,13.706789252611326,-15.692525208928021,2.0,-17.69252520892802,13.692525208928021,13.692525208928021
20220216,202202,09:30,10:34,10:36,13:36,180,-54.116212477754324,-21.36176383470999,-14.426438946835114,-17.89410139077255,-36.22211108698177,SHORT_QQQ_LONG_SPY,True,-1,1,-9.945584270351114,-11.279808085685973,-1.334223815334859,2.0,-3.334223815334859,-0.6657761846651411,-0.6657761846651411
20220217,202202,09:30,10:34,10:36,13:36,180,-76.27975735366904,-71.28782409938847,-65.19400128149886,-68.24091269044366,-8.038844663225376,SHORT_QQQ_LONG_SPY,True,-1,1,-27.463113725199214,10.898193795029899,38.36130752022911,2.0,36.36130752022911,-40.36130752022911,-40.36130752022911
20220218,202202,09:30,10:34,10:36,13:36,180,-97.76553407368947,-34.6234478721763,-25.413556119513956,-30.018501995845128,-67.74703207784434,SHORT_QQQ_LONG_SPY,True,-1,1,-95.1955754430869,-86.55073249689187,8.644842946195027,2.0,6.644842946195027,-10.644842946195027,-10.644842946195027
20220222,202202,09:30,10:34,10:36,13:36,180,121.85783488650969,48.33888035659207,54.723805131079956,51.531342743836014,70.32649214267369,LONG_QQQ_SHORT_SPY,True,1,-1,-162.5429619991023,-123.53704988680681,-39.005912112295476,2.0,-41.005912112295476,37.005912112295476,-41.005912112295476
20220223,202202,09:30,10:34,10:36,13:36,180,-132.72573544489708,-101.77426584401987,-95.67673189383969,-98.72549886892978,-34.00023657596731,SHORT_QQQ_LONG_SPY,True,-1,1,-123.7990305905854,-90.83947933460318,32.95955125598222,2.0,30.95955125598222,-34.95955125598222,-34.95955125598222
20220224,202202,09:30,10:34,10:36,13:36,180,248.71587888433842,125.97596454100874,128.60048148701438,127.28822301401155,121.42765587032687,LONG_QQQ_SHORT_SPY,True,1,-1,128.01150119319917,56.420686744709656,71.59081444848951,2.0,69.59081444848951,-73.59081444848951,69.59081444848951
20220225,202202,09:30,10:34,10:36,13:36,180,-7.0337917966897985,59.58949942646151,45.98029558330643,52.78489750488397,-59.81868930157377,SHORT_QQQ_LONG_SPY,True,-1,1,99.79365593236594,121.39789506937551,21.60423913700957,2.0,19.60423913700957,-23.60423913700957,-23.60423913700957
20220228,202202,09:30,10:34,10:36,13:36,180,56.776149371395654,7.048255503117293,34.88872660140906,20.968491052263175,35.80765831913248,LONG_QQQ_SHORT_SPY,True,1,-1,-29.617606365518462,-18.217671562915,-11.399934802603461,2.0,-13.399934802603461,9.399934802603461,-13.399934802603461
20220301,202203,09:30,10:34,10:36,13:36,180,34.93730725415938,-39.04627496798155,-22.55259390096403,-30.799434434472793,65.73674168863218,LONG_QQQ_SHORT_SPY,True,1,-1,-163.54995700449587,-127.45225128180606,-36.09770572268981,2.0,-38.09770572268981,34.09770572268981,-38.09770572268981
20220302,202203,09:30,10:34,10:36,13:36,180,-14.87726532770885,30.205899864246323,34.6300703925191,32.41798512838271,-47.29525045609156,SHORT_QQQ_LONG_SPY,True,-1,1,132.95102348778096,110.39459829797164,-22.556425189809318,2.0,-24.556425189809318,20.556425189809318,20.556425189809318
20220303,202203,09:30,10:34,10:36,13:36,180,-142.45460119529304,-73.98756203839345,-68.5753424908673,-71.28145226463037,-71.17314893066266,SHORT_QQQ_LONG_SPY,True,-1,1,-11.59420419734819,6.167270264801189,17.76147446214938,2.0,15.76147446214938,-19.76147446214938,-19.76147446214938
20220304,202203,09:30,10:34,10:36,13:36,180,-90.16127411268715,-71.8936358237309,-59.23981501844515,-65.56672542108802,-24.59454869159913,SHORT_QQQ_LONG_SPY,True,-1,1,41.434888214485056,62.20137958471638,20.76649137023132,2.0,18.76649137023132,-22.76649137023132,-22.76649137023132
20220307,202203,09:30,10:34,10:36,13:36,180,-174.95250131077032,-122.64264027046728,-121.92572158633683,-122.28418092840207,-52.66832038236825,SHORT_QQQ_LONG_SPY,True,-1,1,-99.04519792441197,-89.70148082131571,9.343717103096253,2.0,7.343717103096253,-11.343717103096253,-11.343717103096253
20220308,202203,09:30,10:34,10:36,13:36,180,-116.40490894059407,-106.87338113438081,-97.21367623162034,-102.04352868300057,-14.361380257593495,SHORT_QQQ_LONG_SPY,True,-1,1,256.8982526983588,158.84328346749206,-98.05496923086676,2.0,-100.05496923086676,96.05496923086676,96.05496923086676
20220309,202203,09:30,10:34,10:36,13:36,180,18.97333761970332,23.704849447986486,12.928250023051714,18.3165497355191,0.6567878841842187,LONG_QQQ_SHORT_SPY,True,1,-1,44.36458115904288,32.791522333294544,11.573058825748333,2.0,9.573058825748333,-13.573058825748333,9.573058825748333
20220310,202203,09:30,10:34,10:36,13:36,180,-67.33419434932033,-16.684079321849474,-4.261262818677754,-10.472671070263614,-56.86152327905671,SHORT_QQQ_LONG_SPY,True,-1,1,11.248082172098892,9.465440021413615,-1.7826421506852768,2.0,-3.7826421506852768,-0.21735784931472324,-0.21735784931472324
20220311,202203,09:30,10:34,10:36,13:36,180,-147.33397981151415,-78.70517210915075,-71.73026536164339,-75.21771873539707,-72.11626107611708,SHORT_QQQ_LONG_SPY,True,-1,1,-29.142149214127304,-15.75822046560104,13.383928748526264,2.0,11.383928748526264,-15.383928748526264,-15.383928748526264
20220314,202203,09:30,10:34,10:36,13:36,180,46.93104822347052,23.58770933597819,36.757336523060694,30.17252292951944,16.758525293951077,LONG_QQQ_SHORT_SPY,True,1,-1,-207.8999316213585,-136.04355390412886,-71.85637771722963,2.0,-73.85637771722963,69.85637771722963,-73.85637771722963
20220315,202203,09:30,10:34,10:36,13:36,180,90.59944068886315,42.06945875542452,51.79758296138107,46.933520858402794,43.66591983046036,LONG_QQQ_SHORT_SPY,True,1,-1,25.889184157518578,8.28529880388382,17.60388535363476,2.0,15.603885353634759,-19.60388535363476,15.603885353634759
20220316,202203,09:30,10:34,10:36,13:36,180,169.57148711616406,89.4759669359333,94.46263981297419,91.96930337445374,77.60218374171032,LONG_QQQ_SHORT_SPY,True,1,-1,-88.65939307944387,-63.600940596179754,-25.05845248326412,2.0,-27.05845248326412,23.05845248326412,-27.05845248326412
20220317,202203,09:30,10:34,10:36,13:36,180,42.46666560796755,50.94472256635694,54.28420460773046,52.6144635870437,-10.147797979076152,SHORT_QQQ_LONG_SPY,True,-1,1,81.8270370097056,69.99593964682573,-11.831097362879873,2.0,-13.831097362879873,9.831097362879873,9.831097362879873
20220318,202203,09:30,10:34,10:36,13:36,180,97.28409405514256,33.41394825753269,36.00897277110013,34.711460514316414,62.572633540826146,LONG_QQQ_SHORT_SPY,True,1,-1,93.46534357161032,61.692189311875126,31.773154259735193,2.0,29.773154259735193,-33.77315425973519,29.773154259735193
20220321,202203,09:30,10:34,10:36,13:36,180,-91.23051484458016,-43.76924694766857,-34.042394198433975,-38.90582057305127,-52.324694271528884,SHORT_QQQ_LONG_SPY,True,-1,1,-10.088055158097191,-26.897230433001475,-16.809175274904284,2.0,-18.809175274904284,14.809175274904284,14.809175274904284
20220322,202203,09:30,10:34,10:36,13:36,180,155.10769200518135,67.77513999397279,71.51188069155981,69.64351034276629,85.46418166241506,LONG_QQQ_SHORT_SPY,True,1,-1,9.549757768709753,4.452558068129654,5.0971997005800995,2.0,3.0971997005800995,-7.0971997005800995,3.0971997005800995
20220323,202203,09:30,10:34,10:36,13:36,180,42.84834880687836,17.548513436874373,19.44895264605745,18.49873304146591,24.34961576541245,LONG_QQQ_SHORT_SPY,True,1,-1,-40.60690256342328,-49.487869010365145,8.880966446941862,2.0,6.880966446941862,-10.880966446941862,6.880966446941862
20220324,202203,09:30,10:34,10:36,13:36,180,-16.124701155683592,10.582980252692144,12.55070874536636,11.566844499029251,-27.691545654712844,SHORT_QQQ_LONG_SPY,True,-1,1,83.92524195122984,29.28521625751507,-54.64002569371476,2.0,-56.64002569371476,52.64002569371476,52.64002569371476
20220325,202203,09:30,10:34,10:36,13:36,180,7.506359907079401,25.693659864857278,27.449435041995486,26.571547453426383,-19.065187546346984,SHORT_QQQ_LONG_SPY,True,-1,1,-84.20280609571448,-50.72835821761387,33.47444787810061,2.0,31.474447878100612,-35.47444787810061,-35.47444787810061
20220328,202203,09:30,10:34,10:36,13:36,180,41.37917786151088,6.411238172371063,7.07604567039159,6.743641921381327,34.63553594012956,LONG_QQQ_SHORT_SPY,True,1,-1,14.943962930537262,-2.651933717199949,17.595896647737213,2.0,15.595896647737213,-19.595896647737213,15.595896647737213
20220329,202203,09:30,10:34,10:36,13:36,180,-44.286931685269344,-32.29576943594691,-30.69657455187317,-31.49617199391004,-12.790759691359305,SHORT_QQQ_LONG_SPY,True,-1,1,38.61638650647816,0.43630969268868786,-38.18007681378947,2.0,-40.18007681378947,36.18007681378947,36.18007681378947
20220330,202203,09:30,10:34,10:36,13:36,180,29.474217895322305,-11.082803957920516,-4.997447060453371,-8.040125509186943,37.51434340450925,LONG_QQQ_SHORT_SPY,True,1,-1,-25.687839448202272,-21.107383449858737,-4.580455998343535,2.0,-6.580455998343535,2.5804559983435347,-6.580455998343535
20220331,202203,09:30,10:34,10:36,13:36,180,-21.535576085229607,-1.2844362267858065,-2.8395749565541903,-2.0620055916699984,-19.47357049355961,SHORT_QQQ_LONG_SPY,True,-1,1,-35.802659214562205,-25.58357050579066,10.219088708771544,2.0,8.219088708771544,-12.219088708771544,-12.219088708771544
20220401,202204,09:30,10:34,10:36,13:36,180,-25.665452677745517,-29.61868140851791,-40.008452920563826,-34.81356716454087,9.148114486795354,LONG_QQQ_SHORT_SPY,True,1,-1,-83.19054133562938,-37.93892176138565,-45.251619574243726,2.0,-47.251619574243726,43.251619574243726,-47.251619574243726
20220404,202204,09:30,10:34,10:36,13:36,180,92.20701992159442,36.800993615244295,32.38851387624494,34.59475374574462,57.612266175849804,LONG_QQQ_SHORT_SPY,True,1,-1,47.42574780836235,19.34449175485676,28.08125605350559,2.0,26.08125605350559,-30.08125605350559,26.08125605350559
20220405,202204,09:30,10:34,10:36,13:36,180,-100.27817406910812,-30.977954640952174,-22.87173040767185,-26.924842524312012,-73.3533315447961,SHORT_QQQ_LONG_SPY,True,-1,1,-39.61490737850465,-12.553546923962204,27.061360454542445,2.0,25.061360454542445,-29.061360454542445,-29.061360454542445
20220406,202204,09:30,10:34,10:36,13:36,180,-93.22628116274967,-53.03416751303026,-41.707836942593225,-47.37100222781174,-45.85527893493793,SHORT_QQQ_LONG_SPY,True,-1,1,9.07260984803262,13.688641688660493,4.616031840627873,2.0,2.6160318406278726,-6.616031840627873,-6.616031840627873
20220407,202204,09:30,10:34,10:36,13:36,180,42.20909653297844,0.9381868875157425,14.352352661045886,7.6452697742808144,34.56382675869763,LONG_QQQ_SHORT_SPY,True,1,-1,-53.82144316228811,-0.224046960251957,-53.59739620203616,2.0,-55.59739620203616,51.59739620203616,-55.59739620203616
20220408,202204,09:30,10:34,10:36,13:36,180,-36.39883447648007,-4.117429135454188,-5.135705546679503,-4.6265673410668455,-31.772267135413223,SHORT_QQQ_LONG_SPY,True,-1,1,-9.689647086036745,25.424309509034796,35.11395659507154,2.0,33.11395659507154,-37.11395659507154,-37.11395659507154
20220411,202204,09:30,10:34,10:36,13:36,180,-36.02874571692082,-43.94515284882857,-31.800831969258343,-37.872992409043455,1.8442466921226384,LONG_QQQ_SHORT_SPY,True,1,-1,-1.4559643605647117,-14.244855607630447,12.788891247065735,2.0,10.788891247065735,-14.788891247065735,10.788891247065735
20220412,202204,09:30,10:34,10:36,13:36,180,-6.364820119397254,27.016677457038824,13.53180179419822,20.27423962561852,-26.639059745015775,SHORT_QQQ_LONG_SPY,True,-1,1,-74.94588456914504,-49.69515535607943,25.250729213065604,2.0,23.250729213065604,-27.250729213065604,-27.250729213065604
20220413,202204,09:30,10:34,10:36,13:36,180,96.93318449010783,32.53084436666592,35.551541547070144,34.04119295686803,62.8919915332398,LONG_QQQ_SHORT_SPY,True,1,-1,60.17547482878091,51.73246851517984,8.443006313601067,2.0,6.443006313601067,-10.443006313601067,6.443006313601067
20220414,202204,09:30,10:34,10:36,13:36,180,-109.42393710301513,-50.76764438129767,-42.47634041213315,-46.62199239671541,-62.80194470629972,SHORT_QQQ_LONG_SPY,True,-1,1,-47.68949485041906,-32.195193999929266,15.494300850489793,2.0,13.494300850489793,-17.494300850489793,-17.494300850489793
20220418,202204,09:30,10:34,10:36,13:36,180,91.76948099107156,31.35942971152741,51.831925244645156,41.59567747808629,50.17380351298527,LONG_QQQ_SHORT_SPY,True,1,-1,-27.66579155193588,-2.962051584138835,-24.703739967797045,2.0,-26.703739967797045,22.703739967797045,-26.703739967797045
20220419,202204,09:30,10:34,10:36,13:36,180,155.292196194622,101.55840519155916,113.09820097153347,107.32830308154632,47.96389311307567,LONG_QQQ_SHORT_SPY,True,1,-1,37.2342403006142,10.38609260217969,26.848147698434513,2.0,24.848147698434513,-28.848147698434513,24.848147698434513
20220420,202204,09:30,10:34,10:36,13:36,180,-90.29406719394265,-19.68970387203944,-15.45128116347419,-17.570492517756815,-72.72357467618583,SHORT_QQQ_LONG_SPY,True,-1,1,-20.677711851167704,6.946078545895131,27.623790397062834,2.0,25.623790397062834,-29.623790397062834,-29.623790397062834
20220421,202204,09:30,10:34,10:36,13:36,180,4.923896929360679,-5.152967734728124,5.349262375135738,0.09814732020380701,4.825749609156873,LONG_QQQ_SHORT_SPY,True,1,-1,-196.80436348639415,-137.52474203598615,-59.279621450408,2.0,-61.279621450408,57.279621450408,-61.279621450408
20220422,202204,09:30,10:34,10:36,13:36,180,-73.85424905018185,-71.07353716611567,-78.59038083642172,-74.8319590012687,0.977709951086851,LONG_QQQ_SHORT_SPY,True,1,-1,-115.20515472572454,-84.34957551301746,-30.855579212707084,2.0,-32.855579212707084,28.855579212707084,-32.855579212707084
20220425,202204,09:30,10:34,10:36,13:36,180,115.78575630477631,36.23337478049678,7.313994828756811,21.773684804626797,94.01207150014952,LONG_QQQ_SHORT_SPY,True,1,-1,-61.91211120841259,-36.397194585400655,-25.514916623011935,2.0,-27.514916623011935,23.514916623011935,-27.514916623011935
20220426,202204,09:30,10:34,10:36,13:36,180,-193.63599488410102,-99.48949402567813,-99.82972753558903,-99.65961078063359,-93.97638410346744,SHORT_QQQ_LONG_SPY,True,-1,1,-60.57407599525083,-62.575300249440325,-2.001224254189495,2.0,-4.001224254189495,0.0012242541894949,0.0012242541894949
20220427,202204,09:30,10:34,10:36,13:36,180,-33.78754970791776,-48.572634435203874,-31.927817503122448,-40.25022596916316,6.462676261245399,LONG_QQQ_SHORT_SPY,True,1,-1,108.60801088794577,115.05629036628973,-6.448279478343963,2.0,-8.448279478343963,4.448279478343963,-8.448279478343963
20220428,202204,09:30,10:34,10:36,13:36,180,-125.69342857042393,-115.3205763196577,-101.63729266326892,-108.47893449146332,-17.214494078960612,SHORT_QQQ_LONG_SPY,True,-1,1,271.9589615319477,207.77878444391095,-64.18017708803674,2.0,-66.18017708803674,62.18017708803674,62.18017708803674
20220429,202204,09:30,10:34,10:36,13:36,180,-44.89380111580011,-57.320417070040264,-61.567800448700666,-59.444108759370465,14.550307643570356,LONG_QQQ_SHORT_SPY,True,1,-1,-68.28093312750514,-32.629564634325945,-35.65136849317919,2.0,-37.65136849317919,33.65136849317919,-37.65136849317919
20220502,202205,09:30,10:34,10:36,13:36,180,135.8880483951084,59.744673629054766,75.674599252558,67.70963644080638,68.17841195430202,LONG_QQQ_SHORT_SPY,True,1,-1,-160.77772664391404,-154.35218510531988,-6.42554153859416,2.0,-8.42554153859416,4.42554153859416,-8.42554153859416
20220503,202205,09:30,10:34,10:36,13:36,180,17.56752969293763,44.604777373594594,32.23558806719374,38.420182720394166,-20.852653027456537,SHORT_QQQ_LONG_SPY,True,-1,1,44.128074111929855,41.48139887267794,-2.6466752392519126,2.0,-4.646675239251913,0.6466752392519126,0.6466752392519126
20220504,202205,09:30,10:34,10:36,13:36,180,-130.18103185475576,-57.56568204227571,-63.5014401151298,-60.53356107870276,-69.647470776053,SHORT_QQQ_LONG_SPY,True,-1,1,132.79404681167048,66.78061763474865,-66.01342917692183,2.0,-68.01342917692183,64.01342917692183,64.01342917692183
20220505,202205,09:30,10:34,10:36,13:36,180,-270.8976302432365,-160.49306139021735,-159.08401122718462,-159.788536308701,-111.10909393453551,SHORT_QQQ_LONG_SPY,True,-1,1,-78.61576025142661,-85.25815060479277,-6.642390353366167,2.0,-8.642390353366167,4.642390353366167,4.642390353366167
20220506,202205,09:30,10:34,10:36,13:36,180,-56.763359534067924,-48.48231916399974,-51.704910077570396,-50.09361462078507,-6.669744913282855,SHORT_QQQ_LONG_SPY,True,-1,1,84.99729214321167,91.76274395591088,6.765451812699212,2.0,4.765451812699212,-8.765451812699212,-8.765451812699212
20220509,202205,09:30,10:34,10:36,13:36,180,-93.7015381536316,-67.71934559939085,-60.66552386260008,-64.19243473099547,-29.50910342263613,SHORT_QQQ_LONG_SPY,True,-1,1,-60.064248917770755,-56.562787070289005,3.5014618474817496,2.0,1.5014618474817496,-5.50146184748175,-5.50146184748175
20220510,202205,09:30,10:34,10:36,13:36,180,-66.88767750525388,-95.47720580921958,-65.48454505989639,-80.48087543455799,13.593197929304111,LONG_QQQ_SHORT_SPY,True,1,-1,9.588838005528096,-35.91474118573456,45.50357919126266,2.0,43.50357919126266,-47.50357919126266,43.50357919126266
20220511,202205,09:30,10:34,10:36,13:36,180,87.08037344183703,95.53057304191267,98.49833390644412,97.0144534741784,-9.93408003234137,SHORT_QQQ_LONG_SPY,True,-1,1,-186.1550345634674,-139.2238620175288,46.93117254593861,2.0,44.93117254593861,-48.93117254593861,-48.93117254593861
20220512,202205,09:30,10:34,10:36,13:36,180,132.3652924489985,34.81960822462048,51.74722070872138,43.28341446667093,89.08187798232757,LONG_QQQ_SHORT_SPY,True,1,-1,-86.96307134340353,-59.22107216058084,-27.74199918282269,2.0,-29.74199918282269,25.74199918282269,-29.74199918282269
