feature,importance
ib_range_bps,7027.136895298958
oi_diff,4291.449198484421
iv_diff,3039.12244951725
dist_ib_low_bps,2968.657310605049
minute,2734.5668338537216
dist_ib_high_bps,2559.731960773468
ret_30m_bps,1915.6420648097992
nearest_level_abs_bps,1809.5058419704437
ret_1m_bps,1532.1724185943604
ret_5m_bps,1470.2308776378632
iv_diff_chg_5m,1445.8900662660599
spread_pct_diff,1415.9257279634476
iv_diff_chg_25m,1408.514370918274
iv_diff_chg_15m,1316.279088139534
volume_diff_chg_15m,1271.4067100286484
ret_15m_bps,1245.6144276857376
volume_diff_chg_25m,1230.977310538292
volume_diff_chg_5m,1226.5065503120422
abs_delta_diff,1199.0167064666748
spread_pct_diff_chg_5m,1193.5478911399841
spread_pct_diff_chg_15m,1117.656912446022
volume_diff,1096.7413911819458
spread_pct_diff_chg_25m,1088.473991394043
vega_diff_chg_5m,1024.3483188152313
vega_diff_chg_15m,1017.4610096216202
vega_diff,981.8036423921585
vega_diff_chg_25m,922.4846080541611
abs_delta_diff_chg_5m,912.5731128454208
abs_delta_diff_chg_15m,826.3655903339386
abs_delta_diff_chg_25m,815.7628391981125
