ticker,trade_date,month,path,bytes,calendar_half_day,eligible_fixed_180m_clock
SPXW,20250107,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250107_20250107_greeks.parquet,4606736,False,True
SPXW,20250108,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250108_20250108_greeks.parquet,4538030,False,True
SPXW,20250110,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250110_20250110_greeks.parquet,5566134,False,True
SPXW,20250113,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250113_20250113_greeks.parquet,4752403,False,True
SPXW,20250114,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250114_20250114_greeks.parquet,4648989,False,True
SPXW,20250115,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250115_20250115_greeks.parquet,4676937,False,True
SPXW,20250116,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250116_20250116_greeks.parquet,4278138,False,True
SPXW,20250117,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250117_20250117_greeks.parquet,7665954,False,True
SPXW,20250121,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250121_20250121_greeks.parquet,4470156,False,True
SPXW,20250122,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250122_20250122_greeks.parquet,4422333,False,True
SPXW,20250123,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250123_20250123_greeks.parquet,4295033,False,True
SPXW,20250124,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250124_20250124_greeks.parquet,6261305,False,True
SPXW,20250127,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250127_20250127_greeks.parquet,5001339,False,True
SPXW,20250128,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250128_20250128_greeks.parquet,4600413,False,True
SPXW,20250129,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250129_20250129_greeks.parquet,4808595,False,True
SPXW,20250130,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250130_20250130_greeks.parquet,4587507,False,True
SPXW,20250131,202501,D:\ThetaData\data_options\SPXW\greeks\2025\01\SPXW_20250131_20250131_greeks.parquet,8040076,False,True
SPXW,20250203,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250203_20250203_greeks.parquet,4804681,False,True
SPXW,20250204,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250204_20250204_greeks.parquet,4484521,False,True
SPXW,20250205,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250205_20250205_greeks.parquet,4444410,False,True
SPXW,20250206,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250206_20250206_greeks.parquet,4405344,False,True
SPXW,20250207,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250207_20250207_greeks.parquet,5889465,False,True
SPXW,20250210,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250210_20250210_greeks.parquet,4240910,False,True
SPXW,20250211,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250211_20250211_greeks.parquet,4223048,False,True
SPXW,20250212,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250212_20250212_greeks.parquet,4308468,False,True
SPXW,20250213,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250213_20250213_greeks.parquet,4366293,False,True
SPXW,20250214,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250214_20250214_greeks.parquet,5030174,False,True
SPXW,20250218,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250218_20250218_greeks.parquet,4362508,False,True
SPXW,20250219,202502,D:\ThetaData\data_options\SPXW\greeks\2025\02\SPXW_20250219_20250219_greeks.parquet,4136262,False,True
