feature,importance
ib_range_bps,17548.873292446136
oi_diff,9879.195063710213
dist_ib_high_bps,6016.411005973816
dist_ib_low_bps,5039.523108839989
iv_diff,3828.7904311418533
minute,3191.5563093423843
nearest_level_abs_bps,2121.9959585666656
ret_30m_bps,1980.8313162326813
vega_diff,1389.870440006256
ret_15m_bps,1256.72036921978
abs_delta_diff,1172.840232014656
spread_pct_diff,1153.654481291771
ret_5m_bps,1090.9684587717056
volume_diff,1080.6520134210587
iv_diff_chg_15m,954.7609697580338
iv_diff_chg_25m,902.6028871536255
volume_diff_chg_5m,794.1752302646637
iv_diff_chg_5m,789.4557193517685
ret_1m_bps,772.075447678566
volume_diff_chg_25m,683.7036814689636
vega_diff_chg_5m,646.3479597568512
volume_diff_chg_15m,627.0485492944717
vega_diff_chg_15m,604.4536821842194
spread_pct_diff_chg_5m,572.2586504220963
spread_pct_diff_chg_15m,572.0777306556702
abs_delta_diff_chg_25m,506.88715946674347
abs_delta_diff_chg_15m,506.0198704004288
spread_pct_diff_chg_25m,472.7821921110153
vega_diff_chg_25m,450.38005089759827
abs_delta_diff_chg_5m,411.7327893972397
