feature,importance
ib_range_bps,12785.286680102348
oi_diff,7790.178480148315
dist_ib_low_bps,4473.183539867401
dist_ib_high_bps,4067.6461577415466
iv_diff,3310.054986834526
minute,2884.683926343918
ret_30m_bps,1679.2289732694626
nearest_level_abs_bps,1493.8465416431427
ret_15m_bps,1274.474989771843
volume_diff,1126.85915184021
ret_1m_bps,1124.3674998283386
spread_pct_diff,974.8963575363159
ret_5m_bps,934.3034101724625
iv_diff_chg_5m,920.164250254631
iv_diff_chg_15m,901.6269315481186
abs_delta_diff,890.4864486455917
iv_diff_chg_25m,823.1944373846054
spread_pct_diff_chg_5m,795.4190993309021
volume_diff_chg_5m,759.2218809127808
spread_pct_diff_chg_25m,716.0915590524673
volume_diff_chg_25m,695.6870687007904
vega_diff,688.2194892168045
volume_diff_chg_15m,655.5009486675262
spread_pct_diff_chg_15m,607.2342714071274
vega_diff_chg_25m,568.1490926742554
abs_delta_diff_chg_5m,554.0528497695923
vega_diff_chg_15m,548.0408207178116
vega_diff_chg_5m,544.5080193281174
abs_delta_diff_chg_15m,508.0751975774765
abs_delta_diff_chg_25m,506.508299946785
