mode,outer_month,ticker,arm,model_family,utility_percentile,margin_percentile,utility_threshold,side_margin,passed,policy_candidates,scheduled_trades,worst_inner_month_pnl,worst_inner_month_pf,worst_inner_month_wr,minimum_inner_month_trades,pooled_inner_pnl,pooled_inner_pf,inner_month_metrics
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,0,-0.007932334890808886,6.748489800964541e-06,False,664,125,-11.363846998590972,0.3398588712153146,0.2702702702702703,30,-6.1570062876387475,0.8672913868169305,"{""202301"": {""call_rate"": 0.32432432432432434, ""max_drawdown"": 11.4045236797337, ""maximum_hold"": 128.0, ""minimum_hold"": 30.0, ""pnl"": -11.363846998590972, ""profit_factor"": 0.3398588712153146, ""put_rate"": 0.6756756756756757, ""trades"": 37, ""win_rate"": 0.2702702702702703}, ""202302"": {""call_rate"": 0.5, ""max_drawdown"": 4.436561546329633, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.2622583171989974, ""profit_factor"": 1.2053785040654232, ""put_rate"": 0.5, ""trades"": 30, ""win_rate"": 0.43333333333333335}, ""202303"": {""call_rate"": 0.41379310344827586, ""max_drawdown"": 5.403920411408321, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.944582393753228, ""profit_factor"": 1.1620967260507775, ""put_rate"": 0.5862068965517241, ""trades"": 58, ""win_rate"": 0.5}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,10,-0.007932334890808886,0.052649718878559036,False,661,125,-11.363846998590972,0.3398588712153146,0.2702702702702703,30,-6.1570062876387475,0.8672913868169305,"{""202301"": {""call_rate"": 0.32432432432432434, ""max_drawdown"": 11.4045236797337, ""maximum_hold"": 128.0, ""minimum_hold"": 30.0, ""pnl"": -11.363846998590972, ""profit_factor"": 0.3398588712153146, ""put_rate"": 0.6756756756756757, ""trades"": 37, ""win_rate"": 0.2702702702702703}, ""202302"": {""call_rate"": 0.5, ""max_drawdown"": 4.436561546329633, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.2622583171989974, ""profit_factor"": 1.2053785040654232, ""put_rate"": 0.5, ""trades"": 30, ""win_rate"": 0.43333333333333335}, ""202303"": {""call_rate"": 0.41379310344827586, ""max_drawdown"": 5.403920411408321, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.944582393753228, ""profit_factor"": 1.1620967260507775, ""put_rate"": 0.5862068965517241, ""trades"": 58, ""win_rate"": 0.5}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,20,-0.007932334890808886,0.10648549614567145,False,652,124,-12.10704886385172,0.2969855628294747,0.25,30,-6.900208152899493,0.8512959208893383,"{""202301"": {""call_rate"": 0.2777777777777778, ""max_drawdown"": 12.10704886385172, ""maximum_hold"": 128.0, ""minimum_hold"": 30.0, ""pnl"": -12.10704886385172, ""profit_factor"": 0.2969855628294747, ""put_rate"": 0.7222222222222222, ""trades"": 36, ""win_rate"": 0.25}, ""202302"": {""call_rate"": 0.5, ""max_drawdown"": 4.436561546329633, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.2622583171989974, ""profit_factor"": 1.2053785040654232, ""put_rate"": 0.5, ""trades"": 30, ""win_rate"": 0.43333333333333335}, ""202303"": {""call_rate"": 0.41379310344827586, ""max_drawdown"": 5.403920411408321, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.944582393753228, ""profit_factor"": 1.1620967260507775, ""put_rate"": 0.5862068965517241, ""trades"": 58, ""win_rate"": 0.5}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,30,-0.007932334890808886,0.15891282965818812,False,622,122,-12.848146418930558,0.2533022196437116,0.22857142857142856,30,-7.72401325820931,0.8334264498865765,"{""202301"": {""call_rate"": 0.2571428571428571, ""max_drawdown"": 12.848146418930554, ""maximum_hold"": 128.0, ""minimum_hold"": 30.0, ""pnl"": -12.848146418930558, ""profit_factor"": 0.2533022196437116, ""put_rate"": 0.7428571428571429, ""trades"": 35, ""win_rate"": 0.22857142857142856}, ""202302"": {""call_rate"": 0.5, ""max_drawdown"": 4.436561546329633, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.2622583171989974, ""profit_factor"": 1.2053785040654232, ""put_rate"": 0.5, ""trades"": 30, ""win_rate"": 0.43333333333333335}, ""202303"": {""call_rate"": 0.40350877192982454, ""max_drawdown"": 5.486627961639302, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.861874843522248, ""profit_factor"": 1.157693861035701, ""put_rate"": 0.5964912280701754, ""trades"": 57, ""win_rate"": 0.49122807017543857}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,40,-0.007932334890808886,0.21417366061256418,False,575,112,-10.25134001412157,0.2919322983341554,0.23333333333333334,29,-7.98173976551021,0.8171789918195279,"{""202301"": {""call_rate"": 0.2, ""max_drawdown"": 10.25134001412157, ""maximum_hold"": 128.0, ""minimum_hold"": 30.0, ""pnl"": -10.25134001412157, ""profit_factor"": 0.2919322983341554, ""put_rate"": 0.8, ""trades"": 30, ""win_rate"": 0.23333333333333334}, ""202302"": {""call_rate"": 0.4827586206896552, ""max_drawdown"": 4.717811497435198, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 1.9810083660934317, ""profit_factor"": 1.179845303993889, ""put_rate"": 0.5172413793103449, ""trades"": 29, ""win_rate"": 0.41379310344827586}, ""202303"": {""call_rate"": 0.4339622641509434, ""max_drawdown"": 5.358663120046377, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 0.28859188251792933, ""profit_factor"": 1.0158865593690931, ""put_rate"": 0.5660377358490566, ""trades"": 53, ""win_rate"": 0.4528301886792453}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,50,50,-0.007932334890808886,0.27551515073647925,False,491,107,-11.164302404584618,0.2608946687525243,0.20689655172413793,29,-9.092117152596323,0.7848245612054059,"{""202301"": {""call_rate"": 0.2413793103448276, ""max_drawdown"": 11.164302404584614, ""maximum_hold"": 114.0, ""minimum_hold"": 30.0, ""pnl"": -11.164302404584618, ""profit_factor"": 0.2608946687525243, ""put_rate"": 0.7586206896551724, ""trades"": 29, ""win_rate"": 0.20689655172413793}, ""202302"": {""call_rate"": 0.4482758620689655, ""max_drawdown"": 4.018281608445017, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.6805382550836123, ""profit_factor"": 1.2574392697939547, ""put_rate"": 0.5517241379310345, ""trades"": 29, ""win_rate"": 0.4482758620689655}, ""202303"": {""call_rate"": 0.42857142857142855, ""max_drawdown"": 6.123933717889523, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": -0.608353003095319, ""profit_factor"": 0.9636521361607338, ""put_rate"": 0.5714285714285714, ""trades"": 49, ""win_rate"": 0.4489795918367347}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,60,0,0.03553434716214089,6.748489800964541e-06,False,511,108,-12.80958083327885,0.2196220994948618,0.1875,28,-8.552912432932159,0.7984548603534042,"{""202301"": {""call_rate"": 0.1875, ""max_drawdown"": 12.80958083327885, ""maximum_hold"": 123.0, ""minimum_hold"": 30.0, ""pnl"": -12.80958083327885, ""profit_factor"": 0.2196220994948618, ""put_rate"": 0.8125, ""trades"": 32, ""win_rate"": 0.1875}, ""202302"": {""call_rate"": 0.4642857142857143, ""max_drawdown"": 4.090204489961808, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.6086153735668205, ""profit_factor"": 1.2511311683852082, ""put_rate"": 0.5357142857142857, ""trades"": 28, ""win_rate"": 0.42857142857142855}, ""202303"": {""call_rate"": 0.3958333333333333, ""max_drawdown"": 6.95182486579716, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 1.6480530267798708, ""profit_factor"": 1.1054102217046249, ""put_rate"": 0.6041666666666666, ""trades"": 48, ""win_rate"": 0.4791666666666667}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,60,10,0.03553434716214089,0.052649718878559036,False,511,108,-12.80958083327885,0.2196220994948618,0.1875,28,-8.552912432932159,0.7984548603534042,"{""202301"": {""call_rate"": 0.1875, ""max_drawdown"": 12.80958083327885, ""maximum_hold"": 123.0, ""minimum_hold"": 30.0, ""pnl"": -12.80958083327885, ""profit_factor"": 0.2196220994948618, ""put_rate"": 0.8125, ""trades"": 32, ""win_rate"": 0.1875}, ""202302"": {""call_rate"": 0.4642857142857143, ""max_drawdown"": 4.090204489961808, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.6086153735668205, ""profit_factor"": 1.2511311683852082, ""put_rate"": 0.5357142857142857, ""trades"": 28, ""win_rate"": 0.42857142857142855}, ""202303"": {""call_rate"": 0.3958333333333333, ""max_drawdown"": 6.95182486579716, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 1.6480530267798708, ""profit_factor"": 1.1054102217046249, ""put_rate"": 0.6041666666666666, ""trades"": 48, ""win_rate"": 0.4791666666666667}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,60,20,0.03553434716214089,0.10648549614567145,False,510,108,-12.80958083327885,0.2196220994948618,0.1875,28,-8.552912432932159,0.7984548603534042,"{""202301"": {""call_rate"": 0.1875, ""max_drawdown"": 12.80958083327885, ""maximum_hold"": 123.0, ""minimum_hold"": 30.0, ""pnl"": -12.80958083327885, ""profit_factor"": 0.2196220994948618, ""put_rate"": 0.8125, ""trades"": 32, ""win_rate"": 0.1875}, ""202302"": {""call_rate"": 0.4642857142857143, ""max_drawdown"": 4.090204489961808, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.6086153735668205, ""profit_factor"": 1.2511311683852082, ""put_rate"": 0.5357142857142857, ""trades"": 28, ""win_rate"": 0.42857142857142855}, ""202303"": {""call_rate"": 0.3958333333333333, ""max_drawdown"": 6.95182486579716, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 1.6480530267798708, ""profit_factor"": 1.1054102217046249, ""put_rate"": 0.6041666666666666, ""trades"": 48, ""win_rate"": 0.4791666666666667}}"
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,60,30,0.03553434716214089,0.15891282965818812,False,507,108,-12.80958083327885,0.2196220994948618,0.1875,28,-8.314234230301876,0.804079193825415,"{""202301"": {""call_rate"": 0.1875, ""max_drawdown"": 12.80958083327885, ""maximum_hold"": 123.0, ""minimum_hold"": 30.0, ""pnl"": -12.80958083327885, ""profit_factor"": 0.2196220994948618, ""put_rate"": 0.8125, ""trades"": 32, ""win_rate"": 0.1875}, ""202302"": {""call_rate"": 0.4642857142857143, ""max_drawdown"": 4.090204489961808, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 2.6086153735668205, ""profit_factor"": 1.2511311683852082, ""put_rate"": 0.5357142857142857, ""trades"": 28, ""win_rate"": 0.42857142857142855}, ""202303"": {""call_rate"": 0.3958333333333333, ""max_drawdown"": 6.95182486579716, ""maximum_hold"": 180.0, ""minimum_hold"": 30.0, ""pnl"": 1.8867312294101524, ""profit_factor"": 1.1206761881793068, ""put_rate"": 0.6041666666666666, ""trades"": 48, ""win_rate"": 0.4791666666666667}}"
