mode,outer_month,ticker,arm,model_family,train_date_min,train_date_max,inner_months,outer_rows,status,passing_grid_count
development,202304,SPXW,X0,lightgbm_quantile_distribution_utility_v1,20220103,20221230,"202301,202302,202303",745,ABSTAIN_OUTER,0
