arm,ticker,month,rows,mae,rmse,directional_accuracy,mae_to_train_mean_ratio,uncertainty_error_spearman,effective_rank_ratio,max_pc_var_ratio
deterministic,SPXW,202601,1158,0.6079990470786432,0.778629307638322,0.5751295336787565,1.010722354552121,,0.3515314577785696,0.4044622021120369
deterministic,QQQ,202601,900,0.5919666056262709,0.7341431065108494,0.5577777777777778,1.057101894579208,,0.29459161677041,0.45853474572190334
deterministic,SPY,202601,1158,0.5908586864685945,0.7271866027081751,0.5379965457685665,1.024755281199466,,0.37379975615406397,0.3649712203267044
deterministic,SPXW,202602,816,0.5647867650288346,0.727435653058548,0.5882352941176471,0.9546370368293446,,0.2850794177756899,0.5439994944017977
deterministic,QQQ,202602,602,0.5210065696211099,0.6602061182850627,0.579734219269103,0.9873143034567528,,0.24929140816154524,0.5818065529701997
deterministic,SPY,202602,800,0.5288776152031673,0.6706007313798685,0.61625,0.9221474407435151,,0.30714642695694133,0.506983590058441
deterministic,SPXW,202603,918,0.5790661587031257,0.7180366944633668,0.5980392156862745,0.9821650109488133,,0.38092061759910256,0.38406691285556493
deterministic,QQQ,202603,850,0.5854717990208737,0.7203974054463226,0.5541176470588235,0.9879917240423479,,0.328975829544901,0.4494122040250854
deterministic,SPY,202603,992,0.569460219356053,0.7062856978410964,0.5967741935483871,0.9614540918931862,,0.34443626061924704,0.41523410264397254
deterministic,SPXW,202604,1186,0.6122665938920757,0.765253735503664,0.5590219224283305,0.9822988033262273,,0.37490708538763884,0.4033079051792917
deterministic,QQQ,202604,870,0.5962051175223209,0.7440137927322447,0.5494252873563218,1.0277570335179713,,0.36078745573101123,0.42917502670170476
deterministic,SPY,202604,1050,0.6187203065026905,0.7771439081980724,0.52,1.0505379062897602,,0.322186045098259,0.4736721203823694
deterministic,SPXW,202605,1172,0.59794153888606,0.7479445506291487,0.6083617747440273,0.977468108506057,,0.3244214245812562,0.46806860263999434
deterministic,QQQ,202605,932,0.6253918947559536,0.7701862229359505,0.5375536480686696,1.090714616286008,,0.32886458958803305,0.42792117917458633
deterministic,SPY,202605,1166,0.617953005229394,0.7588830647297118,0.5222984562607204,1.0337317856115584,,0.3015838268652708,0.49649447487197457
