feature,importance
ib_range_bps,7416.452238678932
oi_diff,5848.105692982674
dist_ib_low_bps,3475.373975634575
dist_ib_high_bps,2791.2625011205673
iv_diff,2607.361918568611
minute,2500.702427983284
nearest_level_abs_bps,2141.428512573242
ret_30m_bps,1869.3077766895294
abs_delta_diff,1481.8543564081192
ret_5m_bps,1396.189200758934
vega_diff,1322.02321267128
iv_diff_chg_25m,1320.764910697937
spread_pct_diff,1297.0987159013748
iv_diff_chg_15m,1222.3149108886719
volume_diff_chg_5m,1198.1706013679504
ret_15m_bps,1186.556601524353
volume_diff_chg_25m,1159.228657245636
volume_diff_chg_15m,1154.7926020622253
iv_diff_chg_5m,1123.4991472959518
volume_diff,991.0062737464905
spread_pct_diff_chg_15m,972.0067100524902
ret_1m_bps,959.4244285821915
spread_pct_diff_chg_25m,938.8311719894409
spread_pct_diff_chg_5m,886.1109232902527
abs_delta_diff_chg_25m,839.6089613437653
abs_delta_diff_chg_5m,824.7293263673782
vega_diff_chg_5m,801.6725004911423
abs_delta_diff_chg_15m,753.4571293592453
vega_diff_chg_15m,688.8946161270142
vega_diff_chg_25m,587.817232131958
