run,rows,z_effective_rank,z_effective_rank_ratio,z_max_pc_var_ratio,ptdj_latent_velocity_mean,ptdj_input_delta_norm_mean,ptdj_motion_norm_h1_mean,ptdj_pred_dispersion_mean,ptdj_phys_transition_norm_h1_mean,ptdj_lagged_pred_h1_err_mean
event_phys_td_baseline,12856,14.064949035644531,0.4395296573638916,0.20520047843456268,0.2938021421432495,30.13082504272461,0.18066297471523285,0.35612064599990845,0.0901053249835968,0.3267642557621002
event_phys_td_visreg_straight,12856,20.4727840423584,0.6397745013237,0.11741546541452408,0.4867105782032013,30.13082504272461,0.2171712964773178,0.4397781789302826,0.10881853103637695,0.5020125508308411
