ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_delta_bucket,source_combined_from,source_variant,source_priority,config_selector_mode,selected_variants,selected_max_day,selected_cooldown,selected_daily_order
QQQ,20260102,202601,10:00,600,zero_dte,CALL,-0.1213889304231155,-0.1213889304231155,-0.4686441450043357,-0.6,5.0,-0.6,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260102,202601,10:00,600,zero_dte,PUT,0.0035651541949587,-0.1559756531816388,0.0035651541949587,-0.6,4.832644546677628,4.832644546677628,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_QQQ,d65,3,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260105,202601,10:05,605,zero_dte,PUT,-8.951604455709953e-05,-0.4711647546008039,-8.951604455709953e-05,-0.4585365657931204,-0.6,-0.6,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_QQQ,d65,3,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260105,202601,10:30,630,zero_dte,PUT,-0.0651724348492757,-0.1981406006498845,-0.0651724348492757,-0.6,-0.6,-0.6,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260106,202601,10:00,600,zero_dte,CALL,0.0181606926230103,0.0181606926230103,-0.5427390883195,-0.6,0.3457446848984593,-0.6,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260106,202601,10:00,600,zero_dte,PUT,0.1318196670554378,-0.3575266903213683,0.1318196670554378,-0.6,0.2672413623006964,0.2672413623006964,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_QQQ,d65,3,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260107,202601,10:00,600,zero_dte,CALL,-0.0099457950395812,-0.0099457950395812,-0.2380506467852267,0.6388888336994052,-0.6,0.6388888336994052,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260107,202601,10:30,630,zero_dte,CALL,-0.0279213211358405,-0.0279213211358405,-0.292633204669934,0.5961538726056126,0.6556604622351698,0.5961538726056126,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.2372059995211272,0.2372059995211272,-0.4075302979345223,1.2685184449325404,-0.6,1.2685184449325404,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
QQQ,20260108,202601,11:35,695,zero_dte,CALL,-0.0067396093019497,-0.0067396093019497,-0.4209353291474123,1.1136361830162351,-0.6,1.1136361830162351,thr-0.200_maxday3,202601,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d50,d65,d80",2,0,time_asc
