feature,importance
ib_range_bps,14461.38944029808
oi_diff,12205.56860935688
dist_ib_high_bps,4131.711475372314
dist_ib_low_bps,3770.6535069942474
minute,3097.9857399463654
iv_diff,2958.363937139511
ret_30m_bps,2389.064324617386
nearest_level_abs_bps,2300.681204199791
spread_pct_diff,1466.1675589084625
abs_delta_diff,1257.0774482488632
ret_15m_bps,1152.481246829033
iv_diff_chg_25m,1142.3742134571075
iv_diff_chg_15m,1025.0266023874283
ret_5m_bps,1022.0371680259705
iv_diff_chg_5m,1012.5109103918076
vega_diff,1004.9276016950607
volume_diff,984.9951919317245
volume_diff_chg_25m,956.0811690092087
volume_diff_chg_5m,864.7214819192886
spread_pct_diff_chg_15m,861.3524520397186
ret_1m_bps,795.4685714244843
abs_delta_diff_chg_5m,754.4248490333557
abs_delta_diff_chg_15m,751.3074018955231
volume_diff_chg_15m,750.4777618646622
spread_pct_diff_chg_25m,701.9189814329147
vega_diff_chg_5m,647.5176336765289
spread_pct_diff_chg_5m,611.9904086589813
vega_diff_chg_25m,601.1522620916367
vega_diff_chg_15m,563.4636005163193
abs_delta_diff_chg_25m,515.0720800161362
