feature,importance
ib_range_bps,6575.7212035655975
oi_diff,4591.790052175522
dist_ib_low_bps,2608.4825398921967
iv_diff,2603.669308066368
dist_ib_high_bps,2436.387355327606
ret_30m_bps,2109.853765130043
minute,2064.672144651413
nearest_level_abs_bps,1759.5974587202072
iv_diff_chg_25m,1469.0884516239166
iv_diff_chg_15m,1412.297248840332
ret_5m_bps,1381.0734018087387
iv_diff_chg_5m,1365.5763244628906
ret_15m_bps,1346.8943492174149
spread_pct_diff_chg_5m,1234.2940413951874
volume_diff_chg_5m,1233.9560315608978
volume_diff_chg_25m,1205.0292605161667
abs_delta_diff,1198.10011780262
volume_diff,1182.8516665697098
ret_1m_bps,1174.818160891533
spread_pct_diff_chg_25m,1170.1182506084442
volume_diff_chg_15m,1126.610459446907
spread_pct_diff_chg_15m,1108.3208265304565
spread_pct_diff,994.9231468439102
abs_delta_diff_chg_5m,905.0130951404572
abs_delta_diff_chg_25m,879.0826808214188
abs_delta_diff_chg_15m,863.8992997407913
vega_diff,842.1102789640427
vega_diff_chg_25m,775.5785610675812
vega_diff_chg_5m,762.1527705192566
vega_diff_chg_15m,715.9856486320496
