ticker,trade_date,strike,right,contract_dir,exact_greeks_path,exact_greeks_sha256,raw_response_path,raw_response_sha256,contract_manifest_path,contract_manifest_sha256,rows,stored_bid_ask_exact,git_commit,max_spot_difference_bps,source_greeks_sha256,source_oi_sha256,source_underlying_sha256,terminal_jar_sha256,terminal_process_id,java_executable_sha256
QQQ,20221230,185.0,CALL,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_185p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_185p000000\exact_greeks.parquet,c64632f11fa66c2a0ca547d07aa4bd83842b647563f348e6762a0238935c81b7,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_185p000000\first_order_response.json,ffe8d9c16461a675b57056e8aa980d9a5f14d200532e0d639a3ab75a4b88ee62,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_185p000000\manifest.json,947aceba51c637150ff7abba3beb2c999f2d2404cf8b583ba4325ab86a783d2e,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,185.0,PUT,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_185p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_185p000000\exact_greeks.parquet,0b12856cc2b5893e232d773363eaa9d39120ab6f5d9639aa44fe1de7e135a531,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_185p000000\first_order_response.json,48c301ed61c1ee0b6058b79f7cebebe66dbb35578603fea35c057c980f7bd84a,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_185p000000\manifest.json,6aca47eb1ec50de5004abceae1ceb3d311aa76724a31087ccf65107809799fff,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,190.0,CALL,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_190p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_190p000000\exact_greeks.parquet,7dd398fb4375fabbbc264aa188889bf8ac5161e82ad63a2139a9e8c77bf88003,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_190p000000\first_order_response.json,14eb63b76e6c465f84e3b2e45c00cf78358eeb5c8683fee89a69c578be06b88c,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_190p000000\manifest.json,ff3d0b47749f01bb920a93bde7f7ae633dd8980e9b5600a5fd162eca9e46161e,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,190.0,PUT,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_190p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_190p000000\exact_greeks.parquet,35c6a85622faf3e1ec2480c1b9237f79a4342533341a4f3b4c780bc512e69d9d,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_190p000000\first_order_response.json,5f7dea657840dc5be1f36d3850f2929607ef08511bf0902c411046da369a25db,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_190p000000\manifest.json,ca3f114cbe657e7234b45a12d7fe71f764c0cf32715ef4503d0cee82b8d9018b,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,195.0,CALL,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_195p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_195p000000\exact_greeks.parquet,e3a29a3f2724ccac8fda93d9b4ae23d088693a469f870061a300cb20d3a9a569,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_195p000000\first_order_response.json,8c33ff8bd963a4e3a37736080302d1a529ec53616e1260021b1c0326c9f148a7,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_195p000000\manifest.json,3cd5e22390e2bc1eac481975a61e7c7372d31769366235359cc2a3cc96ab8ee2,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,195.0,PUT,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_195p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_195p000000\exact_greeks.parquet,2ff73fc4a8fe929ae32077f5cd7e848b73cc1fef394579fb7915bc123a3e6dd0,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_195p000000\first_order_response.json,a7b0ae3d7ab03390664e7b47ce8c995e487b61694e8fb9c60200b41c8ee9ea77,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_195p000000\manifest.json,2f12faf490e6418096df87ed1f23d640ccf9f2a953885c14a65b0f2fa8850e99,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,200.0,CALL,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_200p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_200p000000\exact_greeks.parquet,56ff71b5c7d70936baf6086d2ee635bf19d26aaeb3df886fcaa3a700777fa48a,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_200p000000\first_order_response.json,0624b9e03948259c4c08ca77538c1257190fdd842698b5151e7bbd69dfc29cca,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_200p000000\manifest.json,08e1ec9c04b8d5776c94fe6b7b940712f01604aebe4957ac7ec46f65d7ddef67,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,200.0,PUT,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_200p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_200p000000\exact_greeks.parquet,03db19fa706328b007f1bb4f302bf875b1d3b73b34772a51a935ced7856fa68b,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_200p000000\first_order_response.json,56737d93c93188b39c239f14838863d1b19924d8e7a05b0a82df486559781949,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_200p000000\manifest.json,aed6a9a12e3760dfcffb88f914ca1b605d6a435fa7d248139caadb8e8c0aed85,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,205.0,CALL,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_205p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_205p000000\exact_greeks.parquet,6656f4069b8dae700559801e9a3e5ef6e9f1298a61b76edbb74d7fc8c811cd47,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_205p000000\first_order_response.json,cc3bc643fdf9ef23df3ea0e5dda40631a6b784b381c4f2e7dd226fcd0fd52b70,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\C_205p000000\manifest.json,03314ddec53444aebef3c769ce95778d69db23256ccc4950b39e92852f344c93,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
QQQ,20221230,205.0,PUT,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_205p000000,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_205p000000\exact_greeks.parquet,92e54ea7e0039677d01c94a0f9d888cbc6eacb13ad37ae3b129adeaa68e2d87e,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_205p000000\first_order_response.json,af24d96f4deafc50c93a78d55fa7a735e8c96f6c89dcf3ecd8d3801c238a09e5,D:\ThetaData\wall_exact_greek_repair_20221230_v1r2\QQQ\20221230\P_205p000000\manifest.json,5e01a27c6f58b4ed887f7c402eb563fa621b8f5d2873e6d31d5b24c0cf55a746,48,True,4de62f5e93575472d317039836498e29ba9bf6ef,0.0,58e7c33cf57ab396ea76d1424a3c79c6b5ef946f938cc853906609c669bc36d9,7fa36d05d990d6407e7335118c65b470d9c3f10f65a46ff7fe791d7bb5c4541c,bed309b4cc8c438e0fcb9c972606d3f0c2e33af7ee1119afc4d6194fbc40f141,4f93cd745c8af53d8cf70096abb104edb22494f5c48408b9d732b51e51dfbbea,28212,7edd4025f23821e30df708eb05af66a92b0b533af33457f7c0cd5291670c1307
