feature,importance
ib_range_bps,9448.222613930702
oi_diff,6682.066077232361
dist_ib_high_bps,2787.8976566791534
dist_ib_low_bps,2734.910178601742
iv_diff,2391.3978724479675
minute,1820.6225210428238
nearest_level_abs_bps,1130.8512067198753
ret_30m_bps,1097.0707866549492
abs_delta_diff,859.3522787094116
vega_diff,833.6330101490021
ret_1m_bps,752.78618735075
ret_15m_bps,723.5345705151558
iv_diff_chg_15m,711.9059484004974
volume_diff_chg_15m,701.7840589880943
iv_diff_chg_25m,693.2199004888535
ret_5m_bps,680.9823328256607
volume_diff_chg_5m,657.1138796806335
spread_pct_diff,645.7612718343735
iv_diff_chg_5m,612.4842599630356
volume_diff,561.6396533250809
spread_pct_diff_chg_5m,552.5671870708466
spread_pct_diff_chg_15m,550.0945254564285
vega_diff_chg_5m,513.2812902331352
abs_delta_diff_chg_5m,495.88172566890717
volume_diff_chg_25m,465.6056154370308
spread_pct_diff_chg_25m,433.87269127368927
vega_diff_chg_25m,430.71156471967697
abs_delta_diff_chg_15m,416.21816831827164
vega_diff_chg_15m,379.03032076358795
abs_delta_diff_chg_25m,377.71642369031906
