ticker,date,trade_date,month,time,minute,expiry_mode,action,score,edge_abs,pred_call_return,pred_put_return,call_return,put_return,realized_return,nearest_level_abs_bps,ret_5m_bps,ret_15m_bps,ret_30m_bps,ctx_spx_ret_5m_bps,ctx_qqq_ret_5m_bps,exit_status,exit_minutes,event_delta_bucket,source_component,deploy_config,policy_profile,policy_ticker,selected_threshold_override,selected_edge_abs_min,selected_time_min,selected_time_max,selected_momentum_filter,selected_max_day,selected_cooldown,candidate_universe_near_level_abs_bps_max
QQQ,20260120,20260120,202601,13:30,810,zero_dte,CALL,0.14115806332298,0.18461692029704552,0.14115806332298,-0.0434588569740655,-0.6,0.7941176045209071,-0.6,2.456241758169253,-4.256872475791873,-14.719750269344134,-17.494928955479327,-3.998377764242722,-4.256872475791873,-1,41,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260121,20260121,202601,13:05,785,zero_dte,CALL,0.1566618214494226,0.15687594315126388,0.1566618214494226,-0.0002141217018413,0.6291208668846886,-0.6,0.6291208668846886,18.0641845343198,-15.902984191180636,-5.743801797767345,-10.98999236897824,-11.987770927952557,-15.902984191180636,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260122,20260122,202601,12:45,765,zero_dte,CALL,0.365283744304673,0.962903565016086,0.365283744304673,-0.597619820711413,-0.6,0.6166666004392862,-0.6,9.810465805706835,-1.6076605516024411,5.471684010689426,8.5317961690623,-1.3410508556210845,-1.6076605516024411,-1,72,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260122,20260122,202601,13:30,810,zero_dte,CALL,0.3658284740247045,0.9302560188297124,0.3658284740247045,-0.5644275448050079,-0.6,0.681034546544806,-0.6,11.742627524836738,-1.607970823280791,-0.3210464819347614,-5.62661713725876,-1.688269612429849,-1.607970823280791,-1,76,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260126,20260126,202601,12:30,750,zero_dte,CALL,0.0804185858392694,0.5169083707704228,0.0804185858392694,-0.4364897849311535,-0.6,-0.6,-0.6,7.975244808959689,-7.490647634584846,-0.797266204362046,-0.3193111290733519,-2.5719801911217037,-7.490647634584846,-1,39,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260126,20260126,202601,13:15,795,zero_dte,CALL,0.3602257333396105,0.8067977760451785,0.3602257333396105,-0.446572042705568,1.277777750183036,-0.6,1.277777750183036,2.075727408460178,-1.277432397907008,-2.5535644486152087,-7.020381992919322,-0.6614260007542505,-1.277432397907008,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260127,20260127,202601,12:35,755,zero_dte,CALL,0.0262431966674684,0.46409006326047947,0.0262431966674684,-0.4378468665930111,-0.6,0.6188523917389137,-0.6,1.9011537372901444,-1.109044504495893,8.880252003646838,2.21785979721334,-3.6947566061606985,-1.109044504495893,-1,126,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260128,20260128,202601,12:35,755,zero_dte,CALL,0.0328259740437482,0.3100760537356497,0.0328259740437482,-0.2772500796919015,-0.1666666666666666,-0.6,-0.1666666666666666,1.2646672438440631,-1.5820318249981646,-14.84597291055767,-4.9008374073133965,-0.7173107180580285,-1.5820318249981646,0,180,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260129,20260129,202601,12:55,775,zero_dte,CALL,0.2612917131256614,0.3033802069568735,0.2612917131256614,-0.0420884938312121,0.6282609831407999,-0.6,0.6282609831407999,18.433332113641136,-15.365022589386436,-28.92941272072736,-27.49543165661672,-12.624254466150342,-15.365022589386436,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260130,20260130,202601,12:35,755,zero_dte,CALL,0.0518173016456367,0.5655945777261646,0.0518173016456367,-0.5137772760805279,0.2651514549448057,0.3906249621650195,0.2651514549448057,3.863829792238301,-27.37908847845194,-0.6418255045970156,-1.1228956362574485,-23.25540958418526,-27.37908847845194,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260130,20260130,202601,13:35,815,zero_dte,CALL,0.075726521770983,0.46697571358777457,0.075726521770983,-0.3912491918167916,2.609155059641165,-0.6,2.609155059641165,18.70691017868121,-20.438693251636497,1.7739572832664583,-37.27338578665251,,-20.438693251636497,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260202,20260202,202602,12:30,750,zero_dte,CALL,0.0245315937148423,0.5400683734369199,0.0245315937148423,-0.5155367797220777,0.3257574553441567,-0.6,0.3257574553441567,0.7974764732283744,-1.433307120862759,3.347603860843762,3.507208505248993,0.5445861564656873,-1.433307120862759,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260202,20260202,202602,13:15,795,zero_dte,CALL,0.0355767400560987,0.569628575667977,0.0355767400560987,-0.5340518356118783,-0.6,0.3181818212605705,-0.6,6.370424125031383,-2.865577870159175,0.0,6.055275739225152,-4.350271022024455,-2.865577870159175,-1,77,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260203,20260203,202602,12:35,755,zero_dte,CALL,0.57939717453067,0.9092226076563694,0.57939717453067,-0.3298254331256995,-0.6,0.3228155822980449,-0.6,18.368346306964497,-5.037661953541939,-9.42152080378511,-33.38136811090742,-1.621785829395428,-5.037661953541939,-1,54,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260203,20260203,202602,13:20,800,zero_dte,CALL,0.798225200789179,1.0918548744662966,0.798225200789179,-0.2936296736771175,-0.6,0.3760162349481313,-0.6,0.8099423378451976,-2.6058681128604544,-11.876386683076223,-25.182752452234112,-1.8719822080914827,-2.6058681128604544,-1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260204,20260204,202602,12:30,750,zero_dte,CALL,0.3885586360643563,0.8920271016726129,0.3885586360643563,-0.5034684656082565,0.3828124694409773,0.2983872059356691,0.3828124694409773,17.918755078415188,-39.33177340363581,-59.37421073712535,-56.913990047779976,-30.66783992881517,-39.33177340363581,1,135,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260204,20260204,202602,13:20,800,zero_dte,CALL,0.3645647933809045,0.8413349264536767,0.3645647933809045,-0.4767701330727723,0.5269230980844901,-0.6,0.5269230980844901,0.9981318501743232,-6.145281468995512,-18.24746753359197,15.479753494298532,-3.941379588358052,-6.145281468995512,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260209,20260209,202602,12:30,750,zero_dte,PUT,0.0185338038531022,0.06880695521513419,-0.050273151362032,0.0185338038531022,-0.6,0.3409090724365768,0.3409090724365768,18.81354787490604,1.1376645522176432,-11.036871531845405,-4.385569691351954,0.1862487636516974,1.1376645522176432,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260209,20260209,202602,13:20,800,zero_dte,PUT,0.1272400469420214,0.1213732662418847,0.0058667807001367,0.1272400469420214,0.3353658093362244,1.9318179108879887,1.9318179108879887,18.346513339721824,4.716312605774764,6.343042456693482,1.3007102115869529,3.071026258081311,4.716312605774764,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260210,20260210,202602,13:30,810,zero_dte,CALL,0.3441360572071664,0.4633617970687227,0.3441360572071664,-0.1192257398615563,-0.6,-0.6,-0.6,13.860497333792464,-8.471138912259368,-19.85306270341769,-31.694670834950813,-6.3504170214745415,-8.471138912259368,-1,73,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260210,20260210,202602,14:15,855,zero_dte,CALL,0.1900749352075626,0.4064792766980626,0.1900749352075626,-0.2164043414905,-0.6,0.2873133518404267,-0.6,12.557395889125043,-3.42284844870866,-6.518308259779726,-0.4886953129046301,,-3.42284844870866,-1,48,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260212,20260212,202602,13:45,825,zero_dte,PUT,0.0781356995939296,0.3876481765860136,-0.309512476992084,0.0781356995939296,-0.6,0.377659548160014,0.377659548160014,18.20910400639693,11.767604925703168,30.55305003496489,24.72643369407113,,11.767604925703168,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260213,20260213,202602,12:35,755,zero_dte,PUT,0.0108927723551818,0.2944354172552329,-0.2835426449000511,0.0108927723551818,-0.6,0.5448718301408166,0.5448718301408166,12.30900859666381,7.099688903624557,14.21047599799996,21.164505997197654,5.9054110112799485,7.099688903624557,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260213,20260213,202602,13:45,825,zero_dte,CALL,0.1155916978602649,0.15388004438723848,0.1155916978602649,-0.0382883465269736,-0.6,0.5666666501098216,-0.6,4.227846700464393,-2.475705440022624,1.3214825280050135,0.33058987413348,,-2.475705440022624,-1,44,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260217,20260217,202602,13:45,825,zero_dte,CALL,0.4207381388801546,0.9016278843364565,0.4207381388801546,-0.4808897454563019,0.4107142914162607,-0.6,0.4107142914162607,5.477825545389108,-8.62314691923216,25.79502583412996,64.48457307303369,-5.1173731615139495,-8.62314691923216,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260217,20260217,202602,14:30,870,zero_dte,CALL,0.1959471145790561,0.3441459397999724,0.1959471145790561,-0.1481988252209163,0.8851351656123088,0.2579365004277343,0.8851351656123088,9.457562845094964,-7.46103272512344,-3.980333588802232,-2.487573774229146,-5.8003426834774,-7.46103272512344,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260218,20260218,202602,12:30,750,zero_dte,CALL,0.1279708494971785,0.5287204563796887,0.1279708494971785,-0.4007496068825102,0.3369565344149763,0.2730769936149668,0.3369565344149763,7.390697764867752,-2.626601227116998,2.4645072850359995,11.509761821490994,-1.3619141452148045,-2.626601227116998,1,34,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260218,20260218,202602,13:15,795,zero_dte,CALL,0.1470524421050144,0.42959160122922807,0.1470524421050144,-0.2825391591242137,-0.6,1.7311323173702338,-0.6,5.256707390190661,-3.4478044501529137,-10.010098239989771,3.779278879889602,-0.2751242939424969,-3.4478044501529137,-1,34,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260219,20260219,202602,12:50,770,zero_dte,CALL,0.0740128937626273,0.1018851696175144,0.0740128937626273,-0.0278722758548871,-0.6,0.2777777501830358,-0.6,16.111342525033507,-10.617760226770969,-22.20618902692206,-31.95299158254228,-8.989775172956183,-10.617760226770969,-1,108,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260219,20260219,202602,13:35,815,zero_dte,CALL,0.2175077171317346,0.2730412865289835,0.2175077171317346,-0.0555335693972489,0.5258620707373558,-0.6,0.5258620707373558,5.985092674563174,-7.808614419624327,4.490327521828874,-0.1664189324668274,-4.77834801157373,-7.808614419624327,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260220,20260220,202602,13:00,780,zero_dte,PUT,0.0155595487129816,0.574156838632782,-0.5585972899198004,0.0155595487129816,-0.6,1.0624999953433871,1.0624999953433871,14.473764519942437,11.85566243564029,19.77607500283307,38.47007703185801,,11.85566243564029,1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260223,20260223,202602,12:30,750,zero_dte,CALL,0.3373973086436089,0.5582652427566753,0.3373973086436089,-0.2208679341130664,0.5401235103897886,0.5394737254879816,0.5401235103897886,7.479542173846026,-6.321509153192073,0.1666239269515479,-4.991062292011295,-4.973678717926644,-6.321509153192073,1,53,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
QQQ,20260223,20260223,202602,13:30,810,zero_dte,CALL,0.2478284596535831,0.4088317675400776,0.2478284596535831,-0.1610033078864945,-0.6,1.1710526535935903,-0.6,3.8075591886557274,-4.149928738955699,2.657317020251515,17.133583468422753,,-4.149928738955699,-1,30,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_causal1030_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,thr0_edge0_BOTH_t750-870_near20_SELF_COUNTER_5M_cap2_cd45,intersection_guarded_v1,QQQ,0.0,0.0,750,870,SELF_COUNTER_5M,2,45,20
