ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_delta_bucket,source_combined_from,source_variant,source_priority,config_selector_mode,selected_variants,selected_max_day,selected_cooldown,selected_daily_order
SPY,20260112,202601,10:30,630,zero_dte,CALL,0.1949641284505578,0.1949641284505578,-0.2744229100308355,0.7863636008964106,-0.6,0.7863636008964106,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260113,202601,10:10,610,zero_dte,PUT,-0.0958439737264953,-0.3028084193867323,-0.0958439737264953,-0.4377880250152719,0.2869457780943121,0.2869457780943121,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260113,202601,10:40,640,zero_dte,CALL,0.030374345054531,0.030374345054531,-0.3256355865921606,0.3026315294144219,-0.6,0.3026315294144219,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260114,202601,10:00,600,zero_dte,CALL,0.1074781959518262,0.1074781959518262,-0.0883448705831696,0.4807693248199558,-0.6,0.4807693248199558,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260114,202601,10:30,630,zero_dte,PUT,0.2088003125585328,-0.2048207505995008,0.2088003125585328,-0.6,0.5053191280246265,0.5053191280246265,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260115,202601,10:00,600,zero_dte,PUT,0.1453039690573564,0.0658101502997776,0.1453039690573564,0.2754237562101223,-0.6,-0.6,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260115,202601,10:30,630,zero_dte,CALL,0.0824441710601294,0.0824441710601294,-0.2046286023966393,0.2909835665112581,0.75,0.2909835665112581,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260116,202601,10:00,600,zero_dte,PUT,0.00112344656704,-0.3887685438772691,0.00112344656704,-0.2157894588243266,0.3749999767169352,0.3749999767169352,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260116,202601,10:30,630,zero_dte,PUT,0.0834535778255845,-0.388996389367841,0.0834535778255845,0.307443389667247,0.2594339079430812,0.2594339079430812,thr-0.100_maxday2,202601,80,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d80_return_wf202504_202606_v1_SPY,d80,4,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260120,202601,10:00,600,zero_dte,CALL,0.4306912232217986,0.4306912232217986,-0.4234742323552591,0.3586957062575238,-0.6,0.3586957062575238,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260120,202601,10:30,630,zero_dte,PUT,0.1892625442422654,-0.3340866888779453,0.1892625442422654,-0.6,0.4523809430888448,0.4523809430888448,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260121,202601,10:00,600,zero_dte,CALL,0.2035112601795431,0.2035112601795431,-0.2163740230716656,0.3247126405282259,-0.6,0.3247126405282259,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260121,202601,10:30,630,zero_dte,PUT,0.1344061417028436,-0.2441513476066989,0.1344061417028436,0.8419540718124976,-0.6,-0.6,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260122,202601,10:00,600,zero_dte,CALL,-0.0591843100823054,-0.0591843100823054,-0.146700691977016,0.5282102297158431,-0.6,0.5282102297158431,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260122,202601,10:45,645,zero_dte,CALL,-0.0668238223364567,-0.0668238223364567,-0.1344267938371913,0.2375691051663069,-0.6,0.2375691051663069,thr-0.100_maxday2,202601,80,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d80_return_wf202504_202606_v1_SPY,d80,4,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260123,202601,10:00,600,zero_dte,PUT,0.047804945734049,-0.3779809895403554,0.047804945734049,0.4986338648308697,-0.6,-0.6,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260123,202601,10:30,630,zero_dte,PUT,0.1994789803430973,-0.3442801378710433,0.1994789803430973,-0.2103448667083981,0.3604869168031694,0.3604869168031694,thr-0.100_maxday2,202601,80,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d80_return_wf202504_202606_v1_SPY,d80,4,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260126,202601,10:00,600,zero_dte,CALL,0.1643916622603821,0.1643916622603821,-0.0912644992331749,0.5156250320142142,-0.6,0.5156250320142142,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260126,202601,10:30,630,zero_dte,CALL,0.0046390657903572,0.0046390657903572,-0.228359927594718,0.2574626347832236,-0.6,0.2574626347832236,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260127,202601,10:00,600,zero_dte,CALL,0.4343948725101122,0.4343948725101122,-0.1381355980589358,0.4308511137476656,-0.6,0.4308511137476656,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260127,202601,10:30,630,zero_dte,CALL,0.3816591469823415,0.3816591469823415,0.0392511654393695,1.2187501222360906,-0.6,1.2187501222360906,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260128,202601,10:00,600,zero_dte,CALL,0.2210376865301312,0.2210376865301312,-0.2227343328478834,-0.4837662101415215,0.4556737789523228,-0.4837662101415215,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260128,202601,10:30,630,zero_dte,CALL,0.0846562492688063,0.0846562492688063,-0.1552078960942845,-0.2304609405149468,0.2824324333032089,-0.2304609405149468,thr-0.100_maxday2,202601,80,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d80_return_wf202504_202606_v1_SPY,d80,4,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260129,202601,10:10,610,zero_dte,PUT,0.0462636485068511,-0.050532305875584,0.0462636485068511,-0.6,0.9684873764380746,0.9684873764380746,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260129,202601,10:40,640,zero_dte,PUT,0.0550561329909914,-0.3834489032251768,0.0550561329909914,0.4456520809568411,0.4660493600043269,0.4660493600043269,thr0.004_maxday3,202601,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260130,202601,10:00,600,zero_dte,PUT,0.1736901554081791,-0.330395409436412,0.1736901554081791,-0.6,0.6249999254941969,0.6249999254941969,thr-999.000_maxday1,202601,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1_SPY,d65,3,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260130,202601,10:30,630,zero_dte,PUT,0.2169462996556028,-0.3857823896804637,0.2169462996556028,0.2896145481278782,0.5541957668864268,0.5541957668864268,thr-0.100_maxday2,202601,80,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d80_return_wf202504_202606_v1_SPY,d80,4,SELECTED,"d35,d50,d65,d80",2,30,time_asc
SPY,20260202,202602,10:10,610,zero_dte,PUT,0.5457139659018769,-0.4657291985849791,0.5457139659018769,0.7055555967637062,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260203,202602,10:15,615,zero_dte,PUT,0.3741845269252432,-0.0770002873385455,0.3741845269252432,-0.6,0.3729507972463046,0.3729507972463046,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260204,202602,10:00,600,zero_dte,PUT,0.4481820761211316,0.0405872660792333,0.4481820761211316,1.1370967865982609,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260205,202602,10:15,615,zero_dte,PUT,0.5130822416555216,0.260440090770319,0.5130822416555216,0.3552632156831743,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260206,202602,10:25,625,zero_dte,PUT,0.6249383113541943,-0.1237469485777304,0.6249383113541943,0.2976190391716771,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260209,202602,10:10,610,zero_dte,PUT,0.5306674697446027,-0.4035432278026136,0.5306674697446027,1.0833334515965212,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260210,202602,10:00,600,zero_dte,PUT,0.4464431282778178,-0.3416267960780881,0.4464431282778178,0.3306451798973915,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260211,202602,10:20,620,zero_dte,PUT,0.5198630014154442,0.0411780548901027,0.5198630014154442,0.3010203585134163,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260212,202602,10:00,600,zero_dte,PUT,0.5317358764434549,-0.0751071823003081,0.5317358764434549,0.3152174251066033,0.3603896626655694,0.3603896626655694,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260213,202602,10:10,610,zero_dte,PUT,0.5850612956719359,0.0461668182214188,0.5850612956719359,-0.6,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260217,202602,10:00,600,zero_dte,PUT,0.5638222037090287,-0.2824594110206705,0.5638222037090287,0.7253086655955001,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260218,202602,10:05,605,zero_dte,PUT,0.4178761517583083,0.0082808659510431,0.4178761517583083,-0.6,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260219,202602,10:05,605,zero_dte,PUT,0.4927216200112646,-0.1943525985374721,0.4927216200112646,-0.6,0.2474226829463128,0.2474226829463128,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260220,202602,10:55,655,zero_dte,PUT,0.3498910070037405,-0.5469942448489128,0.3498910070037405,-0.6,0.9500000000000002,0.9500000000000002,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260223,202602,10:05,605,zero_dte,PUT,0.4439607341546356,0.0247923208555407,0.4439607341546356,-0.6,0.7000000476837158,0.7000000476837158,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260224,202602,10:25,625,zero_dte,PUT,0.6308176734847313,0.0048874287705675,0.6308176734847313,0.3999999503294646,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260225,202602,10:00,600,zero_dte,PUT,0.6601047087339008,-0.6014279948312986,0.6601047087339008,0.1799999475479126,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260226,202602,10:20,620,zero_dte,PUT,0.5189230886948712,-0.0404857813508557,0.5189230886948712,-0.6,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260227,202602,10:05,605,zero_dte,PUT,0.4065779412045443,-0.0724678952261315,0.4065779412045443,-0.6,-0.6,-0.6,thr-0.200_maxday3,202602,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d50",1,0,time_asc
SPY,20260302,202603,10:05,605,zero_dte,CALL,0.0200456647121391,0.0200456647121391,-0.1343250291838762,-0.6,0.3265765562584608,-0.6,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260302,202603,11:05,665,zero_dte,PUT,0.0698020440731204,0.0247892650659161,0.0698020440731204,0.3591953660745983,0.5851647351159837,0.5851647351159837,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260302,202603,12:15,735,zero_dte,PUT,0.1355891088746509,-0.0926842602057856,0.1355891088746509,-0.6,-0.6,-0.6,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260303,202603,10:20,620,zero_dte,CALL,0.2013474873750088,0.2013474873750088,0.1111763316960518,0.2784552569745187,-0.6,0.2784552569745187,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260303,202603,10:50,650,zero_dte,PUT,0.2377515139500071,0.1184778883950712,0.2377515139500071,1.93446608009522,-0.6,-0.6,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260303,202603,11:45,705,zero_dte,CALL,0.1898705297378289,0.1898705297378289,0.0914748682551033,0.2694805013849952,-0.6,0.2694805013849952,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260304,202603,10:25,625,zero_dte,CALL,0.2509477260286791,0.2509477260286791,-0.0249767088325119,0.2699999809265136,-0.6,0.2699999809265136,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260304,202603,10:55,655,zero_dte,PUT,0.1581200132934662,-0.481505370739522,0.1581200132934662,0.4021738980202534,0.278301973791049,0.278301973791049,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260304,202603,11:25,685,zero_dte,PUT,0.1535364697346646,-0.3786227922731426,0.1535364697346646,0.3681817570993737,-0.6,-0.6,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260305,202603,10:25,625,zero_dte,PUT,0.0712229225131815,0.0572590242185531,0.0712229225131815,-0.6,0.4139343637575627,0.4139343637575627,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260305,202603,11:05,665,zero_dte,CALL,0.0905435120159849,0.0905435120159849,-0.0418333560102477,-0.6,0.5740740280828376,-0.6,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260305,202603,12:20,740,zero_dte,CALL,0.1058914433591424,0.1058914433591424,-0.0719306257002952,-0.6,1.6024589651344106,-0.6,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260306,202603,10:10,610,zero_dte,CALL,0.1373090205841341,0.1373090205841341,-0.1061852515331707,0.8380502286456619,-0.6,0.8380502286456619,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260306,202603,10:40,640,zero_dte,CALL,0.077972871670016,0.077972871670016,-0.4823033305762239,-0.6,0.6838235932186394,-0.6,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260306,202603,11:55,715,zero_dte,CALL,0.2294323320421864,0.2294323320421864,-0.4483424802252005,-0.6,0.3470149638791413,-0.6,thr0.100_maxday3,202603,25,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d25_return_wf202504_202606_v1,d25,0,SELECTED,"d25,d35,d65",3,30,time_asc
SPY,20260309,202603,10:10,610,zero_dte,CALL,0.2286332770563194,0.2286332770563194,0.2242763828060744,0.4846938113512218,-0.6,0.4846938113512218,thr0.000_maxday2,202603,35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_v1_SPY,d35,1,SELECTED,"d25,d35,d65",3,30,time_asc
