profile_id,worst_positive_months,total_positive_months,worst_profit_factor,worst_monthly_q25,rank,selected
POOLED_GLOBEX_CROSS_ASSET,9,27,1.2004140055761836,2.152990319825747,1,True
POOLED_BREADTH_CONTROL,5,17,0.9547848939079442,-233.79629224857007,2,False
