feature,importance
ib_range_bps,11999.826108813286
oi_diff,6088.402871847153
dist_ib_low_bps,4484.9468405246735
dist_ib_high_bps,4216.171565771103
iv_diff,3900.2438184022903
minute,2498.409099817276
ret_30m_bps,2004.0095788240433
nearest_level_abs_bps,1861.2573064565659
ret_15m_bps,1521.6031733751297
spread_pct_diff,1304.6616908311844
volume_diff,1288.2908531427383
ret_1m_bps,1234.8209499120712
spread_pct_diff_chg_15m,1209.3754323720932
iv_diff_chg_15m,1203.252391576767
iv_diff_chg_5m,1124.433342576027
iv_diff_chg_25m,1107.6769789457321
ret_5m_bps,1102.631073832512
spread_pct_diff_chg_5m,1064.0422060489655
volume_diff_chg_25m,1034.5178631544113
abs_delta_diff,931.9654414653778
volume_diff_chg_5m,931.392048239708
volume_diff_chg_15m,929.0708916187286
spread_pct_diff_chg_25m,924.7570587396622
abs_delta_diff_chg_5m,815.8809478282928
vega_diff,725.7768493890762
abs_delta_diff_chg_25m,710.5879900455475
abs_delta_diff_chg_15m,682.4800580739975
vega_diff_chg_5m,638.2856014966965
vega_diff_chg_15m,632.8268896341324
vega_diff_chg_25m,597.0778703689575
